opportunity,plan_id,version,date,session,born,start,end,scenario,direction,condition,quality,arm_enabled,bias,doc
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,1788373716708,1788373716708,1788375419111,S4,short,reject,B,True,long,"{""id"": ""S4"", ""trigger"": ""Stretched rally to RTH-H 29317.25 above the 50% mark; first-touch rejection short with structure stop 29345.25, target 29246.25."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29246.25, 29209.25, 29165.06], ""invalid"": ""5m close above 29345.25 voids the rejection; extension targets 29450.50 PDH."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29345.25, ""target"": 29246.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,1788375419111,1788375419111,1788378300000,S1,long,sweep_reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Sweep of VWAP\u22121\u03c3 29050.13 toward OR-L 29042.75, then a 5m close back above 29050.13"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29058.75, 29108.47, 29154.38], ""invalid"": ""5m close below 29042.75 before reclaim"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29050.13, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,1788375419111,1788375419111,1788378300000,S2,long,reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Price loses VWAP 29108.47 and a 5m close returns above 29108.47"", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29154.38, 29166.8, 29171.25], ""invalid"": ""5m close below 29102.00 before reclaim"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29108.47, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,1788375419111,1788375419111,1788378300000,S3,short,reject,B,True,long,"{""id"": ""S3"", ""trigger"": ""Rally to VWAP+1\u03c3 29166.80 and failure to accept; enter short below 29166.80"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29108.47, 29058.75], ""invalid"": ""5m close above 29199.50 invalidates the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29166.8, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29166.8, ""stop"": 29199.5, ""target"": 29058.75, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,1788384962903,1788386400000,1788387509638,S1,long,reclaim,A,False,long,"{""id"": ""S1"", ""trigger"": ""Price pulls back to 29113.89 VWAP and prints a 5m close back above 29113.89, reclaiming the mean after the 29212.50 sweep-up failed."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25, 29317.25], ""invalid"": ""5m close below 29102.00 OR-H"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29113.89, ""side"": ""above""}, ""quality"": ""A""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,1788384962903,1788386400000,1788387509638,S2,long,sweep_reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Price sweeps below 29042.75 OR-L to collect stops, then prints a 1m MSS up and a 5m close back above 29042.75."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29113.89, 29171.25, 29209.25], ""invalid"": ""5m close below 29004.50 iFVG(bear)\u00b74h (HTF)"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29042.75, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29042.75, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,1788384962903,1788386400000,1788387509638,S3,long,breakout_retest,C,False,long,"{""id"": ""S3"", ""trigger"": ""Price breaks above 29171.25 ONH, pulls back, and holds the 29171.25 retest as support."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29209.25, 29317.25, 29346.88], ""invalid"": ""5m close below 29139.50"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S4,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,1788384962903,1788386400000,1788387509638,S4,short,sweep_reclaim,A,False,long,"{""id"": ""S4"", ""trigger"": ""Price rallies above 29317.25 PDH, sweeps the high, then prints a 5m close back below 29317.25."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29209.25, 29171.25, 29113.89], ""invalid"": ""2x5m close above 29346.88 FVG\u00b74h (HTF)"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""above""}, ""quality"": ""A"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29317.25, ""side"": ""below""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,ASIA,1788387509638,1788387509638,1788389456643,S1,short,sweep_reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Price sweeps above 29189.25 ONH (the draw) and delivers a 1m_mss close back below 29189.25; premium short allowed by branch 5."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29175.56, 29149], ""invalid"": ""A 1m or 5m close above 29189.25 after the reclaim negates the setup; stop beyond the sweep extreme."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29189.25, ""side"": ""above""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29189.25, ""side"": ""below""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,ASIA,1788387509638,1788387509638,1788389456643,S2,long,sweep_reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Price sweeps below 29149.00 ONL and reclaims with a 1m_mss close back above 29149.00; discount long only per branch 5."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29175.56, 29189.25], ""invalid"": ""A 1m or 5m close below 29149.00 after the reclaim invalidates the setup; stop beyond the sweep low."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29149, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,1788389456643,1788389456643,1788390282447,S1,short,sweep_reclaim,B,False,neutral,"{""id"": ""S1"", ""trigger"": ""Sweep of ONH 29208.75 / Supply 29209.25 (wick above 29208.75), then 5m close back below 29208.75"", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29199.68, 29149, 29136.25], ""invalid"": ""5m close back above 29212.50"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29208.75, ""side"": ""above""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29208.75, ""side"": ""below""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,1788389456643,1788389456643,1788390282447,S2,long,sweep_reclaim,B,False,neutral,"{""id"": ""S2"", ""trigger"": ""Sweep below ONL 29149.00, then 5m close back above 29149.00"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29199.68, 29208.75, 29317.25], ""invalid"": ""5m close back below 29136.25"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29149, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,1788389456643,1788389456643,1788390282447,S3,short,reject,B,True,neutral,"{""id"": ""S3"", ""trigger"": ""Touch of VWAP+1\u03c3 29199.68 rejects and rotates back below 29199.68"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29149, 29136.25], ""invalid"": ""5m close above 29208.75"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29199.68, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29199.68, ""stop"": 29216.25, ""target"": 29149, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,1788390282447,1788390282447,1788391265610,S1,short,reject,B,True,neutral,"{""id"": ""S1"", ""trigger"": ""After the 16:00 1h sweep-up, a retest of ONH 29208.75 into Supply\u00b71h 29209.25 that wicks and rejects on touch is a short."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29149, 29136.25, 29102], ""invalid"": ""5m close above 29208.75 voids the rejection"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29208.75, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29208.75, ""stop"": 29228.75, ""target"": 29149, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,1788390282447,1788390282447,1788391265610,S2,long,sweep_reclaim,B,False,neutral,"{""id"": ""S2"", ""trigger"": ""A sweep below 29149.00 ONL into/near 29136.25 Demand\u00b74h, then a 5m close back above 29149.00, confirms the reclaim and starts a long."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29183.59, 29208.75, 29317.25], ""invalid"": ""5m close below 29136.25 through Demand\u00b74h invalidates the reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29149, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,1788390282447,1788390282447,1788391265610,S3,short,reject,B,True,neutral,"{""id"": ""S3"", ""trigger"": ""A retest of 29149.00 ONL from below that wicks and rejects on touch is a short; the close back above 29149.00 voided the prior break attempt, so this is a fresh reject rather than a continuation."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29058.75, 29042.75, 29001.75], ""invalid"": ""5m close above 29149.00 voids the rejection"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29149, ""stop"": 29170, ""target"": 29058.75, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,1788391265610,1788391265610,1788392613086,S1,short,reject,B,True,neutral,"{""id"": ""S1"", ""trigger"": ""Touch of 29197.57 VWAP+1\u03c3 in the thin Asia tape; first-touch fade from the top of value."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29149, 29136.25], ""invalid"": ""5m close above 29209.25 Supply\u00b71h cancels the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29197.57, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29197.57, ""stop"": 29212.5, ""target"": 29149, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,1788391265610,1788391265610,1788392613086,S2,long,sweep_reclaim,B,False,neutral,"{""id"": ""S2"", ""trigger"": ""Sweep below 29149.00 ONL followed by a 5m close back above 29149.00."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29197.57, 29208.75], ""invalid"": ""5m close below 29136.25 Demand\u00b74h kills the reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""above""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29149, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,1788391265610,1788391265610,1788392613086,S3,long,breakout_retest,C,False,neutral,"{""id"": ""S3"", ""trigger"": ""Break and 5m close above 29208.75 ONH; retest of 29208.75 holds as support."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29317.25, 29324.5], ""invalid"": ""5m close back below 29209.25 Supply\u00b71h negates the break"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29208.75, ""side"": ""above""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""touch"", ""ref_price"": 29208.75, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S4,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,1788391265610,1788391265610,1788392613086,S4,short,reject,C,False,neutral,"{""id"": ""S4"", ""trigger"": ""Touch of 29149.00 ONL from below after the close back across the level; rejection back down triggers the short instead of a breakdown continuation."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29136.25, 29102], ""invalid"": ""5m close back above 29149.00 ONL aborts the reject"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,1788392613086,1788392613086,1788393759227,S1,long,sweep_reclaim,B,False,short,"{""id"": ""S1"", ""trigger"": ""Sweep of 29149.00 ONL wicks below; a 1m MSS or close back above 29149.00 invites a long on the reclaim."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29181.64, 29209.25], ""invalid"": ""A 2x5m close below 29136.25 nullifies the long."", ""confirm"": {""rule"": ""1m_mss"", ""ref_price"": 29149, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,1788392613086,1788392613086,1788393759227,S2,short,reject,B,True,short,"{""id"": ""S2"", ""trigger"": ""Rally into the 29208.75 ONH liquidity pool, which coincides with 29209.25 Supply\u00b71h; first-touch sell at 29209.25 with stop beyond 29212.50/29223.00 structure."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29181.64, 29149], ""invalid"": ""Any 5m close above 29212.50 voids the fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29209.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29209.25, ""stop"": 29223, ""target"": 29181.64, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,1788392613086,1788392613086,1788393759227,S3,short,reject,C,False,short,"{""id"": ""S3"", ""trigger"": ""Rally stalls at the 29317.25 PDH react zone; first-touch sell at 29317.25 with stop beyond 29324.50."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29209.25, 29181.64], ""invalid"": ""A 5m close above 29324.50 cancels the fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,ASIA,1788393759227,1788393759227,1788397555400,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""Price retests 29218.25 ONH after the 18:45 sweep-reclaim and rejects; enter short on touch at 29218.25."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29149, 29136.25, 29058.75], ""invalid"": ""5m close above 29218.25 cancels the short."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29218.25, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29218.25, ""stop"": 29232, ""target"": 29149, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,ASIA,1788393759227,1788393759227,1788397555400,S2,long,sweep_reclaim,C,False,short,"{""id"": ""S2"", ""trigger"": ""Price sweeps 29149.00 ONL, then closes back above it; on the 1m MSS above 29149.00, enter long with stop below the sweep extreme."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29218.25, 29317.25], ""invalid"": ""5m close below 29136.25 or failure to produce 1m MSS above 29149.00."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29149, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29149, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v8/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,1788397555400,1788397555400,1788399500096,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""price touches 29157.03 VWAP\u22121\u03c3 and rejects"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29141.25, 29136.25, 29102], ""invalid"": ""5m close above 29167.00"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29157.03, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29157.03, ""stop"": 29175.66, ""target"": 29102, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v8/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,1788397555400,1788397555400,1788399500096,S2,short,reject,B,True,short,"{""id"": ""S2"", ""trigger"": ""price touches 29141.25 ONL and rejects"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29136.25, 29102, 29076.5], ""invalid"": ""5m close above 29157.03"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29141.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29141.25, ""stop"": 29157.03, ""target"": 29102, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v8/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,1788397555400,1788397555400,1788399500096,S3,short,reject,B,True,short,"{""id"": ""S3"", ""trigger"": ""price touches 29175.66 VWAP and rejects"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29141.25, 29136.25, 29102], ""invalid"": ""5m close above 29189.25"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29175.66, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29175.66, ""stop"": 29194.3, ""target"": 29136.25, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v9/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,ASIA,1788399500096,1788399500096,1788400983446,S1,short,reject,B,False,short,"{""id"": ""S1"", ""trigger"": ""Price touches 29200.50 SWG-H\u00b75m and rejects with an upper shadow or 1m MSS down"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29176.29, 29159.39, 29141.25], ""invalid"": ""5m close above 29208.75 cancels the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29200.5, ""side"": ""below""}, ""quality"": ""B""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v9/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,ASIA,1788399500096,1788399500096,1788400983446,S2,short,reject,B,False,short,"{""id"": ""S2"", ""trigger"": ""Price retests 29176.29 VWAP from below and rejects with an upper shadow or 1m MSS down"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29159.39, 29141.25, 29102], ""invalid"": ""5m close back above 29193.19 cancels the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29176.29, ""side"": ""below""}, ""quality"": ""B""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,1788400983446,1788400983446,1788402718603,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""Rally back to 29200.50 SWG-H\u00b75m and stall/reject \u2014 the 20:15 retest already stalled at 29200.25, so a re-touch is a fresh upper-shelf fade."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29193.38, 29159.02, 29141.25], ""invalid"": ""5m close above 29208.75 kills the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29200.5, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29200.5, ""stop"": 29228, ""target"": 29141.25, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,1788400983446,1788400983446,1788402718603,S2,short,reject,C,False,short,"{""id"": ""S2"", ""trigger"": ""The close back across 29141.25 ONL voids the breakdown. If 29141.25 is retested from below and rejects, that voided-level retest is the short fade; continue toward pdVWAP and OR-H."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29136.25, 29113.9, 29102], ""invalid"": ""5m close above 29159.02 POC kills the reject"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29141.25, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,1788400983446,1788400983446,1788402718603,S3,long,reclaim,C,False,short,"{""id"": ""S3"", ""trigger"": ""Short continuation exhausts at 29113.90 pdVWAP and price prints a 5m close back above it \u2014 the first legal branch-5 long, below the 50% mark."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29136.25, 29159.02, 29193.38], ""invalid"": ""5m close below 29102.00 OR-H cancels the reclaim"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29113.9, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,1788402718603,1788402718603,1788403797931,S1,short,reject,C,True,short,"{""id"": ""S1"", ""trigger"": ""Rally into the premium cluster touches SWG-H\u00b75m 29199.50 and is rejected \u2014 no 5m hold above it."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29173.88, 29156.5, 29141.25], ""invalid"": ""5m close above 29208.63 VWAP+2\u03c3 \u2014 rejection void."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29199.5, ""side"": ""above""}, ""quality"": ""C"", ""arm"": {""enabled"": true, ""entry"": 29199.5, ""stop"": 29227.9, ""target"": 29141.25, ""wait_confirm"": true}}"
