plan_rowid,plan_id,version,session,scenario,condition,evaluations,met_flips,record_supported_met_flips,arm_confirm_flips,validation_pass_flips,first_changed_decision,coverage
110,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S1,reject,11,1,1,0,0,33344,retained_tape_replay
110,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S2,reject,11,0,0,0,0,,retained_tape_replay
110,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S3,breakout_retest,11,2,2,0,0,33349,retained_tape_replay
110,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S4,sweep_reclaim,11,0,0,0,0,,retained_tape_replay
111,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,S0,hold,0,0,0,0,0,,NOT_REPLAYED
112,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S1,breakout_retest,25,0,0,0,0,,retained_tape_replay
112,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S2,hold,25,0,0,0,0,,retained_tape_replay
112,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S3,breakout_retest,25,0,0,0,0,,retained_tape_replay
113,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
114,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S1,sweep_reclaim,23,0,0,0,0,,retained_tape_replay
114,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S2,acceptance,23,2,2,0,0,33551,retained_tape_replay
114,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S3,reject,23,0,0,0,0,,retained_tape_replay
115,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S1,reject,8,0,0,0,0,,retained_tape_replay
115,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S2,breakout_retest,8,0,0,0,0,,retained_tape_replay
115,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S3,sweep_reclaim,8,0,0,0,0,,retained_tape_replay
116,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S1,sweep_reclaim,7,0,0,0,0,,retained_tape_replay
116,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S2,reject,7,0,0,0,0,,retained_tape_replay
116,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S3,breakout_retest,7,0,0,0,0,,retained_tape_replay
117,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S1,reject,8,0,0,0,0,,retained_tape_replay
117,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S2,sweep_reclaim,8,1,0,0,0,33594,retained_tape_replay
117,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S3,breakout_retest,8,0,0,0,0,,retained_tape_replay
118,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S1,sweep_reclaim,17,0,0,0,0,,retained_tape_replay
118,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S2,reject,17,0,0,0,0,,retained_tape_replay
118,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S3,acceptance,17,1,1,0,0,33598,retained_tape_replay
119,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S1,sweep_reclaim,18,2,2,0,0,33614,retained_tape_replay
119,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S2,sweep_reclaim,18,2,2,0,0,33614,retained_tape_replay
119,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S3,reject,18,1,1,0,0,33615,retained_tape_replay
119,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S4,acceptance,18,1,1,0,0,33615,retained_tape_replay
120,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S1,reject,10,0,0,0,0,,retained_tape_replay
120,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S2,sweep_reclaim,10,2,2,0,0,33635,retained_tape_replay
120,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S3,breakout_retest,10,0,0,0,0,,retained_tape_replay
121,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S1,reject,54,0,0,0,0,,retained_tape_replay
121,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S2,sweep_reclaim,54,0,0,0,0,,retained_tape_replay
121,2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S3,breakout_retest,54,0,0,0,0,,retained_tape_replay
122,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S1,sweep_reclaim,11,1,1,0,0,33726,retained_tape_replay
122,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S2,reject,11,0,0,0,0,,retained_tape_replay
122,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S3,breakout_retest,11,0,0,0,0,,retained_tape_replay
123,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,sweep_reclaim,22,1,1,0,0,33736,retained_tape_replay
123,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,sweep_reclaim,22,1,1,0,0,33736,retained_tape_replay
123,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,breakout_retest,22,0,0,0,0,,retained_tape_replay
123,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S4,sweep_reclaim,22,1,1,0,0,33736,retained_tape_replay
124,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S1,sweep_reclaim,7,3,3,0,0,33759,retained_tape_replay
124,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S2,sweep_reclaim,7,0,0,0,0,,retained_tape_replay
124,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S3,breakout_retest,7,2,2,0,0,33760,retained_tape_replay
124,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S4,breakout_retest,7,0,0,0,0,,retained_tape_replay
125,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S1,breakout_retest,15,1,1,0,0,33768,retained_tape_replay
125,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S2,breakout_retest,15,0,0,0,0,,retained_tape_replay
125,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S3,sweep_reclaim,15,0,0,0,0,,retained_tape_replay
126,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S1,sweep_reclaim,13,2,2,0,0,33782,retained_tape_replay
126,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S2,acceptance,13,6,6,0,0,33786,retained_tape_replay
126,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S3,reject,13,0,0,0,0,,retained_tape_replay
127,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S1,reject,102,3,3,0,0,33816,retained_tape_replay
127,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S2,sweep_reclaim,102,2,2,0,0,33801,retained_tape_replay
127,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S3,breakout_retest,102,2,2,0,0,33872,retained_tape_replay
128,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S1,reject,9,0,0,0,0,,retained_tape_replay
128,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S2,acceptance,9,0,0,0,0,,retained_tape_replay
129,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S0,hold,0,0,0,0,0,,NOT_REPLAYED
130,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S0,hold,0,0,0,0,0,,NOT_REPLAYED
131,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,sweep_reclaim,4,0,0,0,0,,retained_tape_replay
131,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,reject,4,0,0,0,0,,retained_tape_replay
131,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S3,acceptance,4,0,0,0,0,,retained_tape_replay
132,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,reject,5,1,1,0,0,34007,retained_tape_replay
132,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,sweep_reclaim,5,1,1,0,0,34007,retained_tape_replay
132,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S3,reject,5,0,0,0,0,,retained_tape_replay
133,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,sweep_reclaim,20,2,2,0,0,34015,retained_tape_replay
133,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,breakout_retest,20,2,2,0,0,34015,retained_tape_replay
133,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,reject,20,2,2,0,0,34015,retained_tape_replay
133,2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S4,sweep_reclaim,20,2,2,0,0,34015,retained_tape_replay
134,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
135,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S1,sweep_reclaim,10,0,0,0,0,,retained_tape_replay
135,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S2,breakout_retest,10,0,0,0,0,,retained_tape_replay
135,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S3,reject,10,1,0,0,0,34085,retained_tape_replay
136,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S1,breakout_retest,10,0,0,0,0,,retained_tape_replay
136,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S2,reclaim,10,1,1,0,0,34093,retained_tape_replay
136,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S3,sweep_reclaim,10,2,2,0,0,34095,retained_tape_replay
136,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S4,sweep_reclaim,10,1,1,0,0,34093,retained_tape_replay
137,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S1,reject,44,1,1,0,0,34103,retained_tape_replay
137,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S2,sweep_reclaim,44,1,1,0,0,34105,retained_tape_replay
137,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S3,breakout_retest,44,1,1,0,0,34115,retained_tape_replay
137,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S4,hold,44,1,1,0,0,34105,retained_tape_replay
137,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S5,sweep_reclaim,44,1,1,0,0,34105,retained_tape_replay
138,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S1,sweep_reclaim,14,0,0,0,0,,retained_tape_replay
138,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S2,reject,14,0,0,0,0,,retained_tape_replay
138,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S3,sweep_reclaim,14,0,0,0,0,,retained_tape_replay
139,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S1,sweep_reclaim,15,0,0,0,0,,retained_tape_replay
139,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S2,reject,15,0,0,0,0,,retained_tape_replay
139,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S3,breakout_retest,15,0,0,0,0,,retained_tape_replay
140,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S1,sweep_reclaim,19,1,1,0,0,34177,retained_tape_replay
140,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S2,reject,19,2,1,0,0,34176,retained_tape_replay
140,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S3,breakout_retest,19,1,1,0,0,34201,retained_tape_replay
140,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S4,sweep_reclaim,19,2,2,0,0,34176,retained_tape_replay
141,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S1,sweep_reclaim,43,2,2,2,0,34205,retained_tape_replay
141,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S2,reject,43,2,2,0,0,34205,retained_tape_replay
141,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S3,hold,43,1,1,0,0,34208,retained_tape_replay
142,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S1,reject,22,2,2,0,0,34250,retained_tape_replay
142,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S2,sweep_reclaim,22,6,6,6,0,34248,retained_tape_replay
142,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S3,breakout_retest,22,0,0,0,0,,retained_tape_replay
142,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S4,sweep_reclaim,22,2,2,0,0,34250,retained_tape_replay
143,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S1,sweep_reclaim,22,1,1,1,0,34270,retained_tape_replay
143,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S2,reject,22,1,1,1,0,34270,retained_tape_replay
143,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S3,breakout_retest,22,1,1,1,0,34275,retained_tape_replay
143,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S4,hold,22,1,1,0,0,34270,retained_tape_replay
144,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S1,sweep_reclaim,9,2,2,0,0,34294,retained_tape_replay
144,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S2,reject,9,2,2,0,0,34294,retained_tape_replay
144,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S3,breakout_retest,9,0,0,0,0,,retained_tape_replay
144,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S4,sweep_reclaim,9,7,7,0,0,34292,retained_tape_replay
145,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S1,reject,10,0,0,0,0,,retained_tape_replay
145,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S2,breakout_retest,10,0,0,0,0,,retained_tape_replay
145,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S3,sweep_reclaim,10,5,5,5,0,34301,retained_tape_replay
146,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S1,reject,0,0,0,0,0,,NOT_REPLAYED
146,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
146,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S3,reject,0,0,0,0,0,,NOT_REPLAYED
146,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S4,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
146,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S5,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
147,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S1,reject,134,0,0,0,0,,retained_tape_replay
147,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S2,sweep_reclaim,134,0,0,0,0,,retained_tape_replay
147,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S3,breakout_retest,134,2,2,0,0,34355,retained_tape_replay
148,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,sweep_reclaim,24,0,0,0,0,,retained_tape_replay
148,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,acceptance,24,0,0,0,0,,retained_tape_replay
148,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,sweep_reclaim,24,0,0,0,0,,retained_tape_replay
149,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S1,reject,2,0,0,0,0,,retained_tape_replay
149,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S2,sweep_reclaim,2,0,0,0,0,,retained_tape_replay
149,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S3,breakout_retest,2,0,0,0,0,,retained_tape_replay
149,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S4,sweep_reclaim,2,0,0,0,0,,retained_tape_replay
150,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S1,sweep_reclaim,7,4,4,0,0,34490,retained_tape_replay
150,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S2,breakout_retest,7,0,0,0,0,,retained_tape_replay
150,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S3,sweep_reclaim,7,4,4,0,0,34490,retained_tape_replay
150,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S4,breakout_retest,7,0,0,0,0,,retained_tape_replay
151,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S1,reject,14,0,0,0,0,,retained_tape_replay
151,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S2,sweep_reclaim,14,2,2,0,0,34497,retained_tape_replay
151,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S3,breakout_retest,14,0,0,0,0,,retained_tape_replay
152,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S1,sweep_reclaim,6,0,0,0,0,,retained_tape_replay
152,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S2,reject,6,0,0,0,0,,retained_tape_replay
152,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S3,sweep_reclaim,6,0,0,0,0,,retained_tape_replay
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S1,reject,7,0,0,0,0,,retained_tape_replay
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,breakout_retest,7,0,0,0,0,,retained_tape_replay
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,breakout_retest,7,0,0,0,0,,retained_tape_replay
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S4,sweep_reclaim,7,1,1,1,0,34520,retained_tape_replay
154,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,sweep_reclaim,13,1,1,0,0,34530,retained_tape_replay
154,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,breakout_retest,13,0,0,0,0,,retained_tape_replay
154,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S3,breakout_retest,13,0,0,0,0,,retained_tape_replay
155,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,reject,5,0,0,0,0,,retained_tape_replay
155,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,reject,5,0,0,0,0,,retained_tape_replay
155,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S3,sweep_reclaim,5,2,2,0,0,34545,retained_tape_replay
156,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,reject,36,1,1,0,0,34588,retained_tape_replay
156,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,breakout_retest,36,1,1,0,0,34588,retained_tape_replay
156,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S3,sweep_reclaim,36,1,1,0,0,34590,retained_tape_replay
