trade_date,session,version,scenario,condition,direction,ref_price,fired,first_touch_ct,window_start_ct,window_end_ct,window_min
2026-09-02,LONDON,5,S1,reject,long,29014.19,NOT_FIRED,,09-02 08:01,09-02 08:20,19
2026-09-02,LONDON,5,S2,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 08:01,09-02 08:20,19
2026-09-02,LONDON,5,S3,reject,short,29317.25,NOT_FIRED,,09-02 08:01,09-02 08:20,19
2026-09-02,LONDON,6,S1,reject,long,29014.42,NOT_FIRED,,09-02 08:20,09-02 08:30,9
2026-09-02,LONDON,6,S2,reject,long,29001.75,NOT_FIRED,,09-02 08:20,09-02 08:30,9
2026-09-02,LONDON,6,S3,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 08:20,09-02 08:30,9
2026-09-02,LONDON,6,S4,breakout_retest,long,29171.25,NOT_FIRED,,09-02 08:20,09-02 08:30,9
2026-09-02,NY,1,S1,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 08:09,09-02 08:45,36
2026-09-02,NY,1,S2,reclaim,long,29058.75,FIRED,09-02 08:30,09-02 08:09,09-02 08:45,36
2026-09-02,NY,1,S3,reject,long,29014.14,NOT_FIRED,,09-02 08:09,09-02 08:45,36
2026-09-02,NY,1,S4,reject,short,29317.25,NOT_FIRED,,09-02 08:09,09-02 08:45,36
2026-09-02,NY,2,S1,sweep_reclaim,long,29042.75,FIRED,09-02 08:49,09-02 08:45,09-02 09:21,36
2026-09-02,NY,2,S2,breakout_retest,long,29115.1,FIRED,09-02 09:10,09-02 08:45,09-02 09:21,36
2026-09-02,NY,2,S3,reclaim,long,29102.0,FIRED,09-02 09:07,09-02 08:45,09-02 09:21,36
2026-09-02,NY,3,S1,reclaim,long,29111.58,NOT_FIRED,,09-02 09:21,09-02 09:45,25
2026-09-02,NY,3,S2,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 09:21,09-02 09:45,25
2026-09-02,NY,3,S3,breakout_retest,long,29171.25,FIRED,09-02 09:24,09-02 09:21,09-02 09:45,25
2026-09-02,NY,3,S4,reject,short,29317.25,NOT_FIRED,,09-02 09:21,09-02 09:45,25
2026-09-02,NY,4,S1,reject,long,29135.65,FIRED,09-02 09:53,09-02 09:45,09-02 10:22,37
2026-09-02,NY,4,S2,reject,short,29317.25,NOT_FIRED,,09-02 09:45,09-02 10:22,37
2026-09-02,NY,5,S1,reclaim,long,29143.97,FIRED,09-02 10:49,09-02 10:22,09-02 10:50,28
2026-09-02,NY,5,S2,reject,long,29102.0,NOT_FIRED,,09-02 10:22,09-02 10:50,28
2026-09-02,NY,5,S3,sweep_reclaim,long,29058.75,NOT_FIRED,,09-02 10:22,09-02 10:50,28
2026-09-02,NY,5,S4,breakout_retest,long,29171.25,FIRED,09-02 10:23,09-02 10:22,09-02 10:50,28
2026-09-02,NY,6,S1,reclaim,long,29171.25,FIRED,09-02 10:58,09-02 10:50,09-02 11:20,29
2026-09-02,NY,6,S2,hold,long,29153.35,FIRED,09-02 10:51,09-02 10:50,09-02 11:20,29
2026-09-02,NY,6,S3,breakout_retest,long,29209.25,NOT_FIRED,,09-02 10:50,09-02 11:20,29
2026-09-02,NY,6,S4,sweep_reclaim,long,29001.75,NOT_FIRED,,09-02 10:50,09-02 11:20,29
2026-09-02,NY,7,S1,sweep_reclaim,long,29171.25,FIRED,09-02 11:21,09-02 11:20,09-02 11:47,27
2026-09-02,NY,7,S2,reclaim,long,29158.47,FIRED,09-02 11:24,09-02 11:20,09-02 11:47,27
2026-09-02,NY,7,S3,breakout_retest,long,29209.25,NOT_FIRED,,09-02 11:20,09-02 11:47,27
2026-09-02,NY,7,S4,reject,short,29317.25,NOT_FIRED,,09-02 11:20,09-02 11:47,27
2026-09-02,NY,8,S1,reclaim,long,29161.16,FIRED,09-02 11:53,09-02 11:47,09-02 12:25,38
2026-09-02,NY,8,S2,reject,long,29058.75,NOT_FIRED,,09-02 11:47,09-02 12:25,38
2026-09-02,NY,9,S1,sweep_reclaim,long,29058.75,NOT_FIRED,,09-02 12:25,09-02 13:02,37
2026-09-02,NY,9,S2,breakout_retest,long,29171.25,FIRED,09-02 12:45,09-02 12:25,09-02 13:02,37
2026-09-02,NY,9,S3,reject,short,29317.25,NOT_FIRED,,09-02 12:25,09-02 13:02,37
2026-09-02,NY,10,S1,reject,long,29163.99,FIRED,09-02 13:05,09-02 13:02,09-02 13:28,26
2026-09-02,NY,10,S2,sweep_reclaim,long,29001.75,NOT_FIRED,,09-02 13:02,09-02 13:28,26
2026-09-02,NY,10,S3,reject,short,29317.25,NOT_FIRED,,09-02 13:02,09-02 13:28,26
2026-09-02,NY,10,S4,reject,short,29058.75,NOT_FIRED,,09-02 13:02,09-02 13:28,26
2026-09-02,NY,11,S1,reclaim,long,29165.06,FIRED,09-02 13:30,09-02 13:28,09-02 13:56,28
2026-09-02,NY,11,S2,reject,long,29001.75,NOT_FIRED,,09-02 13:28,09-02 13:56,28
2026-09-02,NY,11,S3,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 13:28,09-02 13:56,28
2026-09-02,NY,11,S4,reject,short,29317.25,NOT_FIRED,,09-02 13:28,09-02 13:56,28
2026-09-02,NY,12,S1,sweep_reclaim,long,29050.13,NOT_FIRED,,09-02 13:56,09-02 15:00,63
2026-09-02,NY,12,S2,reclaim,long,29108.47,NOT_FIRED,,09-02 13:56,09-02 15:00,63
2026-09-02,NY,12,S3,reject,short,29166.8,FIRED,09-02 14:09,09-02 13:56,09-02 15:00,63
2026-09-03,ASIA,1,S1,breakout_retest,long,29525.75,NOT_FIRED,,09-03 16:37,09-03 18:47,130
2026-09-03,ASIA,1,S2,reclaim,long,29460.16,NOT_FIRED,,09-03 16:37,09-03 18:47,130
2026-09-03,ASIA,1,S3,sweep_reclaim,short,29525.75,NOT_FIRED,,09-03 16:37,09-03 18:47,130
2026-09-03,ASIA,1,S4,reclaim,long,29512.54,FIRED,09-03 17:59,09-03 16:37,09-03 18:47,130
2026-09-03,ASIA,2,S1,sweep_reclaim,long,29481.5,NOT_FIRED,,09-03 18:47,09-03 19:28,41
2026-09-03,ASIA,2,S2,sweep_reclaim,short,29513.0,FIRED,09-03 18:50,09-03 18:47,09-03 19:28,41
2026-09-03,ASIA,2,S3,breakout_retest,long,29513.0,FIRED,09-03 18:50,09-03 18:47,09-03 19:28,41
2026-09-03,ASIA,3,S1,reclaim,long,29503.08,NOT_FIRED,,09-03 19:28,09-03 19:53,25
2026-09-03,ASIA,3,S2,breakout_retest,long,29521.25,FIRED,09-03 19:33,09-03 19:28,09-03 19:53,25
2026-09-03,ASIA,3,S3,sweep_reclaim,short,29521.25,FIRED,09-03 19:33,09-03 19:28,09-03 19:53,25
2026-09-03,ASIA,4,S1,reject,short,29548.0,NOT_FIRED,,09-03 19:53,09-03 20:32,39
2026-09-03,ASIA,4,S2,breakout_retest,long,29548.0,NOT_FIRED,,09-03 19:53,09-03 20:32,39
2026-09-03,ASIA,5,S1,sweep_reclaim,short,29543.0,FIRED,09-03 20:33,09-03 20:32,09-04 00:40,248
2026-09-03,ASIA,5,S2,breakout_retest,long,29548.0,FIRED,09-03 20:37,09-03 20:32,09-04 00:40,248
2026-09-03,ASIA,5,S3,reject,short,29585.0,FIRED,09-03 23:27,09-03 20:32,09-04 00:40,248
2026-09-03,ASIA,6,S1,breakout_retest,long,29622.25,FIRED,09-04 01:00,09-04 00:40,09-04 01:20,40
2026-09-03,ASIA,6,S2,sweep_reclaim,long,29481.5,NOT_FIRED,,09-04 00:40,09-04 01:20,40
2026-09-03,ASIA,6,S3,reject,long,29585.0,NOT_FIRED,,09-04 00:40,09-04 01:20,40
2026-09-03,ASIA,6,S4,sweep_reclaim,short,29643.5,FIRED,09-04 01:12,09-04 00:40,09-04 01:20,40
2026-09-03,ASIA,7,S1,breakout_retest,long,29643.5,NOT_FIRED,,09-04 01:20,09-04 01:30,9
2026-09-03,ASIA,7,S2,reclaim,long,29597.25,NOT_FIRED,,09-04 01:20,09-04 01:30,9
2026-09-03,ASIA,7,S3,sweep_reclaim,short,29643.5,NOT_FIRED,,09-04 01:20,09-04 01:30,9
2026-09-03,LONDON,1,S1,reject,short,29204.25,FIRED,09-03 02:04,09-03 01:34,09-03 08:15,401
2026-09-03,LONDON,1,S2,sweep_reclaim,long,29075.0,NOT_FIRED,,09-03 01:34,09-03 08:15,401
2026-09-03,LONDON,2,S1,reject,short,29219.97,FIRED,09-03 08:18,09-03 08:15,09-03 08:30,14
2026-09-03,LONDON,2,S2,sweep_reclaim,short,29293.0,NOT_FIRED,,09-03 08:15,09-03 08:30,14
2026-09-03,LONDON,2,S3,sweep_reclaim,long,29075.0,NOT_FIRED,,09-03 08:15,09-03 08:30,14
2026-09-03,NY,1,S1,reject,short,29259.67,FIRED,09-03 08:30,09-03 08:05,09-03 08:45,40
2026-09-03,NY,1,S2,breakout_retest,long,29259.67,FIRED,09-03 08:30,09-03 08:05,09-03 08:45,40
2026-09-03,NY,1,S3,sweep_reclaim,short,29293.0,FIRED,09-03 08:39,09-03 08:05,09-03 08:45,40
2026-09-03,NY,2,S1,reject,short,29285.0,FIRED,09-03 09:00,09-03 08:45,09-03 09:15,30
2026-09-03,NY,2,S2,reject,long,29144.5,NOT_FIRED,,09-03 08:45,09-03 09:15,30
2026-09-03,NY,2,S3,sweep_reclaim,short,29293.0,FIRED,09-03 09:00,09-03 08:45,09-03 09:15,30
2026-09-03,NY,3,S1,reclaim,long,29285.0,FIRED,09-03 09:34,09-03 09:15,09-03 09:44,29
2026-09-03,NY,3,S2,reject,short,29351.05,FIRED,09-03 09:20,09-03 09:15,09-03 09:44,29
2026-09-03,NY,3,S3,reject,short,29255.0,NOT_FIRED,,09-03 09:15,09-03 09:44,29
2026-09-03,NY,3,S4,sweep_reclaim,long,29075.0,NOT_FIRED,,09-03 09:15,09-03 09:44,29
2026-09-03,NY,4,S1,breakout_retest,long,29260.0,FIRED,09-03 09:56,09-03 09:44,09-03 10:14,30
2026-09-03,NY,4,S2,breakout_retest,long,29303.68,FIRED,09-03 09:48,09-03 09:44,09-03 10:14,30
2026-09-03,NY,4,S3,reclaim,long,29222.75,NOT_FIRED,,09-03 09:44,09-03 10:14,30
2026-09-03,NY,5,S1,reclaim,long,29435.75,NOT_FIRED,,09-03 10:14,09-03 10:49,35
2026-09-03,NY,5,S2,reject,short,29445.5,NOT_FIRED,,09-03 10:14,09-03 10:49,35
2026-09-03,NY,6,S1,reclaim,long,29517.0,FIRED,09-03 10:50,09-03 10:49,09-03 11:27,38
2026-09-03,NY,6,S2,reject,long,29481.05,NOT_FIRED,,09-03 10:49,09-03 11:27,38
2026-09-03,NY,6,S3,reject,short,29543.75,NOT_FIRED,,09-03 10:49,09-03 11:27,38
2026-09-03,NY,7,S1,breakout_retest,long,29543.75,FIRED,09-03 11:58,09-03 11:27,09-03 15:00,212
2026-09-03,NY,7,S2,reclaim,long,29512.29,FIRED,09-03 11:38,09-03 11:27,09-03 15:00,212
2026-09-03,NY,7,S3,reject,short,29543.75,FIRED,09-03 11:58,09-03 11:27,09-03 15:00,212
2026-09-04,LONDON,1,S1,reclaim,long,29597.25,FIRED,09-04 01:46,09-04 01:41,09-04 02:04,23
2026-09-04,LONDON,1,S2,reject,long,29579.5,FIRED,09-04 01:53,09-04 01:41,09-04 02:04,23
2026-09-04,LONDON,1,S3,sweep_reclaim,short,29644.25,NOT_FIRED,,09-04 01:41,09-04 02:04,23
2026-09-04,LONDON,1,S4,reclaim,long,29619.5,NOT_FIRED,,09-04 01:41,09-04 02:04,23
2026-09-04,LONDON,2,S1,reject,short,29649.59,FIRED,09-04 02:42,09-04 02:04,09-04 07:56,352
2026-09-04,LONDON,2,S2,acceptance,short,29561.43,FIRED,09-04 07:30,09-04 02:04,09-04 07:56,352
2026-09-04,LONDON,3,S1,sweep_reclaim,short,29720.0,NOT_FIRED,,09-04 07:56,09-04 08:30,34
2026-09-04,LONDON,3,S2,reject,short,29503.38,NOT_FIRED,,09-04 07:56,09-04 08:30,34
2026-09-04,LONDON,3,S3,sweep_reclaim,long,29278.0,NOT_FIRED,,09-04 07:56,09-04 08:30,34
2026-09-04,NY,2,S1,sweep_reclaim,long,29611.25,FIRED,09-04 08:45,09-04 08:44,09-04 08:55,10
2026-09-04,NY,2,S2,sweep_reclaim,short,29720.0,NOT_FIRED,,09-04 08:44,09-04 08:55,10
2026-09-04,NY,3,S1,reject,short,29657.38,FIRED,09-04 09:01,09-04 08:55,09-04 11:03,128
2026-09-04,NY,3,S2,reclaim,short,29591.02,FIRED,09-04 09:20,09-04 08:55,09-04 11:03,128
2026-09-04,NY,4,S1,reject,short,29585.0,NOT_FIRED,,09-04 11:03,09-04 11:28,25
2026-09-04,NY,4,S2,sweep_reclaim,short,29720.0,NOT_FIRED,,09-04 11:03,09-04 11:28,25
2026-09-04,NY,4,S3,reject,long,29144.5,NOT_FIRED,,09-04 11:03,09-04 11:28,25
2026-09-04,NY,5,S1,sweep_reclaim,short,29720.0,NOT_FIRED,,09-04 11:28,09-04 12:10,42
2026-09-04,NY,5,S2,breakout_retest,short,29530.63,NOT_FIRED,,09-04 11:28,09-04 12:10,42
2026-09-04,NY,6,S1,reject,short,29579.56,NOT_FIRED,,09-04 12:10,09-04 15:00,169
2026-09-04,NY,6,S2,sweep_reclaim,short,29720.0,NOT_FIRED,,09-04 12:10,09-04 15:00,169
2026-09-04,NY,6,S3,sweep_reclaim,long,29144.5,NOT_FIRED,,09-04 12:10,09-04 15:00,169
