representative_id,kind,price,opened_at_ms,opened_ct,cme_day,outcome,raw_n,raw_ids,stored_ordinals,stored_ordinal,reconstructed_ordinal,ordinal_bucket,first_plan_row,plan_created_ms,plan_asof_ok
578,VWAP,29526.38352939287,1788534480000,2026-09-04T10:08:00-05:00,2026-09-03,hold,1,578,13,13,13,3+,253,1788530111782,True
579,ONL,29481.5,1788535800000,2026-09-04T10:30:00-05:00,2026-09-03,hold,1,579,2,2,2,2,253,1788530111782,True
600,PDL,29101.75,1788436740000,2026-09-03T06:59:00-05:00,2026-09-02,hold,3,"600,640,677",1,1,1,1,253,1788530111782,False
601,POC,29530.634375,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,601,1,1,1,1,254,1788537810521,False
602,POC,29530.634375,1788450720000,2026-09-03T10:52:00-05:00,2026-09-02,hold,1,602,1,1,2,2,254,1788537810521,False
603,POC,29530.634375,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,ambiguous_horizon,1,603,1,1,3,3+,254,1788537810521,False
604,POC,29530.634375,1788454620000,2026-09-03T11:57:00-05:00,2026-09-02,hold,1,604,1,1,4,3+,254,1788537810521,False
605,POC,29530.634375,1788457320000,2026-09-03T12:42:00-05:00,2026-09-02,break,1,605,1,1,5,3+,254,1788537810521,False
606,POC,29530.634375,1788463020000,2026-09-03T14:17:00-05:00,2026-09-02,ambiguous_horizon,1,606,1,1,6,3+,254,1788537810521,False
607,POC,29530.634375,1788463980000,2026-09-03T14:33:00-05:00,2026-09-02,ambiguous_horizon,1,607,1,1,7,3+,254,1788537810521,False
608,POC,29530.634375,1788465540000,2026-09-03T14:59:00-05:00,2026-09-02,hold,1,608,1,1,8,3+,254,1788537810521,False
609,POC,29530.634375,1788481800000,2026-09-03T19:30:00-05:00,2026-09-03,ambiguous_horizon,1,609,1,1,1,1,254,1788537810521,False
610,POC,29530.634375,1788483360000,2026-09-03T19:56:00-05:00,2026-09-03,ambiguous_horizon,1,610,2,2,2,2,254,1788537810521,False
611,POC,29530.634375,1788484800000,2026-09-03T20:20:00-05:00,2026-09-03,ambiguous_horizon,1,611,3,3,3,3+,254,1788537810521,False
612,POC,29530.634375,1788486600000,2026-09-03T20:50:00-05:00,2026-09-03,hold,1,612,4,4,4,3+,254,1788537810521,False
613,POC,29530.634375,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,613,5,5,5,3+,254,1788537810521,False
614,POC,29530.634375,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,break,1,614,6,6,6,3+,254,1788537810521,False
615,POC,29530.634375,1788526800000,2026-09-04T08:00:00-05:00,2026-09-03,hold,1,615,7,7,7,3+,254,1788537810521,False
616,POC,29530.634375,1788527400000,2026-09-04T08:10:00-05:00,2026-09-03,hold,1,616,8,8,8,3+,254,1788537810521,False
617,POC,29530.634375,1788533040000,2026-09-04T09:44:00-05:00,2026-09-03,break,1,617,9,9,9,3+,254,1788537810521,False
618,POC,29530.634375,1788533460000,2026-09-04T09:51:00-05:00,2026-09-03,hold,1,618,10,10,10,3+,254,1788537810521,False
619,POC,29530.634375,1788534480000,2026-09-04T10:08:00-05:00,2026-09-03,hold,1,619,11,11,11,3+,254,1788537810521,False
620,POC,29530.634375,1788538080000,2026-09-04T11:08:00-05:00,2026-09-03,break,1,620,12,12,12,3+,254,1788537810521,True
621,FVG,29425.125,1788447840000,2026-09-03T10:04:00-05:00,2026-09-02,break,2,"621,658",1,1,1,1,254,1788537810521,False
641,VWAP,29579.561688096717,1788459300000,2026-09-03T13:15:00-05:00,2026-09-02,hold,1,641,1,1,1,1,255,1788539330086,False
642,VWAP,29579.561688096717,1788460500000,2026-09-03T13:35:00-05:00,2026-09-02,hold,1,642,1,1,2,2,255,1788539330086,False
643,VWAP,29579.561688096717,1788461400000,2026-09-03T13:50:00-05:00,2026-09-02,hold,1,643,1,1,3,3+,255,1788539330086,False
644,VWAP,29579.561688096717,1788495840000,2026-09-03T23:24:00-05:00,2026-09-03,break,1,644,1,1,1,1,255,1788539330086,False
645,VWAP,29579.561688096717,1788504780000,2026-09-04T01:53:00-05:00,2026-09-03,hold,1,645,2,2,2,2,255,1788539330086,False
646,VWAP,29579.561688096717,1788525000000,2026-09-04T07:30:00-05:00,2026-09-03,break,1,646,3,3,3,3+,255,1788539330086,False
647,VWAP,29579.561688096717,1788525600000,2026-09-04T07:40:00-05:00,2026-09-03,hold,1,647,4,4,4,3+,255,1788539330086,False
648,VWAP,29579.561688096717,1788528180000,2026-09-04T08:23:00-05:00,2026-09-03,break,1,648,5,5,5,3+,255,1788539330086,False
649,VWAP,29579.561688096717,1788529500000,2026-09-04T08:45:00-05:00,2026-09-03,hold,1,649,6,6,6,3+,255,1788539330086,False
650,VWAP,29579.561688096717,1788531600000,2026-09-04T09:20:00-05:00,2026-09-03,hold,1,650,7,7,7,3+,255,1788539330086,False
651,VWAP,29579.561688096717,1788531960000,2026-09-04T09:26:00-05:00,2026-09-03,hold,1,651,8,8,8,3+,255,1788539330086,False
652,VWAP,29579.561688096717,1788532200000,2026-09-04T09:30:00-05:00,2026-09-03,break,1,652,9,9,9,3+,255,1788539330086,False
653,VWAP,29579.561688096717,1788532380000,2026-09-04T09:33:00-05:00,2026-09-03,hold,1,653,10,10,10,3+,255,1788539330086,False
654,VWAP,29579.561688096717,1788532560000,2026-09-04T09:36:00-05:00,2026-09-03,hold,1,654,11,11,11,3+,255,1788539330086,False
655,VWAP,29579.561688096717,1788540420000,2026-09-04T11:47:00-05:00,2026-09-03,break,1,655,12,12,12,3+,255,1788539330086,True
656,RTH-H,29585.0,1788540540000,2026-09-04T11:49:00-05:00,2026-09-03,hold,1,656,11,11,11,3+,255,1788539330086,True
657,OR-L,29553.75,1788538800000,2026-09-04T11:20:00-05:00,2026-09-03,ambiguous_horizon,1,657,10,10,10,3+,255,1788539330086,False
