opportunity_version_key,geometry_hash,plan_rowid,plan_id,version,scenario,condition,direction,lifecycle,rule,confirm2_rule,ref_price,arm_enabled,start_ct,end_ct,expected_bars,stored_bars,complete_grid,first_touch_bar_ms,touch_proxy,full_confirm_supported,full_live_fire
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S2|idx1,337fd420f4e67d32,203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,reclaim,long,dormant,1x5m_close,,29058.75,False,2026-09-02T08:30:00-05:00,2026-09-02T08:45:28.139602-05:00,15,15,True,1788355800000,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S3|idx2,08abc95cfc3ef8f5,203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,reject,long,dormant,touch,,29014.14,False,2026-09-02T08:30:00-05:00,2026-09-02T08:45:28.139602-05:00,15,15,True,,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S4|idx3,b0160afe9ac77894,203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,reject,short,dormant,touch,,29317.25,True,2026-09-02T08:30:00-05:00,2026-09-02T08:45:28.139602-05:00,15,15,True,,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S1|idx0,638478a9b224501b,205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,sweep_reclaim,long,active,touch,1x5m_close,29042.75,False,2026-09-02T08:45:28.139602-05:00,2026-09-02T09:21:18.759691-05:00,35,35,True,1788356940000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S2|idx1,d775854b7432a701,205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,breakout_retest,long,active,1x5m_close,,29115.1,False,2026-09-02T08:45:28.139602-05:00,2026-09-02T09:21:18.759691-05:00,35,35,True,1788358200000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S3|idx2,5ec9373989dbcda0,205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,reclaim,long,active,1x5m_close,,29102,False,2026-09-02T08:45:28.139602-05:00,2026-09-02T09:21:18.759691-05:00,35,35,True,1788358020000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S1|idx0,dfa2e49bf1151b6b,206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,reclaim,long,active,1x5m_close,,29111.58,False,2026-09-02T09:21:18.759691-05:00,2026-09-02T09:45:52.139962-05:00,23,23,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S2|idx1,73ccb21db69f36cd,206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,sweep_reclaim,long,active,touch,1m_mss,28927.25,False,2026-09-02T09:21:18.759691-05:00,2026-09-02T09:45:52.139962-05:00,23,23,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S3|idx2,77b50db3e7bd46d1,206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,breakout_retest,long,active,1x5m_close,touch,29171.25,False,2026-09-02T09:21:18.759691-05:00,2026-09-02T09:45:52.139962-05:00,23,23,True,1788359040000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S4|idx3,2b0ca75487939207,206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S4,reject,short,active,touch,,29317.25,True,2026-09-02T09:21:18.759691-05:00,2026-09-02T09:45:52.139962-05:00,23,23,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S1|idx0,d807f6fcfd184236,207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,reject,long,active,touch,,29135.65,True,2026-09-02T09:45:52.139962-05:00,2026-09-02T10:22:33.001174-05:00,36,36,True,1788360780000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S2|idx1,c31177db9ff55c68,207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,reject,short,active,touch,,29317.25,True,2026-09-02T09:45:52.139962-05:00,2026-09-02T10:22:33.001174-05:00,36,36,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S1|idx0,c98c5c743f54ed3d,208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,reclaim,long,active,1x5m_close,,29143.97,False,2026-09-02T10:22:33.001174-05:00,2026-09-02T10:50:53.844862-05:00,27,27,True,1788364140000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S2|idx1,0a3060f7cf04f22f,208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,reject,long,active,touch,,29102,True,2026-09-02T10:22:33.001174-05:00,2026-09-02T10:50:53.844862-05:00,27,27,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S3|idx2,04f08b340810460e,208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,sweep_reclaim,long,active,touch,1m_mss,29058.75,True,2026-09-02T10:22:33.001174-05:00,2026-09-02T10:50:53.844862-05:00,27,27,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S4|idx3,8ee5c642afbf29d2,208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S4,breakout_retest,long,active,1x5m_close,touch,29171.25,False,2026-09-02T10:22:33.001174-05:00,2026-09-02T10:50:53.844862-05:00,27,27,True,1788362580000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S1|idx0,092b5b64623664f5,209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,reclaim,long,active,1x5m_close,,29171.25,False,2026-09-02T10:50:53.844862-05:00,2026-09-02T11:20:19.936863-05:00,29,29,True,1788364680000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S2|idx1,7d1757cfb6ab19e8,209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,hold,long,active,1x5m_close,,29153.35,False,2026-09-02T10:50:53.844862-05:00,2026-09-02T11:20:19.936863-05:00,29,29,True,1788364260000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S3|idx2,017622fd3074e9b3,209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,breakout_retest,long,active,touch,,29209.25,False,2026-09-02T10:50:53.844862-05:00,2026-09-02T11:20:19.936863-05:00,29,29,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S4|idx3,1ce781c7c19cf34b,209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S4,sweep_reclaim,long,active,touch,1x5m_close,29001.75,False,2026-09-02T10:50:53.844862-05:00,2026-09-02T11:20:19.936863-05:00,29,29,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S1|idx0,32537ecf5d1dd2c8,210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S1,sweep_reclaim,long,active,1x5m_close,,29171.25,False,2026-09-02T11:20:19.936863-05:00,2026-09-02T11:47:10.850446-05:00,26,26,True,1788366060000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S2|idx1,cc64308bac5fb697,210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S2,reclaim,long,active,1x5m_close,,29158.47,False,2026-09-02T11:20:19.936863-05:00,2026-09-02T11:47:10.850446-05:00,26,26,True,1788366240000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S3|idx2,21eeae58bd34429b,210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S3,breakout_retest,long,active,touch,,29209.25,False,2026-09-02T11:20:19.936863-05:00,2026-09-02T11:47:10.850446-05:00,26,26,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S4|idx3,18cfe5e4f25b50a4,210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S4,reject,short,active,touch,,29317.25,True,2026-09-02T11:20:19.936863-05:00,2026-09-02T11:47:10.850446-05:00,26,26,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v8|S1|idx0,62fbdfc8e342b2e8,211,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S1,reclaim,long,active,1x5m_close,,29161.16,False,2026-09-02T11:47:10.850446-05:00,2026-09-02T12:25:10.337787-05:00,37,37,True,1788367980000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v8|S2|idx1,9ad960fa3e448870,211,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,reject,long,active,touch,,29058.75,True,2026-09-02T11:47:10.850446-05:00,2026-09-02T12:25:10.337787-05:00,37,37,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v9|S1|idx0,b89bd7e0c1dba7d3,212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S1,sweep_reclaim,long,active,touch,1m_mss,29058.75,False,2026-09-02T12:25:10.337787-05:00,2026-09-02T13:02:15.540077-05:00,36,36,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v9|S2|idx1,6b10015079222233,212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S2,breakout_retest,long,active,touch,,29171.25,False,2026-09-02T12:25:10.337787-05:00,2026-09-02T13:02:15.540077-05:00,36,36,True,1788371100000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v9|S3|idx2,4f79b11658381198,212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S3,reject,short,active,touch,,29317.25,True,2026-09-02T12:25:10.337787-05:00,2026-09-02T13:02:15.540077-05:00,36,36,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S1|idx0,e79c85d70d8cb5b0,213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S1,reject,long,active,touch,,29163.99,True,2026-09-02T13:02:15.540077-05:00,2026-09-02T13:28:36.708566-05:00,25,25,True,1788372300000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S2|idx1,a9523d7feaa9be22,213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S2,sweep_reclaim,long,active,touch,1x5m_close,29001.75,False,2026-09-02T13:02:15.540077-05:00,2026-09-02T13:28:36.708566-05:00,25,25,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S3|idx2,6e74d52275356cd0,213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S3,reject,short,active,touch,,29317.25,True,2026-09-02T13:02:15.540077-05:00,2026-09-02T13:28:36.708566-05:00,25,25,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S4|idx3,903f23fb5341837f,213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S4,reject,short,active,touch,,29058.75,True,2026-09-02T13:02:15.540077-05:00,2026-09-02T13:28:36.708566-05:00,25,25,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v11|S1|idx0,79d5df34ff9563e1,214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S1,reclaim,long,active,1x5m_close,,29165.06,False,2026-09-02T13:28:36.708566-05:00,2026-09-02T13:56:59.111797-05:00,27,27,True,1788373800000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v11|S2|idx1,07b9d5df2b1479c0,214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S2,reject,long,active,touch,,29001.75,True,2026-09-02T13:28:36.708566-05:00,2026-09-02T13:56:59.111797-05:00,27,27,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v11|S3|idx2,9a171cfa4de9cf2f,214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S3,sweep_reclaim,long,active,1x5m_close,,28927.25,False,2026-09-02T13:28:36.708566-05:00,2026-09-02T13:56:59.111797-05:00,27,27,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v11|S4|idx3,dae21afd2cc2b38d,214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S4,reject,short,active,touch,,29317.25,True,2026-09-02T13:28:36.708566-05:00,2026-09-02T13:56:59.111797-05:00,27,27,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v12|S1|idx0,17f39897ceb320b1,215,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S1,sweep_reclaim,long,active,1x5m_close,,29050.13,False,2026-09-02T13:56:59.111797-05:00,2026-09-02T14:45:00-05:00,48,48,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v12|S2|idx1,da89d9f4153ce15b,215,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S2,reclaim,long,active,1x5m_close,,29108.47,False,2026-09-02T13:56:59.111797-05:00,2026-09-02T14:45:00-05:00,48,48,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v12|S3|idx2,59ea9952e763fefe,215,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S3,reject,short,active,touch,,29166.8,True,2026-09-02T13:56:59.111797-05:00,2026-09-02T14:45:00-05:00,48,48,True,1788376140000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S1|idx0,c35d363825c8b7bb,216,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,reclaim,long,active,1x5m_close,,29113.89,False,2026-09-02T17:00:00-05:00,2026-09-02T17:18:29.638859-05:00,18,18,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S2|idx1,dd862d2726c6a9d2,216,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,sweep_reclaim,long,active,touch,1x5m_close,29042.75,False,2026-09-02T17:00:00-05:00,2026-09-02T17:18:29.638859-05:00,18,18,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S3|idx2,f1460bda50e47ced,216,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,breakout_retest,long,active,touch,,29171.25,False,2026-09-02T17:00:00-05:00,2026-09-02T17:18:29.638859-05:00,18,18,True,1788386400000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S4|idx3,83b0e402447577ad,216,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,sweep_reclaim,short,active,touch,1x5m_close,29317.25,False,2026-09-02T17:00:00-05:00,2026-09-02T17:18:29.638859-05:00,18,18,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S1|idx0,d25cfc4ffebebec9,217,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,sweep_reclaim,short,active,touch,1m_mss,29189.25,False,2026-09-02T17:18:29.638859-05:00,2026-09-02T17:50:56.643610-05:00,31,31,True,1788387600000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S2|idx1,aa983cefd1fded4e,217,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,sweep_reclaim,long,active,touch,1m_mss,29149,False,2026-09-02T17:18:29.638859-05:00,2026-09-02T17:50:56.643610-05:00,31,31,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S1|idx0,b2b55f289d35902e,218,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,sweep_reclaim,short,active,touch,1x5m_close,29208.75,False,2026-09-02T17:50:56.643610-05:00,2026-09-02T18:04:42.447685-05:00,13,13,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S2|idx1,3c7a0540f52e96b0,218,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,sweep_reclaim,long,active,touch,1x5m_close,29149,False,2026-09-02T17:50:56.643610-05:00,2026-09-02T18:04:42.447685-05:00,13,13,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S3|idx2,3f0ca6a731eebc03,218,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,reject,short,active,touch,,29199.68,True,2026-09-02T17:50:56.643610-05:00,2026-09-02T18:04:42.447685-05:00,13,13,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S1|idx0,0c8674c7c7bd3631,219,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,reject,short,active,touch,,29208.75,True,2026-09-02T18:04:42.447685-05:00,2026-09-02T18:21:05.610804-05:00,16,16,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S2|idx1,0004be0ec685555a,219,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,sweep_reclaim,long,active,touch,1x5m_close,29149,False,2026-09-02T18:04:42.447685-05:00,2026-09-02T18:21:05.610804-05:00,16,16,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S3|idx2,960adc366e991869,219,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,reject,short,active,touch,,29149,True,2026-09-02T18:04:42.447685-05:00,2026-09-02T18:21:05.610804-05:00,16,16,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S1|idx0,6591706a7f264024,220,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,reject,short,active,touch,,29197.57,True,2026-09-02T18:21:05.610804-05:00,2026-09-02T18:43:33.086273-05:00,21,21,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
