scenario_key,plan_row,plan_id,version,scenario,date,session,session_day,created_ct,hour_ct,day_type,day_type_group,bias,regime,condition,family,side,quality,trigger,anchor,anchor_source,level_keys,level_labels,level_kind,level_grade,arm_enabled,arm_ids,has_arm_evidence,placed_arm_ids,position_ids,complete_geometry,entry,stop,target,stop_pts,target_R,first_target_R,atr5m_saved,stop_atr,reached,reach_bar_ids,window_start_ct,window_end_ct,window_bars_n,expected_bars_n,window_complete,narrative_distance_pts,narrative_distance_atr,publication_distance_pts,publication_distance_atr
p155:S3:2,155,2026-08-28:NY,3,S3,2026-08-28,NY,2026-08-28:NY,2026-08-28T09:20:49.330000-05:00,9,trend-down,trend,short,not-recorded,sweep_reclaim,fade,short,B,"Rally sweeps ONH 29707.25; 2x5m closes back below 29707.25 confirm a failed breakout, with 29715.75 OB(bull)·1h (HTF) as upper confluence.",29707.25,confirm.ref_price,"[""p155:L5""]","[""ONH""]",ONH,A,False,[],False,[],[],False,,,,,,,44.1867,,observed,[1787927880000],2026-08-28T09:20:49.330000-05:00,2026-08-28T10:51:47.269000-05:00,90,90,True,,,103.0,2.3310181570472563
p156:S1:0,156,2026-08-28:NY,4,S1,2026-08-28,NY,2026-08-28:NY,2026-08-28T10:51:47.269000-05:00,10,balance,balance,short,not-recorded,reject,fade,short,B,Rally back into 29767.50 Supply·4h after the 10:15 PDH sweep stalls; 5m close back below 29767.50 after the touch rejects,29767.5,confirm.ref_price,"[""p156:L0""]","[""Supply·4h (HTF)""]",SUPPLY,A,True,[],False,[],[],True,29767.5,29821.75,29654,54.25,2.0921658986175116,1.1059907834101383,42.001,1.2916359134306328,not observed (complete window),[],2026-08-28T10:51:47.269000-05:00,2026-08-28T12:05:44.936000-05:00,73,73,True,,,144.0,3.428489797861956
p156:S2:1,156,2026-08-28:NY,4,S2,2026-08-28,NY,2026-08-28:NY,2026-08-28T10:51:47.269000-05:00,10,balance,balance,short,not-recorded,breakout_retest,follow,short,B,"2x5m close below VWAP 29657.39, then a retest fails with a 5m close back below 29657.39 — VWAP holds as resistance",29657.39,confirm.ref_price,"[""p156:L4""]","[""VWAP""]",VWAP,A,False,[],False,[],[],False,,,,,,,42.001,,not observed (complete window),[],2026-08-28T10:51:47.269000-05:00,2026-08-28T12:05:44.936000-05:00,73,73,True,,,33.88999999999942,0.8068855503440256
p156:S3:2,156,2026-08-28:NY,4,S3,2026-08-28,NY,2026-08-28:NY,2026-08-28T10:51:47.269000-05:00,10,balance,balance,short,not-recorded,sweep_reclaim,fade,long,C,Sweep of PDL 29402.25 with a 2x5m close back above 29402.25 reclaiming inside the range — mirror branch-2 long below the mid,29402.25,confirm.ref_price,"[""p156:L11""]","[""PDL""]",PDL,A,False,[],False,[],[],False,,,,,,,42.001,,not observed (complete window),[],2026-08-28T10:51:47.269000-05:00,2026-08-28T12:05:44.936000-05:00,73,73,True,,,221.25,5.267731720673318
p157:S1:0,157,2026-08-28:NY,5,S1,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:05:44.936000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,long,B,"Sweep of 29468.00 EQH·15m and 29464.50 SWG-L·5m, with a wick below 29464.50 and 2x5m close back above 29464.50",29464.5,confirm.ref_price,"[""p157:L1""]","[""SWG-L·5m""]",SWG-L,A,False,[],False,[],[],False,,,,,,,47.8324,,observed,[1787936880000],2026-08-28T12:05:44.936000-05:00,2026-08-28T12:59:59.305000-05:00,53,53,True,,,5.0,0.10453165636681412
p157:S2:1,157,2026-08-28:NY,5,S2,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:05:44.936000-05:00,12,balance,balance,long,not-recorded,reject,fade,long,B,Pullback holds 29479.50 VWAP−2σ and prints a 1x5m close back above 29479.50,29479.5,confirm.ref_price,"[""p157:L3""]","[""VWAP−2σ""]",VWAP,A,True,[10],True,[10],[570],True,29480,29430,29588.25,50,2.165,1.5112000000000263,47.8324,1.0453165636681412,observed,[1787937240000],2026-08-28T12:05:44.936000-05:00,2026-08-28T12:59:59.305000-05:00,53,53,True,,,10.0,0.20906331273362824
p157:S3:2,157,2026-08-28:NY,5,S3,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:05:44.936000-05:00,12,balance,balance,long,not-recorded,reject,fade,short,A,Rally into 29588.25 EQL·1h (HTF) with 29592.50 SWG-L·15m overhead; 1x5m close below 29588.25 confirms rejection,29588.25,confirm.ref_price,"[""p157:L10""]","[""EQL·1h (HTF)""]",EQL,A,True,[11],True,[],[],True,29586.25,29636.25,29479.5,50.0,2.135,0.6137999999999738,47.8324,1.0453165636681412,not observed (complete window),[],2026-08-28T12:05:44.936000-05:00,2026-08-28T12:59:59.305000-05:00,53,53,True,,,118.75,2.4826268387118353
p158:S1:0,158,2026-08-28:NY,6,S1,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:59:59.305000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,long,A,Sweep of 29464.25 EQL then two consecutive 5m closes back above 29464.25 reclaim the pool,29464.25,confirm.ref_price,"[""p158:L0""]","[""EQL""]",EQL,A,True,[9],True,[9],[],True,29464.25,29420,29562,44.25,2.209039548022599,0.6949152542372882,42.0891,1.051341083558451,not observed (complete window),[],2026-08-28T12:59:59.305000-05:00,2026-08-28T13:08:51.095000-05:00,8,8,True,,,49.75,1.18201624648662
p158:S2:1,158,2026-08-28:NY,6,S2,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:59:59.305000-05:00,12,balance,balance,long,not-recorded,hold,fade,long,B,29453.77 VWAP−2σ holds with two consecutive 5m closes above 29453.77 after the EQL sweep,29453.77,confirm.ref_price,"[""p158:L1""]","[""VWAP−2σ""]",VWAP,A,False,[],False,[],[],False,,,,,,,42.0891,,not observed (complete window),[],2026-08-28T12:59:59.305000-05:00,2026-08-28T13:08:51.095000-05:00,8,8,True,,,60.22999999999956,1.4310118296661027
p158:S3:2,158,2026-08-28:NY,6,S3,2026-08-28,NY,2026-08-28:NY,2026-08-28T12:59:59.305000-05:00,12,balance,balance,long,not-recorded,breakout_retest,follow,long,B,"Break of 29495.00 EQH with a 5m close above 29495.00, then a retest holds above 29495.00",29495,confirm.ref_price,"[""p158:L7""]","[""EQH""]",EQH,A,False,[],False,[],[],False,,,,,,,42.0891,,observed,[1787940360000],2026-08-28T12:59:59.305000-05:00,2026-08-28T13:08:51.095000-05:00,8,8,True,,,19.0,0.45142329011549304
p159:S1:0,159,2026-08-28:NY,7,S1,2026-08-28,NY,2026-08-28:NY,2026-08-28T13:08:51.095000-05:00,13,balance,balance,neutral,not-recorded,sweep_reclaim,fade,long,B,"Sweep of 29437.00 SWG-L·5m, then a 1x5m close back above 29445.53 VWAP−2σ; long the shelf reclaim.",29445.53,confirm.ref_price,"[""p159:L2""]","[""VWAP−2σ""]",VWAP,A,False,[],False,[],[],False,,,,,,,38.5531,,observed,[1787943000000],2026-08-28T13:08:51.095000-05:00,2026-08-28T14:45:00-05:00,96,96,True,62.720000000001164,1.6268471277277616,58.470000000001164,1.5166095592832007
p159:S2:1,159,2026-08-28:NY,7,S2,2026-08-28,NY,2026-08-28:NY,2026-08-28T13:08:51.095000-05:00,13,balance,balance,neutral,not-recorded,breakout_retest,follow,long,B,2x5m close above 29531.05 VWAP−1σ followed by a retest of 29531.05 that holds; long continuation.,29531.05,confirm.ref_price,"[""p159:L6""]","[""VWAP−1σ""]",VWAP,A,False,[],False,[],[],False,,,,,,,38.5531,,not observed (complete window),[],2026-08-28T13:08:51.095000-05:00,2026-08-28T14:45:00-05:00,96,96,True,22.799999999999272,0.5913921318908019,27.049999999999272,0.7016297003353628
p159:S3:2,159,2026-08-28:NY,7,S3,2026-08-28,NY,2026-08-28:NY,2026-08-28T13:08:51.095000-05:00,13,balance,balance,neutral,not-recorded,reject,fade,short,C,Rally into 29577.75 ONL stalls and a 1x5m close back below 29577.75 prints; short the failed reclamation.,29577.75,confirm.ref_price,"[""p159:L9""]","[""ONL""]",ONL,C,False,[],False,[],[],False,,,,,,,38.5531,,not observed (complete window),[],2026-08-28T13:08:51.095000-05:00,2026-08-28T14:45:00-05:00,96,96,True,69.5,1.8027084722110542,73.75,1.9129460406556151
p162:S1:0,162,2026-08-30:ASIA,1,S1,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T17:08:56.532000-05:00,17,balance,balance,long,not-recorded,sweep_reclaim,fade,long,B,Sweep of ONL 29501.00 and 2x5m close back above 29501.00,29501,confirm.ref_price,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,20.0364,,not observed (complete window),[],2026-08-30T17:08:56.532000-05:00,2026-08-30T18:35:34.353000-05:00,86,86,True,,,40.25,2.008843904094548
p162:S2:1,162,2026-08-30:ASIA,1,S2,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T17:08:56.532000-05:00,17,balance,balance,long,not-recorded,reject,fade,long,B,First touch of nPOC 29494.38 holds and 2x5m closes back above 29494.38,29494.38,confirm.ref_price,"[""p162:L1""]","[""nPOC·2026-08-27""]",NPOC,A,True,[],False,[],[],True,29494.38,29472.38,29543.5,22.0,2.2327272727272263,0.38636363636363635,20.0364,1.0980016370206225,observed,[1788128400000],2026-08-30T17:08:56.532000-05:00,2026-08-30T18:35:34.353000-05:00,86,86,True,,,33.63000000000102,1.6784452296820296
p162:S3:2,162,2026-08-30:ASIA,1,S3,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T17:08:56.532000-05:00,17,balance,balance,long,not-recorded,breakout_retest,follow,long,B,"After the opening sweep of ONH 29543.50/ONL 29501.00, a break above PDC 29509.50 with 2x5m closes above 29509.50",29509.5,confirm.ref_price,"[""p162:L5""]","[""PDC""]",PDC,A,False,[],False,[],[],False,,,,,,,20.0364,,not observed (complete window),[],2026-08-30T17:08:56.532000-05:00,2026-08-30T18:35:34.353000-05:00,86,86,True,,,48.75,2.433071809307061
p162:S4:3,162,2026-08-30:ASIA,1,S4,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T17:08:56.532000-05:00,17,balance,balance,long,not-recorded,sweep_reclaim,fade,long,A,Sweep of PDL 29437.00 and 15m close back above 29437.00,29437,confirm.ref_price,"[""p162:L2""]","[""PDL""]",PDL,A,True,[12],True,[12],[],True,29437,29414.75,29509.5,22.25,3.258426966292135,2.578876404494428,20.0364,1.1104789283504022,observed,[1788129360000],2026-08-30T17:08:56.532000-05:00,2026-08-30T18:35:34.353000-05:00,86,86,True,,,23.75,1.185342676329081
p163:S1:0,163,2026-08-30:ASIA,2,S1,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T18:35:34.353000-05:00,18,trend,trend,short,not-recorded,breakdown_continue,follow,short,C,ONL 29371.50 fails: a 5m close below 29371.50 with bearish displacement of at least one 5m ATR (~21 pts) on the break candle; price holds under 29371.50 thereafter,29371.5,confirm.ref_price,"[""p163:L3""]","[""ONL""]",ONL,A,False,[],False,[],[],False,,,,,,,21.2719,,observed,[1788132960000],2026-08-30T18:35:34.353000-05:00,2026-08-31T01:06:50.529000-05:00,390,390,True,,,11.5,0.5406193146827505
p163:S2:1,163,2026-08-30:ASIA,2,S2,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T18:35:34.353000-05:00,18,trend,trend,short,not-recorded,sweep_reclaim,fade,long,B,"Liquidity sweep of ONL: price trades below 29371.50 into the OB(bull)·15m demand at 29357.25 (sweep low ~29355–29360), then reclaims — valid only on a 5m CLOSE back above 29371.50",29371.5,confirm.ref_price,"[""p163:L3""]","[""ONL""]",ONL,A,True,[14],True,[14],[],True,29371.5,29350,29420,21.5,2.255813953488372,0.369767441860499,21.2719,1.0107230665807945,observed,[1788132960000],2026-08-30T18:35:34.353000-05:00,2026-08-31T01:06:50.529000-05:00,390,390,True,,,11.5,0.5406193146827505
p163:S3:2,163,2026-08-30:ASIA,2,S3,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-30T18:35:34.353000-05:00,18,trend,trend,short,not-recorded,reject,fade,short,B,Rally into the 29412.00–29414.21 confluence (VWAP−1σ + OB(bear)·4h): price touches 29414.21 from below and stalls with no 5m close above 29414.21 — only valid while S2's reclaim has NOT confirmed (no 5m close above 29371.50),29414.21,confirm.ref_price,"[""p163:L6""]","[""VWAP−1σ""]",VWAP,A,True,[13],True,[],[],True,29414.21,29440,29357.25,25.790000000000873,2.2086079875919813,0.6770065917021534,21.2719,1.2123975761450962,observed,[1788152220000],2026-08-30T18:35:34.353000-05:00,2026-08-31T01:06:50.529000-05:00,390,390,True,,,54.20999999999913,2.548432439039255
p164:S0:0,164,2026-08-30:ASIA,3,S0,2026-08-30,ASIA,2026-08-30:ASIA,2026-08-31T01:06:50.529000-05:00,1,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,20.9685,,unknown,[],2026-08-31T01:06:50.529000-05:00,2026-08-31T02:00:00-05:00,53,53,True,,,,
p165:S0:0,165,2026-08-31:LONDON,1,S0,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T06:50:50.477000-05:00,6,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,16.1035,,unknown,[],2026-08-31T06:50:50.477000-05:00,2026-08-31T07:40:35.635000-05:00,49,49,True,,,,
p166:S1:0,166,2026-08-31:LONDON,2,S1,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T07:40:35.635000-05:00,7,balance,balance,neutral,not-recorded,reject,fade,long,B,Retest of 29437.00 RTH-L after the 07:00 sweep reclaimed 29437.00; first-touch rejection from above goes long.,29437,confirm.ref_price,"[""p166:L0""]","[""RTH-L""]",RTH-L,A,True,[17],True,[],[],True,29437,29416,29498.5,21,2.9285714285714284,2.9285714285714284,20.3793,1.0304573758666882,observed,[1788182880000],2026-08-31T07:40:35.635000-05:00,2026-08-31T08:30:00-05:00,49,49,True,,,31.25,1.5334187140873337
p166:S2:1,166,2026-08-31:LONDON,2,S2,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T07:40:35.635000-05:00,7,balance,balance,neutral,not-recorded,reject,fade,long,B,"If the shelf fails, first touch of 29398.52 VWAP; rejection from above goes long.",29398.52,confirm.ref_price,"[""p166:L2""]","[""VWAP""]",VWAP,A,True,[18],True,[18],[],True,29398.52,29378.02,29498.5,20.5,4.877073170731686,1.8770731707316861,20.3793,1.005922676441291,observed,[1788180060000],2026-08-31T07:40:35.635000-05:00,2026-08-31T08:30:00-05:00,49,49,True,,,7.229999999999563,0.3547717536912241
p166:S3:2,166,2026-08-31:LONDON,2,S3,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T07:40:35.635000-05:00,7,balance,balance,neutral,not-recorded,breakout_retest,follow,long,B,"5m close above 29509.50 PDC, then a successful retest of 29509.50 from above.",29509.5,confirm.ref_price,"[""p166:L5""]","[""PDC""]",PDC,A,False,[],False,[],[],False,,,,,,,20.3793,,not observed (complete window),[],2026-08-31T07:40:35.635000-05:00,2026-08-31T08:30:00-05:00,49,49,True,,,103.75,5.090950130769948
p166:S4:3,166,2026-08-31:LONDON,2,S4,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T07:40:35.635000-05:00,7,balance,balance,neutral,not-recorded,reject,fade,short,C,Rally into 29811.75 PDH; first-touch rejection from below shorts back into range.,29811.75,confirm.ref_price,"[""p166:L9""]","[""PDH""]",PDH,A,False,[],False,[],[],False,,,,,,,20.3793,,not observed (complete window),[],2026-08-31T07:40:35.635000-05:00,2026-08-31T08:30:00-05:00,49,49,True,,,406.0,19.92217593342264
p167:S0:0,167,2026-08-31:LONDON,3,S0,2026-08-31,LONDON,2026-08-31:LONDON,2026-08-31T08:33:54.052000-05:00,8,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,22.4515,,unknown,[],2026-08-31T08:33:54.052000-05:00,2026-08-31T08:30:00-05:00,0,0,False,,,,
p168:S0:0,168,2026-08-31:NY,1,S0,2026-08-31,NY,2026-08-31:NY,2026-08-31T08:47:19.159000-05:00,8,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,20.3265,,unknown,[],2026-08-31T08:47:19.159000-05:00,2026-08-31T09:33:18.205000-05:00,45,45,True,,,,
p169:S0:0,169,2026-08-31:NY,2,S0,2026-08-31,NY,2026-08-31:NY,2026-08-31T09:33:18.205000-05:00,9,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,39.4161,,unknown,[],2026-08-31T09:33:18.205000-05:00,2026-08-31T09:52:26.136000-05:00,18,18,True,,,,
p170:S1:0,170,2026-08-31:NY,3,S1,2026-08-31,NY,2026-08-31:NY,2026-08-31T09:52:26.136000-05:00,9,trend-down,trend,short,not-recorded,reject,fade,short,B,Breakdown is void: 5m close back above 29351.47 VWAP−1σ. Await the first retest of 29351.47 from below; rejection prints and no 1m close above it.,29351.47,confirm.ref_price,"[""p170:L3""]","[""VWAP−1σ""]",VWAP,A,True,[],False,[],[],True,29351.47,29408.52,29280.88,57.04999999999927,1.237335670464523,1.237335670464523,39.8444,1.4318197789400586,not observed (complete window),[],2026-08-31T09:52:26.136000-05:00,2026-08-31T11:58:55.105000-05:00,125,125,True,,,50.029999999998836,1.2556344178855456
p170:S2:1,170,2026-08-31:NY,3,S2,2026-08-31,NY,2026-08-31:NY,2026-08-31T09:52:26.136000-05:00,9,trend-down,trend,short,not-recorded,reject,fade,short,A,First touch of 29437.00 PDL from below; rejection prints and no 1m close above it,29437,confirm.ref_price,"[""p170:L6""]","[""PDL""]",PDL,A,True,[],False,[],[575],True,29437,29479.75,29351.47,42.75,2.0007017543859376,0.6661988304093465,39.8444,1.0729236730883136,observed,[1788188220000],2026-08-31T09:52:26.136000-05:00,2026-08-31T11:58:55.105000-05:00,125,125,True,,,35.5,0.8909658571844475
p170:S3:2,170,2026-08-31:NY,3,S3,2026-08-31,NY,2026-08-31:NY,2026-08-31T09:52:26.136000-05:00,9,trend-down,trend,short,not-recorded,sweep_reclaim,fade,long,B,Sell-side sweep below 29351.47 VWAP−1σ followed by 1m_mss back above it,29351.47,confirm.ref_price,"[""p170:L3""]","[""VWAP−1σ""]",VWAP,A,False,[],False,[],[],False,,,,,,,39.8444,,not observed (complete window),[],2026-08-31T09:52:26.136000-05:00,2026-08-31T11:58:55.105000-05:00,125,125,True,,,50.029999999998836,1.2556344178855456
p171:S1:0,171,2026-08-31:NY,4,S1,2026-08-31,NY,2026-08-31:NY,2026-08-31T11:58:55.105000-05:00,11,balance,balance,long,not-recorded,sweep_reclaim,fade,long,B,Price sweeps below 29413.00 SWG-H·5m and then prints 1m_mss above 29417.00 OR-L.,29413,confirm.ref_price,"[""p171:L3""]","[""SWG-H·5m""]",SWG-H,A,True,[21],True,[21],[578],True,29413,29363.25,29517,49.75,2.090452261306533,0.3869346733668342,30.4896,1.63170392527288,observed,[1788196740000],2026-08-31T11:58:55.105000-05:00,2026-08-31T12:30:09.506000-05:00,31,31,True,,,28.25,0.9265454450041982
p171:S2:1,171,2026-08-31:NY,4,S2,2026-08-31,NY,2026-08-31:NY,2026-08-31T11:58:55.105000-05:00,11,balance,balance,long,not-recorded,reclaim,follow,long,B,"After S1 or a simple hold above 29417.00, a 5m close prints back above 29432.25 OB(bull)·1h.",29432.25,confirm.ref_price,"[""p171:L5""]","[""OB(bull)·1h""]",OB,C,False,[],False,[],[],False,,,,,,,30.4896,,observed,[1788195540000],2026-08-31T11:58:55.105000-05:00,2026-08-31T12:30:09.506000-05:00,31,31,True,,,9.0,0.29518261964735515
p171:S3:2,171,2026-08-31:NY,4,S3,2026-08-31,NY,2026-08-31:NY,2026-08-31T11:58:55.105000-05:00,11,balance,balance,long,not-recorded,reject,fade,short,B,Price rises into 29459.08 VWAP+1σ; only fade if it touches and reverses below.,29459.08,confirm.ref_price,"[""p171:L6""]","[""VWAP+1σ""]",VWAP,A,True,[],False,[],[],True,29459.08,29489.75,29397.5,30.669999999998254,2.0078252363875206,0.8747962178025195,30.4896,1.0059167716204298,not observed (complete window),[],2026-08-31T11:58:55.105000-05:00,2026-08-31T12:30:09.506000-05:00,31,31,True,,,17.830000000001746,0.5847895675903175
p172:S1:0,172,2026-08-31:NY,5,S1,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:30:09.506000-05:00,12,balance,balance,long,not-recorded,reject,fade,long,B,"After 13:30, first touch of 29413.00 SWG-H·5m that holds without a 5m close below 29409.25 VWAP — fade the flush.",29413,confirm.ref_price,"[""p172:L1""]","[""SWG-H·5m""]",SWG-H,A,False,[],False,[],[],False,,,,,,,26.0421,,observed,[1788197940000],2026-08-31T12:30:09.506000-05:00,2026-08-31T12:53:49.126000-05:00,22,22,True,6.75,0.2591956869837686,16.25,0.6239896168127762
p172:S2:1,172,2026-08-31:NY,5,S2,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:30:09.506000-05:00,12,balance,balance,long,not-recorded,breakout_retest,follow,long,B,"5m close above 29432.75 SWG-H·5m, then a retest of 29432.75 holds; stop-entry above the retest for continuation.",29432.75,confirm.ref_price,"[""p172:L5""]","[""SWG-H·5m""]",SWG-H,A,False,[],False,[],[],False,,,,,,,26.0421,,observed,[1788198060000],2026-08-31T12:30:09.506000-05:00,2026-08-31T12:53:49.126000-05:00,22,22,True,13.0,0.49919169345022096,36.0,1.3823769972467657
p172:S3:2,172,2026-08-31:NY,5,S3,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:30:09.506000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,long,B,"Sweep below 29417.00 OR-L toward 29413.00 SWG-H·5m, then a 5m close reclaims above 29417.00.",29417,confirm.ref_price,"[""p172:L0""]","[""OR-L""]",OR-L,C,True,[22],True,[22],[],True,29417,29387,29517,30,3.3333333333333335,0.525,26.0421,1.1519808310389714,observed,[1788197940000],2026-08-31T12:30:09.506000-05:00,2026-08-31T12:53:49.126000-05:00,22,22,True,2.75,0.10559824284523905,20.25,0.7775870609513057
p172:S4:3,172,2026-08-31:NY,5,S4,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:30:09.506000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,short,B,A sweep of 29543.50 ONH into the 29539.38 Supply·1h/29545.00 OB(bull)·4h zone that prints a 5m close back below 29543.50; fade the confirmed sweep-reclaim only.,29543.5,confirm.ref_price,"[""p172:L9""]","[""ONH""]",ONH,A,False,[],False,[],[],False,,,,,,,26.0421,,not observed (complete window),[],2026-08-31T12:30:09.506000-05:00,2026-08-31T12:53:49.126000-05:00,22,22,True,123.75,4.751920928035757,146.75,5.635106231832302
p173:S1:0,173,2026-08-31:NY,6,S1,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:53:49.126000-05:00,12,balance,balance,long,not-recorded,breakout_retest,follow,long,B,"After 13:30, a 5m close above 29443.25 breaks the range high; buy the first retest of 29443.25 that holds.",29443.25,confirm.ref_price,"[""p173:L5""]","[""SWG-H·5m""]",SWG-H,A,False,[],False,[],[],False,,,,,,,23.5448,,observed,[1788199020000],2026-08-31T12:53:49.126000-05:00,2026-08-31T14:34:06.907000-05:00,100,100,True,,,7.5,0.31854167374537057
p173:S2:1,173,2026-08-31:NY,6,S2,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:53:49.126000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,long,C,"After 13:30, sweep 29417.00 OR-L into 29394.75; then a 5m close back above 29417.00 ignites the long.",29417,confirm.ref_price,"[""p173:L1""]","[""OR-L""]",OR-L,C,False,[],False,[],[],False,,,,,,,23.5448,,observed,[1788201300000],2026-08-31T12:53:49.126000-05:00,2026-08-31T14:34:06.907000-05:00,100,100,True,,,33.75,1.4334375318541674
p173:S3:2,173,2026-08-31:NY,6,S3,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:53:49.126000-05:00,12,balance,balance,long,not-recorded,reject,fade,short,B,"After 13:30, first touch of 29458.38 VWAP+1σ triggers the short; structure stop above 29482.50.",29458.38,confirm.ref_price,"[""p173:L6""]","[""VWAP+1σ""]",VWAP,A,True,[20],True,[20],[],True,29458.38,29482.5,29394.75,24.11999999999898,2.6380597014926908,0.6272802653400356,23.5448,1.0244300227650684,observed,[1788199740000],2026-08-31T12:53:49.126000-05:00,2026-08-31T14:34:06.907000-05:00,100,100,True,,,7.630000000001019,0.32406306275700025
p173:S4:3,173,2026-08-31:NY,6,S4,2026-08-31,NY,2026-08-31:NY,2026-08-31T12:53:49.126000-05:00,12,balance,balance,long,not-recorded,sweep_reclaim,fade,short,C,"After 13:30, sweep above 29517.00 OR-H toward 29543.50 ONH; then a 5m close back below 29517.00 triggers the liquidity short.",29517,confirm.ref_price,"[""p173:L7""]","[""OR-H""]",OR-H,A,False,[],False,[],[],False,,,,,,,23.5448,,not observed (complete window),[],2026-08-31T12:53:49.126000-05:00,2026-08-31T14:34:06.907000-05:00,100,100,True,,,66.25,2.8137847847507733
p174:S1:0,174,2026-08-31:NY,7,S1,2026-08-31,NY,2026-08-31:NY,2026-08-31T14:34:06.907000-05:00,14,balance,balance,long,not-recorded,hold,ambiguous,long,B,Price pulls back to 29422.25 SWG-L·5m and holds above 29422.25 on 1m closes — enter long on the hold.,29422.25,confirm.ref_price,"[""p174:L0""]","[""SWG-L·5m""]",SWG-L,A,False,[],False,[],[],False,,,,,,,20.5328,,not observed (complete window),[],2026-08-31T14:34:06.907000-05:00,2026-08-31T14:45:00-05:00,10,10,True,3.25,0.1582833320345983,14.75,0.7183628146185614
p174:S2:1,174,2026-08-31:NY,7,S2,2026-08-31,NY,2026-08-31:NY,2026-08-31T14:34:06.907000-05:00,14,balance,balance,long,not-recorded,reject,fade,long,B,"Touch of 29410.98 VWAP; enter long on first-touch rejection, stop below 29363.72.",29410.98,confirm.ref_price,"[""p174:L2""]","[""VWAP""]",VWAP,A,True,[19],True,[],[],True,29410.98,29363.72,29517,47.2599999999984,2.2433347439696156,0.45006347862888607,20.5328,2.301683160601496,not observed (complete window),[],2026-08-31T14:34:06.907000-05:00,2026-08-31T14:45:00-05:00,10,10,True,14.520000000000437,0.7071612249669035,26.020000000000437,1.2672407075508667
p174:S3:2,174,2026-08-31:NY,7,S3,2026-08-31,NY,2026-08-31:NY,2026-08-31T14:34:06.907000-05:00,14,balance,balance,long,not-recorded,reject,fade,short,C,First touch of 29445.50 SWG-H·15m; fade short at the touch back into the range.,29445.5,confirm.ref_price,"[""p174:L7""]","[""SWG-H·15m""]",SWG-H,A,False,[],False,[],[],False,,,,,,,20.5328,,observed,[1788204900000],2026-08-31T14:34:06.907000-05:00,2026-08-31T14:45:00-05:00,10,10,True,20.0,0.9740512740590664,8.5,0.4139717914751032
p175:S0:0,175,2026-08-31:ASIA,1,S0,2026-08-31,ASIA,2026-08-31:ASIA,2026-08-31T17:18:32.424000-05:00,17,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,15.896,,unknown,[],2026-08-31T17:18:32.424000-05:00,2026-09-01T01:01:09.185000-05:00,462,462,True,,,,
