level_key,plan_row,session,date,label,kind,grade,machine_grade,price,narrative_distance_pts,narrative_distance_atr,publication_distance_pts,publication_distance_atr
p151:L6,151,LONDON,2026-08-28,OB(bear)·15m,OB,C,C,29629,,,22.25,1.2460169458304633
p151:L7,151,LONDON,2026-08-28,SWG-H·5m,SWG-H,A,A,29623,,,28.25,1.5820215154926107
p151:L8,151,LONDON,2026-08-28,VWAP−1σ,VWAP,A,A,29606.4,,,44.849999999998545,2.5116341582244703
p151:L9,151,LONDON,2026-08-28,SWG-L·5m,SWG-L,A,A,29597.25,,,54.0,3.0240411269593266
p151:L10,151,LONDON,2026-08-28,ONL,ONL,A,A,29577.75,,,73.5,4.116055978361306
p151:L11,151,LONDON,2026-08-28,PDL,PDL,A,A,29402.25,,,249.0,13.944189640979118
p152:L0,152,LONDON,2026-08-28,VWAP+1σ,VWAP,A,A,29663.45,8.700000000000728,0.5042162914022851,6.200000000000728,0.3593265524935946
p152:L1,152,LONDON,2026-08-28,RTH-H,RTH-H,B,B,29678.25,23.5,1.3619635457416905,21.0,1.217073806833
p152:L2,152,LONDON,2026-08-28,PDH,PDH,A,A,29707.5,52.75,3.057173490973369,50.25,2.912283752064679
p152:L3,152,LONDON,2026-08-28,Demand·1h (HTF),DEMAND,A,,29722.62,67.86999999999898,3.9334666318930704,65.36999999999898,3.7885768929843797
p152:L4,152,LONDON,2026-08-28,OB(bear)·1h (HTF),OB,A,A,29644.38,10.369999999998981,0.6010026369931891,12.869999999998981,0.7458923759018796
p152:L5,152,LONDON,2026-08-28,ONL,ONL,A,A,29577.75,77.0,4.462603958387667,79.5,4.607493697296357
p152:L6,152,LONDON,2026-08-28,Demand·1h,DEMAND,C,,29541.12,113.63000000000102,6.585528412877859,116.13000000000102,6.73041815178655
p152:L7,152,LONDON,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29490.88,163.86999999999898,9.497232605986785,166.36999999999898,9.642122344895474
p152:L8,152,LONDON,2026-08-28,RTH-L,RTH-L,A,A,29424,230.75,13.373322901272132,233.25,13.518212640180822
p153:L0,153,NY,2026-08-28,PDL,PDL,A,A,29402.25,,,181.0,10.486309861766102
p153:L1,153,NY,2026-08-28,RTH-L,RTH-L,A,A,29424,,,159.25,9.226214615946143
p153:L2,153,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29490.88,,,92.36999999999898,5.3514941543167085
p153:L3,153,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29514.5,,,68.75,3.9830596850630915
p153:L4,153,NY,2026-08-28,Demand·1h,DEMAND,C,,29541.12,,,42.13000000000102,2.4408189750067217
p153:L5,153,NY,2026-08-28,ONL,ONL,A,A,29577.75,,,5.5,0.3186447748050473
p153:L6,153,NY,2026-08-28,VWAP,VWAP,A,A,29636.13,,,52.88000000000102,3.0636246712165867
p153:L7,153,NY,2026-08-28,OB(bear)·1h,OB,C,C,29644.38,,,61.13000000000102,3.5415918334241576
p153:L8,153,NY,2026-08-28,RTH-H,RTH-H,B,B,29678.25,,,95.0,5.503864292087181
p153:L9,153,NY,2026-08-28,PDH,PDH,A,A,29707.5,,,124.25,7.198475139914024
p153:L10,153,NY,2026-08-28,Demand·1h (HTF),DEMAND,A,,29722.62,,,139.36999999999898,8.074458593559841
p153:L11,153,NY,2026-08-28,Supply·1h,SUPPLY,C,C,29848.75,,,265.5,15.381852311043648
p154:L0,154,NY,2026-08-28,PDH,PDH,A,A,29707.5,,,12.0,0.4406742315743087
p154:L1,154,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29715.75,,,20.25,0.7436377657816459
p154:L2,154,NY,2026-08-28,Demand·1h (HTF),DEMAND,A,A,29722.62,,,27.11999999999898,0.9959237633579002
p154:L3,154,NY,2026-08-28,Supply·1h,SUPPLY,C,C,29848.75,,,153.25,5.627777165730234
p154:L4,154,NY,2026-08-28,RTH-H,RTH-H,B,B,29678.25,,,17.25,0.6334692078880687
p154:L5,154,NY,2026-08-28,VWAP+1σ,VWAP,A,A,29660.45,,,35.04999999999927,1.2871359847232664
p154:L6,154,NY,2026-08-28,PDC,PDC,B,B,29642,,,53.5,1.9646726157687928
p154:L7,154,NY,2026-08-28,OR-H,OR-H,A,A,29637.5,,,58.0,2.1299254526091587
p154:L8,154,NY,2026-08-28,OR-L,OR-L,A,A,29562.5,,,133.0,4.884139399948587
p154:L9,154,NY,2026-08-28,Demand·1h,DEMAND,C,C,29541.12,,,154.38000000000102,5.669273989203519
p154:L10,154,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29490.88,,,204.61999999999898,7.5142301053945495
p154:L11,154,NY,2026-08-28,PDL,PDL,A,A,29402.25,,,293.25,10.768976534097169
p155:L0,155,NY,2026-08-28,OR-L,OR-L,C,C,29562.5,,,41.75,0.94485444715265
p155:L1,155,NY,2026-08-28,ONL,ONL,C,C,29577.75,,,26.5,0.599727972444197
p155:L2,155,NY,2026-08-28,VWAP,VWAP,A,A,29631.14,,,26.889999999999418,0.608554157699023
p155:L3,155,NY,2026-08-28,PDC,PDC,B,B,29642,,,37.75,0.854329470179941
p155:L4,155,NY,2026-08-28,RTH-H,RTH-H,B,B,29678.25,,,74.0,1.674712073995116
p155:L5,155,NY,2026-08-28,ONH,ONH,A,A,29707.25,,,103.0,2.3310181570472563
p155:L6,155,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29715.75,,,111.5,2.5233837331142626
p155:L7,155,NY,2026-08-28,Demand·1h,DEMAND,C,C,29541.12,,,63.13000000000102,1.4287104490718026
p155:L8,155,NY,2026-08-28,OB(bull)·1h,OB,C,C,29532,,,72.25,1.635107396569556
p155:L9,155,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,29514.5,,,89.75,2.031154170825158
p155:L10,155,NY,2026-08-28,RTH-L,RTH-L,A,A,29424,,,180.25,4.079281774832698
p155:L11,155,NY,2026-08-28,PDL,PDL,A,A,29402.25,,,202.0,4.5715113371218035
p156:L0,156,NY,2026-08-28,Supply·4h (HTF),SUPPLY,A,A,29767.5,,,144.0,3.428489797861956
p156:L1,156,NY,2026-08-28,PDH,PDH,B,B,29707.5,,,84.0,1.999952382086141
p156:L2,156,NY,2026-08-28,OB(bull)·4h (HTF),OB,A,A,29697.75,,,74.25,1.767815052022571
p156:L3,156,NY,2026-08-28,RTH-H,RTH-H,B,B,29678.25,,,54.75,1.3035403918954311
p156:L4,156,NY,2026-08-28,VWAP,VWAP,A,A,29657.39,,,33.88999999999942,0.8068855503440256
p156:L5,156,NY,2026-08-28,Demand·4h (HTF),DEMAND,A,A,29654,,,30.5,0.7261731863527059
p156:L6,156,NY,2026-08-28,PDC,PDC,B,B,29642,,,18.5,0.4404657031975429
p156:L7,156,NY,2026-08-28,OR-H,OR-H,C,C,29637.5,,,14.0,0.3333253970143568
p156:L8,156,NY,2026-08-28,Supply·1h,SUPPLY,C,C,29619.5,,,4.0,0.09523582771838766
p156:L9,156,NY,2026-08-28,ONL,ONL,C,C,29577.75,,,45.75,1.0892597795290588
p156:L10,156,NY,2026-08-28,RTH-L,RTH-L,A,A,29424,,,199.5,4.749886907454584
p156:L11,156,NY,2026-08-28,PDL,PDL,A,A,29402.25,,,221.25,5.267731720673318
p157:L0,157,NY,2026-08-28,EQL·1h (HTF),EQL,A,A,29441,,,28.5,0.5958304412908405
p157:L1,157,NY,2026-08-28,SWG-L·5m,SWG-L,A,A,29464.5,,,5.0,0.10453165636681412
p157:L2,157,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,29468,,,1.5,0.031359496910044235
p157:L3,157,NY,2026-08-28,VWAP−2σ,VWAP,A,A,29479.5,,,10.0,0.20906331273362824
p157:L4,157,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,29488.5,,,19.0,0.39722029419389365
p157:L5,157,NY,2026-08-28,OB(bear)·1h,OB,C,C,29502.88,,,33.38000000000102,0.6978533379048724
p157:L6,157,NY,2026-08-28,OB(bull)·1h,OB,C,C,29532,,,62.5,1.3066457045851765
p157:L7,157,NY,2026-08-28,Supply·1h,SUPPLY,C,A,29539.38,,,69.88000000000102,1.4609344293826154
p157:L8,157,NY,2026-08-28,VWAP−1σ,VWAP,A,A,29555.56,,,86.06000000000131,1.7991988693856322
p157:L9,157,NY,2026-08-28,pdVWAP,PDVWAP,A,A,29572.69,,,103.18999999999869,2.1573243240982825
p157:L10,157,NY,2026-08-28,EQL·1h (HTF),EQL,A,A,29588.25,,,118.75,2.4826268387118353
p157:L11,157,NY,2026-08-28,SWG-L·15m,SWG-L,A,A,29592.5,,,123.0,2.5714787466236273
p158:L0,158,NY,2026-08-28,EQL,EQL,A,A,29464.25,,,49.75,1.18201624648662
p158:L1,158,NY,2026-08-28,VWAP−2σ,VWAP,A,A,29453.77,,,60.22999999999956,1.4310118296661027
p158:L2,158,NY,2026-08-28,SWG-L·5m,SWG-L,A,A,29437,,,77.0,1.8294522809943665
p158:L3,158,NY,2026-08-28,PDL,PDL,A,A,29424,,,90.0,2.1383208479154936
p158:L4,158,NY,2026-08-28,EQH·1h (HTF),EQH,A,A,29420,,,94.0,2.233357330045071
p158:L5,158,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,29416,,,98.0,2.3283938121746486
p158:L6,158,NY,2026-08-28,EQL·15m (HTF),EQL,A,A,29402.25,,,111.75,2.655081719495071
p158:L7,158,NY,2026-08-28,EQH,EQH,A,A,29495,,,19.0,0.45142329011549304
p158:L8,158,NY,2026-08-28,OB(bear)·1h,OB,C,C,29502.88,,,11.119999999998981,0.2642014203202012
p158:L9,158,NY,2026-08-28,VAL,VAL,A,,29532.67,,,18.669999999998254,0.44358278033976145
p158:L10,158,NY,2026-08-28,SWG-H·5m,SWG-H,A,A,29549,,,35.0,0.8315692186338031
p159:L0,159,NY,2026-08-28,PDL,PDL,A,A,29424,84.25,2.1852976803421775,80.0,2.0750601118976166
p159:L1,159,NY,2026-08-28,SWG-L·5m,SWG-L,A,A,29437,71.25,1.8481004121588147,67.0,1.7378628437142538
p159:L2,159,NY,2026-08-28,VWAP−2σ,VWAP,A,A,29445.53,62.720000000001164,1.6268471277277616,58.470000000001164,1.5166095592832007
p159:L3,159,NY,2026-08-28,OB(bear)·1h,OB,C,C,29502.88,5.369999999998981,0.1392884100111011,1.1199999999989814,0.029050841566540208
p159:L4,159,NY,2026-08-28,EQL,EQL,A,A,29512,3.75,0.09726844274520077,8.0,0.20750601118976164
p159:L5,159,NY,2026-08-28,EQL·15m (HTF),EQL,A,A,29516,7.75,0.2010214483400816,12.0,0.31125901678464246
p159:L6,159,NY,2026-08-28,VWAP−1σ,VWAP,A,A,29531.05,22.799999999999272,0.5913921318908019,27.049999999999272,0.7016297003353628
p159:L7,159,NY,2026-08-28,SWG-H·5m,SWG-H,A,A,29549,40.75,1.0569837444978485,45.0,1.1672213129424094
p159:L8,159,NY,2026-08-28,pdVWAP,PDVWAP,A,A,29573.96,65.70999999999913,1.704402499409882,69.95999999999913,1.814640067854443
p159:L9,159,NY,2026-08-28,ONL,ONL,C,C,29577.75,69.5,1.8027084722110542,73.75,1.9129460406556151
p159:L10,159,NY,2026-08-28,SWG-L·15m,SWG-L,A,A,29592.5,84.25,2.1852976803421775,88.5,2.2955352487867384
p162:L0,162,ASIA,2026-08-30,OB(bear)·1h,OB,C,C,29502.88,,,42.13000000000102,2.102673134894543
p162:L1,162,ASIA,2026-08-30,nPOC·2026-08-27,NPOC,A,A,29494.38,,,33.63000000000102,1.6784452296820296
p162:L2,162,ASIA,2026-08-30,PDL,PDL,A,A,29437,,,23.75,1.185342676329081
p162:L3,162,ASIA,2026-08-30,EQL·1h (HTF),EQL,A,A,29424,,,36.75,1.8341618254776306
p162:L4,162,ASIA,2026-08-30,EQH·15m (HTF),EQH,A,A,29414.75,,,46.0,2.2958216046794835
p162:L5,162,ASIA,2026-08-30,PDC,PDC,A,A,29509.5,,,48.75,2.433071809307061
p162:L6,162,ASIA,2026-08-30,EQL·15m (HTF),EQL,A,A,29514.5,,,53.75,2.6826176359026572
p162:L7,162,ASIA,2026-08-30,EQH,EQH,A,A,29521.5,,,60.75,3.0319817931364916
p162:L8,162,ASIA,2026-08-30,Supply·1h,SUPPLY,C,C,29539.38,,,78.63000000000102,3.9243576690423936
p162:L9,162,ASIA,2026-08-30,ONH,ONH,A,A,29543.5,,,82.75,4.129983430157114
p163:L0,163,ASIA,2026-08-30,EQH·15m,EQH,A,A,29310,,,50.0,2.3505187594902197
p163:L1,163,ASIA,2026-08-30,iFVG(bear)·1h,IFVG,A,A,29335.5,,,24.5,1.1517541921502077
p163:L2,163,ASIA,2026-08-30,OB(bull)·15m,OB,C,B,29357.25,,,2.75,0.12927853177196208
p163:L3,163,ASIA,2026-08-30,ONL,ONL,A,A,29371.5,,,11.5,0.5406193146827505
p163:L4,163,ASIA,2026-08-30,VWAP−2σ,VWAP,A,A,29379.45,,,19.450000000000728,0.9143517974417297
p163:L5,163,ASIA,2026-08-30,EQL·4h,EQL,A,A,29396.75,,,36.75,1.7276312882253115
p163:L6,163,ASIA,2026-08-30,VWAP−1σ,VWAP,A,A,29414.21,,,54.20999999999913,2.548432439039255
p163:L7,163,ASIA,2026-08-30,EQH·1h,EQH,A,A,29420,,,60.0,2.8206225113882635
p163:L8,163,ASIA,2026-08-30,SWG-L·5m,SWG-L,A,A,29427,,,67.0,3.1496951377168942
p163:L9,163,ASIA,2026-08-30,RTH-L,RTH-L,A,A,29437,,,77.0,3.6197988896149385
p163:L10,163,ASIA,2026-08-30,VWAP,VWAP,A,A,29448.96,,,88.95999999999913,4.182042976884958
p163:L11,163,ASIA,2026-08-30,Supply·1h,SUPPLY,C,,29465.12,,,105.11999999999898,4.94173063995219
p164:L0,164,ASIA,2026-08-30,SWG-H·5m,SWG-H,A,A,29477.25,47.0,2.2414574242315854,2.25,0.10730381286215038
p164:L1,164,ASIA,2026-08-30,VWAP+2σ,VWAP,A,A,29482.483126275823,52.23312627582345,2.491028269824902,7.483126275823452,0.3568746584554666
p164:L2,164,ASIA,2026-08-30,PDC,PDC,A,A,29509.5,79.25,3.7794787419224076,34.5,1.6453251305529724
p164:L3,164,ASIA,2026-08-30,PDL,PDL,A,A,29437,6.75,0.3219114385864511,38.0,1.812242172782984
p164:L4,164,ASIA,2026-08-30,VWAP+1σ,VWAP,A,A,29424.826879112316,5.42312088768449,0.25863179949374016,50.17312088768449,2.3927854108631754
p164:L5,164,ASIA,2026-08-30,ONH,ONH,A,A,29543.5,113.25,5.400958580728235,68.5,3.2668049693588004
p164:L6,164,ASIA,2026-08-30,VWAP,VWAP,A,A,29367.17063194881,63.079368051188794,3.0082918688122087,107.8293680511888,5.142445480181644
p164:L7,164,ASIA,2026-08-30,SWG-H·15m,SWG-H,A,A,29363,67.25,3.207191739990939,112.0,5.341345351360374
p164:L8,164,ASIA,2026-08-30,SWG-H·5m,SWG-H,A,A,29356,74.25,3.5410258244509625,119.0,5.6751794358203975
p164:L9,164,ASIA,2026-08-30,SWG-L·5m,SWG-L,A,A,29341,89.25,4.256384576865298,134.0,6.390538188234734
p164:L10,164,ASIA,2026-08-30,VWAP−1σ,VWAP,A,A,29309.514384785307,120.7356152146931,5.757951938130677,165.4856152146931,7.892105549500112
p164:L11,164,ASIA,2026-08-30,ONL,ONL,A,A,29273.5,156.75,7.47549896272981,201.5,9.609652574099245
p165:L0,165,LONDON,2026-08-31,RTH-L,RTH-L,A,A,29437,,,6.25,0.38811438507156826
p165:L1,165,LONDON,2026-08-31,SWG-L·5m,SWG-L,A,A,29443,,,12.25,0.7607041947402738
p165:L2,165,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,29460,,,29.25,1.8163753221349395
p165:L3,165,LONDON,2026-08-31,VWAP,VWAP,A,A,29397.006378641967,,,33.743621358033124,2.095421576553738
p165:L4,165,LONDON,2026-08-31,VWAP+1σ,VWAP,A,A,29469.553471578165,,,38.803471578165045,2.4096296816322567
p165:L5,165,LONDON,2026-08-31,SWG-H·15m,SWG-H,A,A,29368.25,,,62.5,3.881143850715683
p165:L6,165,LONDON,2026-08-31,PDC,PDC,A,A,29509.5,,,78.75,4.89024125190176
p165:L7,165,LONDON,2026-08-31,SWG-L·15m,SWG-L,A,A,29329.5,,,101.25,6.2874530381594065
p165:L8,165,LONDON,2026-08-31,VWAP−1σ,VWAP,A,A,29324.45928570577,,,106.2907142942313,6.600472834739733
p165:L9,165,LONDON,2026-08-31,SWG-H·15m,SWG-H,A,A,29538.75,,,108.0,6.7066165740367
p165:L10,165,LONDON,2026-08-31,ONH,ONH,A,A,29543.5,,,112.75,7.001583506691092
p165:L11,165,LONDON,2026-08-31,ONL,ONL,A,A,29273.5,,,157.25,9.764957928400658
p166:L0,166,LONDON,2026-08-31,RTH-L,RTH-L,A,A,29437,,,31.25,1.5334187140873337
p166:L1,166,LONDON,2026-08-31,OB(bull)·1h,OB,C,C,29432.25,,,26.5,1.300339069546059
p166:L2,166,LONDON,2026-08-31,VWAP,VWAP,A,A,29398.52,,,7.229999999999563,0.3547717536912241
p166:L3,166,LONDON,2026-08-31,Demand·1h (HTF),DEMAND,A,A,29316.38,,,89.36999999999898,4.385332175295471
p166:L4,166,LONDON,2026-08-31,OB(bear)·1h (HTF),OB,A,A,29498.5,,,92.75,4.551186743411207
p166:L5,166,LONDON,2026-08-31,PDC,PDC,A,A,29509.5,,,103.75,5.090950130769948
p166:L6,166,LONDON,2026-08-31,ONH,ONH,A,A,29543.5,,,137.75,6.759309691696966
p166:L7,166,LONDON,2026-08-31,OB(bull)·1h (HTF),OB,A,A,29574.38,,,168.63000000000102,8.274572728209556
p166:L8,166,LONDON,2026-08-31,OB(bull)·1h (HTF),OB,A,A,29633.25,,,227.5,11.16328823855579
p166:L9,166,LONDON,2026-08-31,PDH,PDH,A,A,29811.75,,,406.0,19.92217593342264
p167:L0,167,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,29470,,,2.5,0.11135113466806228
p167:L1,167,LONDON,2026-08-31,VWAP+1σ,VWAP,A,A,29473.064688787897,,,5.564688787897467,0.2478537642428108
p167:L2,167,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,29483,,,15.5,0.6903770349419861
p167:L3,167,LONDON,2026-08-31,PDL,PDL,A,A,29437,,,30.5,1.3584838429503596
p167:L4,167,LONDON,2026-08-31,PDC,PDC,B,B,29509.5,,,42.0,1.870699062423446
p167:L5,167,LONDON,2026-08-31,OR-H,OR-H,A,A,29517,,,49.5,2.204752466427633
p167:L6,167,LONDON,2026-08-31,OR-L,OR-L,A,A,29417,,,50.5,2.2492929202948577
p167:L7,167,LONDON,2026-08-31,VWAP,VWAP,A,A,29404.31143029779,,,63.18856970221168,2.8144475737572847
p167:L8,167,LONDON,2026-08-31,ONH,ONH,A,A,29543.5,,,76.0,3.385074493909093
p167:L9,167,LONDON,2026-08-31,VWAP−1σ,VWAP,A,A,29335.55817180768,,,131.94182819232083,5.876748911757381
p167:L10,167,LONDON,2026-08-31,ONL,ONL,A,A,29273.5,,,194.0,8.640848050241631
p167:L11,167,LONDON,2026-08-31,PDH,PDH,A,A,29811.75,,,344.25,15.333051243792175
p168:L0,168,NY,2026-08-31,OR-L,OR-L,A,A,29417,,,0.25,0.012299215310063219
p168:L1,168,NY,2026-08-31,VWAP,VWAP,A,A,29407.025753624577,,,9.724246375422808,0.47840239959770786
p168:L2,168,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29400,,,16.75,0.8240474257742356
p168:L3,168,NY,2026-08-31,PDL,PDL,A,A,29437,,,20.25,0.9962364401151207
p168:L4,168,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,29443,,,26.25,1.291417607556638
p168:L5,168,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29374.25,,,42.5,2.090866602710747
p168:L6,168,NY,2026-08-31,SWG-H·15m,SWG-H,A,A,29368.25,,,48.5,2.386047770152264
p168:L7,168,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29343.127046849873,,,73.6229531501267,3.6220182102244216
p168:L8,168,NY,2026-08-31,PDC,PDC,B,B,29509.5,,,92.75,4.563008880033454
p168:L9,168,NY,2026-08-31,OR-H,OR-H,A,A,29517,,,100.25,4.931985339335351
p168:L10,168,NY,2026-08-31,ONH,ONH,A,A,29543.5,,,126.75,6.235702162202052
p168:L11,168,NY,2026-08-31,ONL,ONL,A,A,29273.5,,,143.25,7.0474503726662245
p169:L0,169,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29374.25,,,3.0,0.07611103077168974
p169:L1,169,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29386.75,,,9.5,0.24101826411035085
p169:L2,169,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29398.5,,,21.25,0.539119801299469
p169:L3,169,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29350.955045722218,,,26.29495427778238,0.6671120247254898
p169:L4,169,NY,2026-08-31,VWAP,VWAP,A,A,29408.713309205574,,,31.46330920557375,0.7982349650415376
p169:L5,169,NY,2026-08-31,OR-L,OR-L,A,A,29417,,,39.75,1.008471157724889
p169:L6,169,NY,2026-08-31,PDL,PDL,A,A,29437,,,59.75,1.515878029536154
p169:L7,169,NY,2026-08-31,VWAP+1σ,VWAP,A,A,29466.47157268893,,,89.22157268892988,2.263581954808565
p169:L8,169,NY,2026-08-31,ONL,ONL,A,A,29273.5,,,103.75,2.6321731475209367
p169:L9,169,NY,2026-08-31,PDC,PDC,B,B,29509.5,,,132.25,3.3552279398519893
p169:L10,169,NY,2026-08-31,OR-H,OR-H,A,A,29517,,,139.75,3.5455055167812137
p169:L11,169,NY,2026-08-31,ONH,ONH,A,A,29543.5,,,166.25,4.21781962193114
p170:L0,170,NY,2026-08-31,Supply·1h,SUPPLY,C,C,29209.25,,,192.25,4.825019325174931
p170:L1,170,NY,2026-08-31,ONL,ONL,A,A,29273.5,,,128.0,3.21249661181998
p170:L2,170,NY,2026-08-31,iFVG(bear)·4h (HTF),IFVG,A,A,29280.88,,,120.61999999999898,3.0272761040447085
p170:L3,170,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29351.47,,,50.029999999998836,1.2556344178855456
p170:L4,170,NY,2026-08-31,VWAP,VWAP,A,A,29408.52,,,7.020000000000437,0.17618536105451296
p170:L5,170,NY,2026-08-31,OR-L,OR-L,A,A,29417,,,15.5,0.38901326158757565
p170:L6,170,NY,2026-08-31,PDL,PDL,A,A,29437,,,35.5,0.8909658571844475
p170:L7,170,NY,2026-08-31,OB(bear)·1h (HTF),OB,A,A,29498.5,,,97.0,2.4344700886448285
p170:L8,170,NY,2026-08-31,PDC,PDC,B,B,29509.5,,,108.0,2.710544016223108
p170:L9,170,NY,2026-08-31,OR-H,OR-H,A,A,29517,,,115.5,2.898776239571935
p170:L10,170,NY,2026-08-31,Supply·1h,SUPPLY,C,C,29539.38,,,137.88000000000102,3.4604611940448597
p170:L11,170,NY,2026-08-31,ONH,ONH,A,A,29543.5,,,142.0,3.56386342873779
p171:L0,171,NY,2026-08-31,iFVG(bear)·4h (HTF),IFVG,A,A,29280.88,,,160.36999999999898,5.2598263014273385
p171:L1,171,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29358.24,,,83.0099999999984,2.722567695214053
p171:L2,171,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29397.5,,,43.75,1.434915512174643
p171:L3,171,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,29413,,,28.25,0.9265454450041982
p171:L4,171,NY,2026-08-31,OR-L,OR-L,C,C,29417,,,24.25,0.7953531696053736
p171:L5,171,NY,2026-08-31,OB(bull)·1h,OB,C,C,29432.25,,,9.0,0.29518261964735515
p171:L6,171,NY,2026-08-31,VWAP+1σ,VWAP,A,A,29459.08,,,17.830000000001746,0.5847895675903175
p171:L7,171,NY,2026-08-31,OR-H,OR-H,A,A,29517,,,75.75,2.4844537153652393
p171:L8,171,NY,2026-08-31,ONH,ONH,A,A,29543.5,,,102.25,3.3536025398824516
p172:L0,172,NY,2026-08-31,OR-L,OR-L,C,C,29417,2.75,0.10559824284523905,20.25,0.7775870609513057
p172:L1,172,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,29413,6.75,0.2591956869837686,16.25,0.6239896168127762
p172:L2,172,NY,2026-08-31,VWAP,VWAP,A,A,29409.25,10.5,0.40319329086364003,12.5,0.4799920129329048
p172:L3,172,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29359.48,60.27000000000044,2.3143294895573105,37.27000000000044,1.4311441857607656
p172:L4,172,NY,2026-08-31,iFVG(bear)·4h (HTF),IFVG,A,A,29280.88,138.86999999999898,5.33251926687936,115.86999999999898,4.449333963082815
p172:L5,172,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,29432.75,13.0,0.49919169345022096,36.0,1.3823769972467657
p172:L6,172,NY,2026-08-31,VWAP+1σ,VWAP,A,A,29459.03,39.279999999998836,1.5083269014403153,62.279999999998836,2.39151220523686
p172:L7,172,NY,2026-08-31,OR-H,OR-H,A,A,29517,97.25,3.734337860617999,120.25,4.617523164414544
p172:L8,172,NY,2026-08-31,Supply·1h,SUPPLY,C,C,29539.38,119.63000000000102,4.593715560573111,142.63000000000102,5.4769008643696555
p172:L9,172,NY,2026-08-31,ONH,ONH,A,A,29543.5,123.75,4.751920928035757,146.75,5.635106231832302
p173:L0,173,NY,2026-08-31,OB(bull)·1h,OB,C,C,29432.25,,,18.5,0.785736128571914
p173:L1,173,NY,2026-08-31,OR-L,OR-L,C,C,29417,,,33.75,1.4334375318541674
p173:L2,173,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29394.75,,,56.0,2.3784444972987666
p173:L3,173,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29388.25,,,62.5,2.6545139478780877
p173:L4,173,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29360.4,,,90.34999999999854,3.837365363052502
p173:L5,173,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,29443.25,,,7.5,0.31854167374537057
p173:L6,173,NY,2026-08-31,VWAP+1σ,VWAP,A,A,29458.38,,,7.630000000001019,0.32406306275700025
p173:L7,173,NY,2026-08-31,OR-H,OR-H,A,A,29517,,,66.25,2.8137847847507733
p173:L8,173,NY,2026-08-31,Supply·1h,SUPPLY,C,C,29539.38,,,88.63000000000102,3.764313139207002
p173:L9,173,NY,2026-08-31,ONH,ONH,A,A,29543.5,,,92.75,3.9392986986510823
p174:L0,174,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,29422.25,3.25,0.1582833320345983,14.75,0.7183628146185614
p174:L1,174,NY,2026-08-31,OR-L,OR-L,C,C,29417,8.5,0.4139717914751032,20.0,0.9740512740590664
p174:L2,174,NY,2026-08-31,VWAP,VWAP,A,A,29410.98,14.520000000000437,0.7071612249669035,26.020000000000437,1.2672407075508667
p174:L3,174,NY,2026-08-31,VWAP−1σ,VWAP,A,A,29363.72,61.779999999998836,3.0088443855683993,73.27999999999884,3.5689238681523627
p174:L4,174,NY,2026-08-31,iFVG(bear)·4h (HTF),IFVG,A,A,29280.88,144.61999999999898,7.043364762721059,156.11999999999898,7.603444245305023
p174:L5,174,NY,2026-08-31,ONL,ONL,C,C,29273.5,152.0,7.402789682848905,163.5,7.962869165432868
p174:L6,174,NY,2026-08-31,OB(bull)·1h,OB,C,C,29432.25,6.75,0.3287423049949349,4.75,0.23133717758902828
p174:L7,174,NY,2026-08-31,SWG-H·15m,SWG-H,A,A,29445.5,20.0,0.9740512740590664,8.5,0.4139717914751032
p174:L8,174,NY,2026-08-31,OR-H,OR-H,A,A,29517,91.5,4.456284578820228,80.0,3.8962050962362658
p174:L9,174,NY,2026-08-31,ONH,ONH,A,A,29543.5,118.0,5.7469025169484915,106.5,5.1868230343645285
