trade_date,session,version,created_ct,lifecycle,bias,sid,dir,cond,q,c_rule,c_ref,c_side,arm_en,arm_entry,arm_stop,arm_target,arm_kind,targets,trig,invalid,death,flip
2026-09-03,NY,3,"2026-09-03 09:15:31",active,long,S3,short,reject,C,touch,29255,below,,,,,,"[29222.75,29217.09,29209.25]","A 5m close below 29255.00 PDH flips the tape; the first pullback that touches 29255.00 is a failed retest and is sold","A 1x5m close back above 29255.00 negates the failed retest","Plan dies on a 5m close below 29217.09 VWAP; that forfeits the post-PDH auction and opens 29144.50/29075","5m close below 29255.00 PDH flips short toward 29209.25"
2026-09-03,NY,3,"2026-09-03 09:15:31",active,long,S4,long,sweep_reclaim,B,touch,29075,above,,,,,,"[29150.11,29217.09,29255]","Deep flush sweeps 29075.00 ONL, then a 5m close back above it signals the reclaim","A 5m close below 29017.25 extends the sweep and cancels the reclaim","Plan dies on a 5m close below 29217.09 VWAP; that forfeits the post-PDH auction and opens 29144.50/29075","5m close below 29255.00 PDH flips short toward 29209.25"
2026-09-03,NY,4,"2026-09-03 09:44:33",active,long,S1,long,breakout_retest,A,touch,29260,above,,,,,,"[29303.68,29346.88,29375.25]","Pullback retest at 29260.00 SWG-H·5m; a 5m close back above 29285.00 triggers the long.","A 5m close below 29260.00 cancels S1; then the 29222.75 OR-L bid is the next long reference.","2x5m closes below 29209.25 Supply·1h invalidates the whole plan.","5m close below 29260.00 flips short"
2026-09-03,NY,4,"2026-09-03 09:44:33",active,long,S2,long,breakout_retest,A,1x5m_close,29303.68,above,,,,,,"[29346.88,29375.25]","Momentum long: 5m close above 29303.68 VWAP+1σ; wait for a small pullback that holds 29293.00 and re-enter long.","A 5m close below 29293.00 invalidates the breakout retest.","2x5m closes below 29209.25 Supply·1h invalidates the whole plan.","5m close below 29260.00 flips short"
2026-09-03,NY,4,"2026-09-03 09:44:33",active,long,S3,long,reclaim,B,1x5m_close,29222.75,above,,,,,,"[29260,29303.68,29346.88]","Defensive long: only if price liquidates below 29260.00 and sweeps 29222.75 OR-L, then a 5m close back above 29222.75 is the reclaim.","A 5m close below 29209.25 Supply·1h kills the reclaim; next lower reference is 29144.50 Demand·1h.","2x5m closes below 29209.25 Supply·1h invalidates the whole plan.","5m close below 29260.00 flips short"
2026-09-03,NY,5,"2026-09-03 10:14:45",active,long,S1,long,reclaim,B,1x5m_close,29435.75,above,,,,,,"[29445.5,29455]","Reclaim/hold of EQL·15m 29435.75 after first touch; acceptance above opens EQH·15m 29445.50 then EQL·1h 29455.00.","5m close below 29406.28","5m close below 29364.75 kills the long path and the whole plan.","2x5m closes below 29406.28 flip to short"
2026-09-03,NY,5,"2026-09-03 10:14:45",active,long,S2,short,reject,B,touch,29445.5,below,,,,,,"[29406.28,29364.75,29326.74]","Touch/reject at EQH·15m 29445.50 (or EQL·1h 29455.00) after liquidity run; fade only with a clear wick reject back below 29445.50.","5m close above 29539.38","5m close below 29364.75 kills the long path and the whole plan.","2x5m closes below 29406.28 flip to short"
2026-09-03,NY,6,"2026-09-03 10:49:57",active,long,S1,long,reclaim,B,1x5m_close,29517,above,,,,,,"[29526.5,29543.75,29619.5]","Price prints a 5m close above 29517.00 EQH·15m, confirming the 10:45 15m BOS-up continuation.","A 5m close back below 29502.88 or a 1m_mss lower before entry voids the reclaim.","Long plan is dead on a 5m close below 29481.05 VWAP+2σ — the pullback is no longer structural.","Two 5m closes below 29502.88 flip the session bias to short."
2026-09-03,NY,6,"2026-09-03 10:49:57",active,long,S2,long,reject,A,touch,29481.05,above,1,29481.05,29414,29619.5,,"[29543.75,29619.5]","First touch of 29481.05 VWAP+2σ rejects higher; entry on the reaction above 29481.05.","A 5m close below 29481.05 or a 1m_mss lower pre-entry voids the support defense.","Long plan is dead on a 5m close below 29481.05 VWAP+2σ — the pullback is no longer structural.","Two 5m closes below 29502.88 flip the session bias to short."
2026-09-03,NY,6,"2026-09-03 10:49:57",active,long,S3,short,reject,B,touch,29543.75,below,1,29543.75,29610.25,29364.75,,"[29502.88,29481.05,29364.75]","Price rallies back to 29543.75 SWG-H·5m and stalls at the 29539.38 Supply·1h confluence; the first touch of 29543.75 rejects lower.","A 5m close above 29543.75 or a 1m_mss above 29539.38 before entry nullifies the fade.","Long plan is dead on a 5m close below 29481.05 VWAP+2σ — the pullback is no longer structural.","Two 5m closes below 29502.88 flip the session bias to short."
2026-09-03,NY,7,"2026-09-03 11:27:53",dormant,long,S1,long,breakout_retest,A,touch,29543.75,above,,,,,,"[29567,29619.5]","Break 29543.75 (SWG-H·5m) on a 15m close, then a shallow pullback touches 29543.75 and holds.","2x5m close below 29529.50 cancels the retest.","2x5m close below 29502.25 (SWG-L·5m) voids the long structure and this plan.","A 5m close below 29512.29 (VWAP+2σ) flips bias to short; 2x5m close below 29502.25 (SWG-L·5m) voids the plan."
2026-09-03,NY,7,"2026-09-03 11:27:53",dormant,long,S2,long,reclaim,B,1x5m_close,29512.29,above,,,,,,"[29529.5,29543.75,29567]","Pullback into 29512.29 (VWAP+2σ) after the 10:00 displacement; a 5m close back above 29512.29 triggers long.","2x5m close below 29502.25 invalidates the reclaim.","2x5m close below 29502.25 (SWG-L·5m) voids the long structure and this plan.","A 5m close below 29512.29 (VWAP+2σ) flips bias to short; 2x5m close below 29502.25 (SWG-L·5m) voids the plan."
2026-09-03,NY,7,"2026-09-03 11:27:53",dormant,long,S3,short,reject,B,touch,29543.75,below,1,29543.75,29592.5,29397.11,,"[29512.29,29502.25,29397.11]","A retest of 29543.75 (SWG-H·5m) stalls inside the 1h supply band 29539.38; sell the rejection.","15m close above 29543.75 cancels the short.","2x5m close below 29502.25 (SWG-L·5m) voids the long structure and this plan.","A 5m close below 29512.29 (VWAP+2σ) flips bias to short; 2x5m close below 29502.25 (SWG-L·5m) voids the plan."
2026-09-03,ASIA,1,"2026-09-03 16:37:36",active,long,S1,long,breakout_retest,B,1x5m_close,29525.75,above,,,,,,"[29539.38,29619.5]","A 5m close above 29525.75 confirms the breakout, then price retests 29525.75 from above and holds.","A 5m close below 29517.50 negates the breakout retest.","A 5m close below 29222.75 OR-L kills the whole plan.","A 5m close below 29460.16 flips bias to short."
2026-09-03,ASIA,1,"2026-09-03 16:37:36",active,long,S2,long,reclaim,A,1x5m_close,29460.16,above,,,,,,"[29502.88,29517.5,29525.75]","Price dips to 29460.16 VWAP+2σ and auctions back; a 5m close above 29460.16 triggers long.","A 5m close below 29362.15 cancels the reclaim setup.","A 5m close below 29222.75 OR-L kills the whole plan.","A 5m close below 29460.16 flips bias to short."
2026-09-03,ASIA,1,"2026-09-03 16:37:36",active,long,S3,short,sweep_reclaim,B,touch,29525.75,above,,,,,,"[29502.88,29460.16,29362.15]","Price sweeps above 29525.75, then a 5m close below 29525.75 accepts the failure; entry short on that close.","A 5m close above 29525.75 after the sweep negates the failure.","A 5m close below 29222.75 OR-L kills the whole plan.","A 5m close below 29460.16 flips bias to short."
2026-09-03,ASIA,1,"2026-09-03 16:37:36",active,long,S4,long,reclaim,B,1x5m_close,29512.54,above,,,,,,"[29517.5,29525.75]","Price reclaims 29512.54 eVWAP; a 5m close above 29512.54 triggers long toward the range top.","A 5m close below 29502.88 cancels the eVWAP reclaim.","A 5m close below 29222.75 OR-L kills the whole plan.","A 5m close below 29460.16 flips bias to short."
2026-09-03,ASIA,2,"2026-09-03 18:47:53",dormant,neutral,S1,long,sweep_reclaim,B,touch,29481.5,below,,,,,,"[29502.88,29513,29545]","Price prints below 29481.50 ONL (stop sweep) and then closes a 5m candle back above 29481.50.","Reclaim close does not print; 5m close below 29462.50 before any reclaim cancels the long.","A 5m close below 29462.50 invalidates the whole plan and opens lower liquidity targets.","A 5m close above 29513.00 flips the bias long."
2026-09-03,ASIA,2,"2026-09-03 18:47:53",dormant,neutral,S2,short,sweep_reclaim,B,touch,29513,above,,,,,,"[29502.88,29481.5,29462.5]","Price prints above 29513.00 ONH (stop sweep) and then closes a 5m candle back below 29513.00.","A second 5m close above 29513.00 confirms acceptance and cancels the short.","A 5m close below 29462.50 invalidates the whole plan and opens lower liquidity targets.","A 5m close above 29513.00 flips the bias long."
2026-09-03,ASIA,2,"2026-09-03 18:47:53",dormant,neutral,S3,long,breakout_retest,B,touch,29513,above,,,,,,"[29539.38,29545]","A 5m close above 29513.00 ONH confirms the break; entry on a retest that touches 29513.00 and holds above it.","The retest of 29513.00 fails with a 5m close back below 29502.88.","A 5m close below 29462.50 invalidates the whole plan and opens lower liquidity targets.","A 5m close above 29513.00 flips the bias long."
2026-09-03,ASIA,3,"2026-09-03 19:28:36",active,long,S1,long,reclaim,B,1x5m_close,29503.08,above,,,,,,"[29521.25,29527.62,29545]","Pullback to 29503.08 VWAP holds; a 5m close back above 29503.08 triggers the long.","5m close below 29481.50 ONL invalidates S1.","5m close below 29481.50 ONL invalidates the whole plan.","5m close below 29503.08 VWAP flips bias to short."
2026-09-03,ASIA,3,"2026-09-03 19:28:36",active,long,S2,long,breakout_retest,B,1x5m_close,29521.25,above,,,,,,"[29527.62,29539.38,29545]","A 5m close above 29521.25 ONH confirms the break; a pullback retest of 29521.25 that holds is the long entry.","5m close back below 29521.25 ONH invalidates S2.","5m close below 29481.50 ONL invalidates the whole plan.","5m close below 29503.08 VWAP flips bias to short."
2026-09-03,ASIA,3,"2026-09-03 19:28:36",active,long,S3,short,sweep_reclaim,C,touch,29521.25,above,,,,,,"[29503.08,29481.5]","Leg 1: price touches/sweeps 29521.25 ONH; leg 2: a 5m close back below 29521.25 triggers the fade short.","5m close above 29527.62 POC negates S3.","5m close below 29481.50 ONL invalidates the whole plan.","5m close below 29503.08 VWAP flips bias to short."
2026-09-03,ASIA,4,"2026-09-03 19:53:35",active,short,S1,short,reject,B,touch,29548,below,1,29548,29558.5,29522.22,,"[29522.22,29516.75,29509.18]","touch 29548.00 and reject","5m close above 29548.00","2x5m close above 29574.38 invalidates this plan","5m close above 29548.00 flips long"
2026-09-03,ASIA,4,"2026-09-03 19:53:35",active,short,S2,long,breakout_retest,B,touch,29548,above,,,,,,"[29574.38,29585]","5m close above 29548.00, then retest 29548.00 holds","5m close below 29541.75","2x5m close above 29574.38 invalidates this plan","5m close above 29548.00 flips long"
2026-09-03,ASIA,5,"2026-09-03 20:32:32",dormant,short,S1,short,sweep_reclaim,A,touch,29543,above,,,,,,"[29528.63,29517.5,29499.27]","Price sweeps above ONH 29543.00 and then prints a 5m close back below 29543.00 (wick alone does not qualify).","5m close above 29548.00 before the reclaim close; 5m close above 29585.00 kills the whole short plan.","5m close above 29585.00 invalidates the short-first/range plan.","2x5m closes above 29548.00 flip to breakout long"
2026-09-03,ASIA,5,"2026-09-03 20:32:32",dormant,short,S2,long,breakout_retest,B,1x5m_close,29548,above,,,,,,[29585],"5m close above 29548.00, then a pullback touches 29548.00 from above and holds; enter long at the retest.","5m close back below 29541.12 after the breakout close.","5m close above 29585.00 invalidates the short-first/range plan.","2x5m closes above 29548.00 flip to breakout long"
2026-09-03,ASIA,5,"2026-09-03 20:32:32",dormant,short,S3,short,reject,B,touch,29585,below,1,29585,29603,29548,,"[29548,29528.63]","Rally stalls at 29585.00 (fresh SWG-H/prior session high) and rejects from first touch.","5m close above 29585.00 (acceptance above the swing high).","5m close above 29585.00 invalidates the short-first/range plan.","2x5m closes above 29548.00 flip to breakout long"
2026-09-03,ASIA,6,"2026-09-04 00:40:13",active,long,S1,long,breakout_retest,A,1x5m_close,29622.25,above,,,,,,"[29622.17,29633.25,29643.5]","Retest of 29622.25 current price that holds is the trade, confirmed by a 5m close back above 29622.25.","5m close below 29585.00 RTH-H after the touch cancels the retest.","5m close below 29481.50 ONL ends the long plan; do not buy lower until a daily reclaim.","5m close below 29601.00 PDH flips short"
2026-09-03,ASIA,6,"2026-09-04 00:40:13",active,long,S2,long,sweep_reclaim,B,touch,29481.5,below,,,,,,"[29509.09,29541.12,29585]","Sweep of 29481.50 ONL; the long requires a 5m close back above 29481.50, never the wick alone.","A second 5m close below 29481.50 with no 5m close above cancels the setup.","5m close below 29481.50 ONL ends the long plan; do not buy lower until a daily reclaim.","5m close below 29601.00 PDH flips short"
2026-09-03,ASIA,6,"2026-09-04 00:40:13",active,long,S3,long,reject,B,touch,29585,above,1,29585,29568,29622.17,,"[29622.17,29633.25,29643.5]","First touch of 29585.00 RTH-H; enter long only on a stall/rejection there, with resting limit 29585.00.","5m close below 29585.00 after entry invalidates the reject.","5m close below 29481.50 ONL ends the long plan; do not buy lower until a daily reclaim.","5m close below 29601.00 PDH flips short"
2026-09-03,ASIA,6,"2026-09-04 00:40:13",active,long,S4,short,sweep_reclaim,C,touch,29643.5,above,,,,,,"[29601,29585,29541.12,29509.09]","Sweep above 29643.50 ONH; short only after a 5m close back below 29643.50 (sweep-reclaim, not a blind fade).","5m close back above 29643.50 after the sweep cancels the short; stand aside.","5m close below 29481.50 ONL ends the long plan; do not buy lower until a daily reclaim.","5m close below 29601.00 PDH flips short"
2026-09-03,ASIA,7,"2026-09-04 01:20:35",dormant,long,S1,long,breakout_retest,A,touch,29643.5,above,,,,,,"[29652.12,29848.75]","5m close above 29643.50 ONH, then a retest of 29643.50 holds; enter long on touch","5m close below 29619.50 voids the breakout; stop below retest low","Two consecutive 5m closes below 29579.50 invalidate the whole plan","5m close below 29619.50 flips bias to short"
2026-09-03,ASIA,7,"2026-09-04 01:20:35",dormant,long,S2,long,reclaim,B,1x5m_close,29597.25,above,,,,,,"[29619.5,29637.52,29643.5]","Dip below 29597.25 PDC and a 5m close back above 29597.25 reclaims the pivot; enter long on that close","5m close below 29591.50 voids the reclaim","Two consecutive 5m closes below 29579.50 invalidate the whole plan","5m close below 29619.50 flips bias to short"
2026-09-03,ASIA,7,"2026-09-04 01:20:35",dormant,long,S3,short,sweep_reclaim,B,touch,29643.5,above,,,,,,"[29619.5,29601,29591.5]","Sweep above 29643.50 ONH and a 5m close back below 29643.50; short only on that close","5m close above 29643.50 or continued closes above 29652.12 voids; stop above sweep high","Two consecutive 5m closes below 29579.50 invalidate the whole plan","5m close below 29619.50 flips bias to short"
2026-09-04,LONDON,1,"2026-09-04 01:41:15",active,long,S1,long,reclaim,A,1x5m_close,29597.25,above,,,,,,"[29619.5,29639.5,29644.25]","A dip below 29597.25 PDC followed by a 5m close back above 29597.25 while 29591.50 SWG-L·5m holds; targets 29619.50 then 29639.50/29644.25.","A 5m close below 29591.50 cancels this reclaim.","A 5m close below 29579.50 SWG-H·15m kills the entire long plan.","two consecutive 5m closes below 29597.25 PDC flip bias short"
2026-09-04,LONDON,1,"2026-09-04 01:41:15",active,long,S2,long,reject,B,touch,29579.5,above,1,29579.5,29558.34,29639.5,,"[29597.25,29619.5,29639.5]","A touch of 29579.50 SWG-H·15m; fade long from the touch with a structure stop below 29558.34 VWAP; targets 29597.25 then 29619.50/29639.50.","A 5m close below 29558.34 cancels this reject.","A 5m close below 29579.50 SWG-H·15m kills the entire long plan.","two consecutive 5m closes below 29597.25 PDC flip bias short"
2026-09-04,LONDON,1,"2026-09-04 01:41:15",active,long,S3,short,sweep_reclaim,B,touch,29644.25,above,,,,,,"[29619.5,29601,29579.5]","A retest of 29644.25 ONH that wicks through 29644.25 and then prints a 5m close back below 29644.25; targets 29619.50 then 29601.00.","A 5m close back above 29644.25 after the reclaim close cancels.","A 5m close below 29579.50 SWG-H·15m kills the entire long plan.","two consecutive 5m closes below 29597.25 PDC flip bias short"
2026-09-04,LONDON,1,"2026-09-04 01:41:15",active,long,S4,long,reclaim,B,1x5m_close,29619.5,above,,,,,,"[29639.5,29644.25]","A dip below 29619.50 OB(bear)·1h followed by a 5m close back above 29619.50 while 29601.00 PDH holds; targets 29639.50 then 29644.25.","A 5m close below 29601.00 cancels this reclaim.","A 5m close below 29579.50 SWG-H·15m kills the entire long plan.","two consecutive 5m closes below 29597.25 PDC flip bias short"
2026-09-04,LONDON,2,"2026-09-04 02:04:14",active,short,S1,short,reject,B,touch,29649.59,below,1,29649.59,29670.69,29597.25,,"[29597.25,29561.43]","price touches 29649.59 VWAP+2σ and fails to hold above it","5m close above 29649.59","Two 5m closes above 29649.59 VWAP+2σ invalidate the plan.","5m close above 29601.00 PDH flips long"
2026-09-04,LONDON,2,"2026-09-04 02:04:14",active,short,S2,short,acceptance,C,time_hold,29561.43,below,,,,,,"[29517.35,29490.88]","price breaks 29561.43 VWAP and holds below it for 3 minutes","5m close back above 29561.43","Two 5m closes above 29649.59 VWAP+2σ invalidate the plan.","5m close above 29601.00 PDH flips long"
2026-09-04,LONDON,3,"2026-09-04 07:56:17",active,short,S1,short,sweep_reclaim,B,touch,29720,above,,,,,,"[29585,29538.84,29481.5]","Rally touches 29720 (ONH) and sweeps above it; then a 5m candle closes back below 29720","5m close above 29720 cancels the short","5m close above 29720 (ONH) kills the short plan","5m close above 29601 (PDH) flips the bias to long"
2026-09-04,LONDON,3,"2026-09-04 07:56:17",active,short,S2,short,reject,B,touch,29503.38,above,,,,,,[29278],"Rally into 29503.38 (OB(bear)·4h) prints a wick above the level and rejects; touch confirms the short fade","5m close above 29503.38 cancels the short","5m close above 29720 (ONH) kills the short plan","5m close above 29601 (PDH) flips the bias to long"
2026-09-04,LONDON,3,"2026-09-04 07:56:17",active,short,S3,long,sweep_reclaim,C,touch,29278,below,,,,,,"[29481.5,29538.84]","Flush touches 29278.00 (Demand·1h HTF, discount) and sweeps below it; then a 5m candle closes back above 29278.00","5m close below 29278.00 after the reclaim fails cancels the long","5m close above 29720 (ONH) kills the short plan","5m close above 29601 (PDH) flips the bias to long"
2026-09-04,NY,1,"2026-09-04 08:11:45",no_trade,neutral,S0,long,hold,B,,,,,,,,,,none,n/a,"already dead (fail-closed)",n/a
2026-09-04,NY,2,"2026-09-04 08:44:46",active,long,S1,long,sweep_reclaim,A,touch,29611.25,above,1,29611.25,29481.5,29720,,[29720],"breakout above 29611.25 OR-H, then retest of 29611.25 as support confirmed by a 1m MSS back above 29611.25","5m close below 29481.50 ONL","2x5m closes below 29481.50 ONL voids this plan","5m close below 29532.64 VWAP−1σ flips bias to short"
2026-09-04,NY,2,"2026-09-04 08:44:46",active,long,S2,short,sweep_reclaim,B,touch,29720,above,1,29720,29770,29601,,"[29611.25,29601]","sweep of 29720.00 ONH that fails with a 1m close back below 29720.00","5m close back above 29720.00 ONH","2x5m closes below 29481.50 ONL voids this plan","5m close below 29532.64 VWAP−1σ flips bias to short"
2026-09-04,NY,3,"2026-09-04 08:55:11",active,short,S1,short,reject,B,touch,29657.38,below,1,29657.38,29720,29503.38,,"[29591.02,29553.75,29503.38,29481.5]","Price retests 29657.38 Supply·1h and rejects; the limit sell rests at 29657.38.","5m close above 29720.00 ONH cancels the fade.","A 5m close above 29720.00 ONH invalidates the premium-short plan.","two 5m closes above 29657.38 Supply·1h flip to long"
2026-09-04,NY,3,"2026-09-04 08:55:11",active,short,S2,short,reclaim,C,1x5m_close,29591.02,below,1,29591.02,29645.25,29481.5,,"[29553.75,29503.38,29481.5]","A 5m close below 29591.02 VWAP triggers a reclaim short; the sell stop is at 29591.02.","5m close back above 29645.25 cancels the VWAP reclaim.","A 5m close above 29720.00 ONH invalidates the premium-short plan.","two 5m closes above 29657.38 Supply·1h flip to long"
2026-09-04,NY,4,"2026-09-04 11:03:30",active,short,S1,short,reject,B,touch,29585,below,1,29585,29636,29481.5,,"[29481.5,29199.25]","Pullback rally to 29585.00 RTH-H after the 15m lower-high sequence; touch 29585.00 fades short.","5m close above 29601.00 PDH","5m close above 29852.38 Demand·4h invalidates the entire plan","Two 5m closes above 29720.00 ONH"
2026-09-04,NY,4,"2026-09-04 11:03:30",active,short,S2,short,sweep_reclaim,B,touch,29720,above,1,29720,29770,29585,,"[29585,29481.5]","Rally sweeps 29720.00 ONH and then prints a 1m MSS back below 29720.00.","5m close above 29770.00 cancels the sweep-reclaim short","5m close above 29852.38 Demand·4h invalidates the entire plan","Two 5m closes above 29720.00 ONH"
2026-09-04,NY,4,"2026-09-04 11:03:30",active,short,S3,long,reject,B,touch,29144.5,above,,,,,,"[29199.25,29481.5]","First touch of 29144.50 Demand·1h (HTF) after a wash lower; touch 29144.50 buys the reaction zone.","5m close below 29095.00","5m close above 29852.38 Demand·4h invalidates the entire plan","Two 5m closes above 29720.00 ONH"
2026-09-04,NY,5,"2026-09-04 11:28:50",active,short,S1,short,sweep_reclaim,B,touch,29720,above,1,29720,29765,29553.75,,"[29601,29553.75,29481.5]","Price rallies to 29720.00 ONH, sweeps it with a wick, then 5m closes back below 29720.00","5m close above 29765.00 cancels the sweep-reclaim","5m close above 29601.00 PDH invalidates the entire plan","2x5m close above 29585.00 RTH-H flips bias to long"
2026-09-04,NY,5,"2026-09-04 11:28:50",active,short,S2,short,breakout_retest,C,touch,29530.63,below,,,,,,"[29481.5,29425.12]","5m breaks below 29530.63 POC, then pulls back to retest 29530.63 from below and stalls","5m close back above 29553.75 OR-L voids the retest","5m close above 29601.00 PDH invalidates the entire plan","2x5m close above 29585.00 RTH-H flips bias to long"
2026-09-04,NY,6,"2026-09-04 12:10:35",active,short,S1,short,reject,B,touch,29579.56,below,1,29579.56,29614.5,29503.38,,"[29553.75,29503.38,29481.5]","After 13:30 CT, price rallies into 29579.56 VWAP and stalls; sell the touch, not a chase.","A 5m close above 29601.00 PDH invalidates this fade.","A 5m close above 29635.00 OR-H invalidates the entire short plan.","5m close above 29601.00 PDH flips the session to long"
2026-09-04,NY,6,"2026-09-04 12:10:35",active,short,S2,short,sweep_reclaim,B,touch,29720,above,1,29720,29755,29635,,"[29635,29579.56,29553.75]","Price rallies to 29720.00 ONH and sweeps it; a 5m close back below 29720.00 confirms the reclaim and the short.","A 5m close above 29755.00 invalidates the fade.","A 5m close above 29635.00 OR-H invalidates the entire short plan.","5m close above 29601.00 PDH flips the session to long"
2026-09-04,NY,6,"2026-09-04 12:10:35",active,short,S3,long,sweep_reclaim,C,touch,29144.5,below,,,,,,"[29425.12,29503.38]","A flush to 29144.50 Demand·1h that sweeps the level and then posts a 5m close back above it.","A 5m close below 29101.75 PDL invalidates.","A 5m close above 29635.00 OR-H invalidates the entire short plan.","5m close above 29601.00 PDH flips the session to long"
