pid,ver,sess,td,lc,sid,cond,dirn,q,arm_en,e,sl,tp,tc,wc,entry_mode,sl_pts,tp_field
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-26,active,S2,breakout_retest,short,B,False,,,,"[29095.5, 29085, 28711.25]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-26,active,S3,sweep_reclaim,long,C,False,,,,"[29145.5, 29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-26,active,S4,reclaim,long,B,False,,,,"[29310, 29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-26,active,S1,breakout_retest,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-26,active,S2,sweep_reclaim,short,B,False,,,,"[29228.5, 29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-26,active,S3,sweep_reclaim,long,B,False,,,,"[29145.5, 29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-26,active,S1,reject,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-26,active,S2,breakout_retest,short,A,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-26,active,S3,sweep_reclaim,long,B,False,,,,"[29145.5, 29228.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-26,active,S4,sweep_reclaim,short,B,False,,,,"[29228.5, 29145.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-26,active,S5,breakout_retest,long,B,False,,,,"[29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-26,active,S1,breakout_retest,short,B,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-26,active,S2,sweep_reclaim,short,B,False,,,,"[29228.5, 29145.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-26,active,S3,breakout_retest,short,A,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-26,active,S4,sweep_reclaim,long,B,False,,,,"[29145.5, 29228.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-26,active,S1,hold,short,B,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-26,active,S2,hold,short,A,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-26,active,S3,reclaim,long,B,False,,,,"[29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-26,active,S4,breakout_retest,long,A,False,,,,"[29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,LONDON,2026-08-26,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,2026-08-26,active,S1,breakout_retest,long,A,False,,,,"[29310, 29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,2026-08-26,active,S2,hold,long,B,False,,,,"[29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,2026-08-26,active,S3,sweep_reclaim,short,B,False,,,,"[29228.5, 29212.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,2026-08-26,active,S4,acceptance,short,C,False,,,,"[29212.5, 29145.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,2026-08-26,active,S1,hold,long,A,False,,,,"[29310, 29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,2026-08-26,active,S2,breakout_retest,long,A,False,,,,"[29416, 29420, 29432.25]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,2026-08-26,active,S3,reject,short,B,False,,,,"[29310, 29228.5, 29212.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,2026-08-26,active,S4,breakout_retest,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,2026-08-26,active,S1,hold,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,2026-08-26,active,S2,sweep_reclaim,short,B,False,,,,"[29228.5, 29212.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,2026-08-26,active,S3,sweep_reclaim,long,B,False,,,,"[29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,2026-08-26,active,S4,reclaim,long,B,False,,,,"[29310, 29416, 29420]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,2026-08-26,active,S5,hold,short,B,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,LONDON,2026-08-26,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,2026-08-26,active,S1,hold,short,B,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,2026-08-26,active,S2,reject,short,B,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,2026-08-26,active,S3,hold,long,B,False,,,,"[29145.5, 29212.5, 29228.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,2026-08-26,active,S4,reclaim,long,B,False,,,,"[29310, 29416]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,2026-08-26,active,S1,acceptance,short,A,False,,,,"[29110, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,2026-08-26,active,S2,reject,short,B,False,,,,"[29164.75, 29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,2026-08-26,active,S3,sweep_reclaim,long,B,False,,,,"[29145.5, 29164.75, 29212.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,2026-08-26,active,S4,reclaim,long,B,False,,,,"[29280, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,2026-08-26,active,S1,reject,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,2026-08-26,active,S2,acceptance,short,A,False,,,,[29085],,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,2026-08-26,active,S3,sweep_reclaim,long,C,False,,,,"[29145.5, 29228.5, 29310]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-26,active,S1,reject,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-26,active,S2,breakout_retest,short,C,False,,,,[29085],,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-26,active,S3,reject,long,C,False,,,,"[29145.5, 29212.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-26,active,S1,sweep_reclaim,long,B,False,,,,"[29310, 29416, 29553.12]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-26,active,S2,breakout_retest,long,A,False,,,,"[29416, 29539.38, 29553.12]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-26,active,S3,sweep_reclaim,short,B,False,,,,"[29281, 29212.5, 29174.25]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-26,active,S4,reject,short,B,False,,,,"[29310, 29281, 29212.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-26,active,S1,breakout_retest,short,B,False,,,,"[29212.5, 29174.25, 29095.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-26,active,S2,reject,short,A,False,,,,"[29310, 29228.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-26,active,S3,reject,short,B,False,,,,"[29420, 29310]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-26,active,S4,sweep_reclaim,long,C,False,,,,"[29212.5, 29228.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-26,active,S5,hold,long,B,False,,,,"[29174.25, 29212.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-26,active,S1,breakout_retest,short,B,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-26,active,S2,sweep_reclaim,long,C,False,,,,"[29209.25, 29228.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-26,active,S3,reject,short,B,False,,,,"[29174.25, 29145.5, 29095.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-26,active,S4,hold,long,B,False,,,,"[29174.25, 29209.25]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-26,active,S1,hold,long,B,False,,,,"[29281, 29310, 29416]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-26,active,S2,breakout_retest,long,C,False,,,,"[29416, 29539.38, 29553.12]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-26,active,S3,reject,short,A,False,,,,"[29310, 29281, 29228.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-26,active,S4,reject,short,C,False,,,,"[29416, 29310]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-26,active,S1,reject,long,B,False,,,,"[29145.5, 29228.5, 29281]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-26,active,S2,reject,short,B,False,,,,"[29310, 29281, 29228.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-26,active,S3,breakout_retest,short,C,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-26,active,S1,reject,long,B,False,,,,"[29281, 29310]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-26,active,S2,reject,short,B,False,,,,"[29310, 29281]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-26,active,S3,breakout_retest,short,B,False,,,,"[29145.5, 29095.5]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-26,active,S4,sweep_reclaim,long,C,False,,,,"[29310, 29416]",,,,
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,2026-08-26,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-27,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-27,active,S1,sweep_reclaim,short,A,False,,,,"[29633.26, 29624.55, 29599.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-27,active,S2,breakout_retest,long,B,False,,,,"[29670.62, 29863.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-27,active,S3,reject,short,B,False,,,,"[29624.55, 29619.5, 29599.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-27,active,S1,breakout_retest,long,A,False,,,,[29655.75],,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-27,active,S2,reclaim,long,B,False,,,,"[29645.25, 29655.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-27,active,S3,sweep_reclaim,long,B,False,,,,"[29625.28, 29645.25]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-27,active,S4,sweep_reclaim,short,C,False,,,,"[29645.25, 29625.28]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-27,active,S1,reject,short,B,False,,,,"[29599.75, 29576.5, 29541.12]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-27,active,S2,sweep_reclaim,long,B,False,,,,"[29616.22, 29645.25, 29655.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-27,active,S3,breakout_retest,short,C,False,,,,"[29589.5, 29576.5, 29541.12]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-27,active,S4,hold,long,B,False,,,,"[29403.88, 29452.5, 29499.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-27,active,S5,sweep_reclaim,short,A,False,,,,"[29616.22, 29599.75, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-27,active,S1,sweep_reclaim,short,A,False,,,,"[29642.41, 29627.75, 29619.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-27,active,S2,reject,short,B,False,,,,"[29642.41, 29627.75, 29619.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-27,active,S3,sweep_reclaim,long,C,False,,,,"[29541.12, 29576.5, 29608.79]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-27,active,S1,sweep_reclaim,short,B,False,,,,"[29650.25, 29640.78, 29630.84]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-27,active,S2,reject,short,B,False,,,,"[29650.25, 29640.78, 29630.84]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-27,active,S3,breakout_retest,short,C,False,,,,"[29619.5, 29591.5, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-27,active,S1,sweep_reclaim,short,A,False,,,,"[29655.28, 29642.63, 29635.04]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-27,active,S2,reject,short,B,False,,,,"[29655.28, 29642.63]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-27,active,S3,breakout_retest,short,B,False,,,,"[29642.63, 29635.04, 29627.75]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-27,active,S4,sweep_reclaim,short,B,False,,,,"[29678.25, 29673.5, 29655.28]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-27,active,S1,sweep_reclaim,short,A,True,29694.69,29710.5,29673.5,"[29673.5, 29668.54, 29647.36, 29619.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-27,active,S2,reject,short,B,True,29694.69,29704.25,29673.5,"[29673.5, 29668.54, 29647.36]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-27,active,S3,hold,short,B,False,,,,"[29668.54, 29647.36, 29619.5, 29591.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-27,active,S1,reject,short,B,True,29676,29692,29643.5,"[29652.97, 29643.5, 29623.48, 29591.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-27,active,S2,sweep_reclaim,short,A,True,29700,29722,29645,"[29677.86, 29652.97, 29643.5, 29591.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-27,active,S3,breakout_retest,short,B,True,29638,29650,29615,"[29623.48, 29619.5, 29591.5, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-27,active,S4,sweep_reclaim,long,C,False,,,,"[29619.5, 29639.5, 29677.86, 29707.25]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-27,active,S1,sweep_reclaim,short,B,True,29667,29681,29625,"[29624.65, 29619.5, 29591.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-27,active,S2,reject,short,B,True,29671,29683,29625,"[29624.65, 29591.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-27,active,S3,breakout_retest,short,B,True,29621,29634,29592,"[29591.5, 29581.88, 29576.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-27,active,S4,hold,long,C,False,,,,"[29624.65, 29669.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-27,active,S1,sweep_reclaim,short,B,False,,,,"[29623.66, 29591.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-27,active,S2,reject,short,B,True,29622.5,29631,29591,"[29591.5, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-27,active,S3,breakout_retest,short,B,True,29590,29602.5,29570,"[29576.5, 29432.25]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-27,active,S4,sweep_reclaim,long,C,False,,,,"[29539.38, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-27,active,S1,reject,short,B,True,29621.01,29642,29576.5,"[29591.5, 29576.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-27,active,S2,breakout_retest,short,A,True,29591.5,29621.01,29539.38,"[29576.5, 29539.38, 29424]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-27,active,S3,sweep_reclaim,long,B,True,29424,29316.38,29576.5,"[29424, 29576.5]",True,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-27,active,S1,reject,short,B,True,29618.47,29624,29611,"[29611, 29591.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-27,active,S2,breakout_retest,short,B,False,,,,"[29576.5, 29539.38]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-27,active,S3,reject,short,B,True,29642,29647,29618.47,"[29618.47, 29611, 29591.5]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-27,active,S4,sweep_reclaim,long,B,False,,,,"[29424, 29539.38]",,,,
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-27,active,S5,sweep_reclaim,short,B,False,,,,"[29678.25, 29645.86, 29618.47]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-27,active,S1,sweep_reclaim,short,B,False,,,,"[29495.92, 29466.65, 29457.25]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-27,active,S2,reject,short,B,False,,,,"[29466.65, 29457.25]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-27,active,S3,breakout_retest,short,B,False,,,,"[29457.25, 29452.75, 29448.75]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-27,active,S1,sweep_reclaim,short,B,False,,,,"[29524.77, 29511.25, 29499.75]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-27,active,S2,sweep_reclaim,long,B,False,,,,"[29539.38, 29543.75, 29577.25]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-27,active,S3,breakout_retest,long,B,False,,,,[29577.25],,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-27,active,S4,sweep_reclaim,short,B,False,,,,"[29543.75, 29524.77]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-27,active,S1,sweep_reclaim,long,A,False,,,,"[29499.75, 29521.5, 29539.38]",,,,
