t0,session,day,label,fam,grade,mgrade,instr,px,first,n_eps,hold,brk,amb,dist,mfe1,mae1
1787870569000,ASIA,2026-08-27,VWAP,VWAP*,A,A,flip line and first target,29624.55,break,23,8,9,6,10.950000000000728,20.299999999999272,-13.950000000000728
1787870569000,ASIA,2026-08-27,Supply·1h,SUPPLY,C,C,confluence target,29619.5,ambiguous_horizon,29,11,8,10,16.0,15.25,0.0
1787870569000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,short target,29615.84,ambiguous_horizon,31,7,10,14,19.659999999999854,11.590000000000146,-2.1599999999998545
1787870569000,ASIA,2026-08-27,Demand·1h (HTF),DEMAND,A,,deep demand confluence,29541.12,break,5,3,2,0,94.38000000000102,35.61999999999898,-16.38000000000102
1787870569000,ASIA,2026-08-27,iFVG(bull)·1h (HTF),IFVG,A,,take-profit target only,29670.62,ambiguous_horizon,16,7,7,2,35.11999999999898,2.8800000000010186,-12.369999999998981
1787870569000,ASIA,2026-08-27,OB(bull)·4h,OB,C,C,runner target confluence,29863.5,untouched,0,0,0,0,228.0,0,0
1787871859000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,fade first touch,29634.04,hold,18,9,8,1,8.540000000000873,0.0,-21.540000000000873
1787871859000,ASIA,2026-08-27,VWAP,VWAP*,A,A,pullback long on reclaim,29625.28,break,22,8,8,6,0.22000000000116415,21.029999999998836,-1.2200000000011642
1787871859000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,deeper pullback long,29616.52,ambiguous_horizon,32,9,9,14,8.979999999999563,12.270000000000437,-1.4799999999995634
1787873169000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,fade_reversion,29616.22,hold,30,8,9,13,5.220000000001164,9.029999999998836,-21.220000000001164
1787873169000,ASIA,2026-08-27,Demand·1h,DEMAND,C,,confluence_react,29541.12,break,5,3,2,0,69.88000000000102,35.61999999999898,-16.38000000000102
1787873169000,ASIA,2026-08-27,iFVG(bull)·1h (HTF),IFVG,A,A,target_only,29403.88,untouched,0,0,0,0,207.11999999999898,0,0
1787878425000,ASIA,2026-08-27,SWG-H·15m,SWG-H,A,A,reject,29678.25,ambiguous_horizon,13,5,7,1,31.75,19.0,-9.5
1787878425000,ASIA,2026-08-27,ONH,ONH,A,A,sweep_break,29660.0,ambiguous_horizon,19,3,8,8,13.5,11.25,-9.25
1787878425000,ASIA,2026-08-27,SWG-H·5m,SWG-H,A,A,watch,29656.5,ambiguous_horizon,19,7,4,8,10.0,14.75,-5.75
1787878425000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,fade,29642.41,hold,15,5,8,2,4.0900000000001455,0.4099999999998545,-20.090000000000146
1787878425000,ASIA,2026-08-27,SWG-L·5m,SWG-L,A,A,target,29627.75,ambiguous_horizon,18,7,9,2,18.75,8.25,-3.5
1787878425000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,target,29608.79,ambiguous_horizon,31,8,7,16,37.70999999999913,5.790000000000873,-5.209999999999127
1787878425000,ASIA,2026-08-27,ONL,ONL,A,A,target,29591.5,ambiguous_horizon,8,4,3,1,55.0,13.75,-22.5
1787880144000,ASIA,2026-08-27,SWG-H·5m,SWG-H,A,A,watch,29667.75,hold,16,4,8,4,12.5,4.75,-26.0
1787880144000,ASIA,2026-08-27,ONH,ONH,A,A,sweep_reclaim,29671.25,hold,15,7,8,0,16.0,1.25,-21.5
1787880144000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,target,29650.25,hold,17,7,5,5,5.0,7.25,-21.5
1787880144000,ASIA,2026-08-27,eVWAP,eVWAP,A,A,target,29640.78,hold,14,3,9,2,14.470000000001164,0.0,-22.470000000001164
1787880144000,ASIA,2026-08-27,VWAP,VWAP*,A,A,retest,29630.84,ambiguous_horizon,16,5,8,3,24.409999999999854,10.090000000000146,-6.4099999999998545
1787882048000,ASIA,2026-08-27,SWG-H·15m,SWG-H,A,A,upper liquidity / death line,29707.5,hold,4,2,2,0,30.0,0.0,-66.25
1787882048000,ASIA,2026-08-27,ONH,ONH,A,A,sweep-reclaim short,29673.5,break,12,5,7,0,4.0,21.75,-2.5
1787882048000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,break-retest short / target,29655.28,ambiguous_horizon,15,6,4,5,22.220000000001164,11.779999999998836,-13.970000000001164
1787882048000,ASIA,2026-08-27,eVWAP,eVWAP,A,A,target,29642.63,hold,13,3,8,2,34.86999999999898,0.0,-20.61999999999898
1787882048000,ASIA,2026-08-27,VWAP,VWAP*,A,A,target,29635.04,ambiguous_horizon,14,4,9,1,42.45999999999913,14.290000000000873,-9.209999999999127
1787885378000,ASIA,2026-08-27,VWAP+2σ,VWAP*,A,A,reject/fade only; no new shorts after 5m close above,29694.69,ambiguous_horizon,7,3,3,1,37.68999999999869,7.81000000000131,-5.18999999999869
1787885378000,ASIA,2026-08-27,ONH,ONH,A,A,sweep_reclaim or breakout anchor; never blind fade,29704.25,hold,5,3,2,0,47.25,0.25,-18.5
1787885378000,ASIA,2026-08-27,SWG-H·5m,SWG-H,A,A,first target; breakdown/retest trigger,29673.5,break,11,5,6,0,16.5,28.0,-0.5
1787885378000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,nearest magnet; target,29668.54,ambiguous_horizon,13,3,6,4,11.540000000000873,14.959999999999127,-13.040000000000873
1787885378000,ASIA,2026-08-27,eVWAP,eVWAP,A,A,magnet; second target,29647.36,hold,12,3,6,3,9.639999999999418,7.860000000000582,-21.139999999999418
1787885378000,ASIA,2026-08-27,SWG-L·5m,SWG-L,A,A,reaction and target,29641.5,hold,13,3,8,2,15.5,0.0,-21.75
1787890469000,ASIA,2026-08-27,eVWAP,eVWAP,A,A,revert,29652.97,ambiguous_horizon,13,6,4,3,11.779999999998836,14.220000000001164,-4.029999999998836
1787890469000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,fade,29677.86,hold,9,5,4,0,13.110000000000582,4.389999999999418,-21.610000000000582
1787890469000,ASIA,2026-08-27,ONH,ONH,A,A,sweep_reclaim,29707.25,hold,4,2,2,0,42.5,0.0,-66.0
1787890469000,ASIA,2026-08-27,SWG-L·5m,SWG-L,A,A,react,29643.5,ambiguous_horizon,13,3,9,1,21.25,4.75,-9.75
1787890469000,ASIA,2026-08-27,SWG-L·5m,SWG-L,A,A,break_retest,29639.5,ambiguous_horizon,14,3,9,2,25.25,0.0,-10.5
1787890469000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,magnet,29623.48,ambiguous_horizon,22,10,7,5,41.27000000000044,8.479999999999563,-6.270000000000437
1787893239000,ASIA,2026-08-27,SWG-H·5m,SWG-H,A,A,short trigger on sweep_reclaim,29669.5,ambiguous_horizon,9,4,4,1,29.0,12.75,-18.25
1787893239000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,reject zone,29676.98,hold,9,5,4,0,36.47999999999956,5.270000000000437,-20.729999999999563
1787893239000,ASIA,2026-08-27,VWAP+2σ,VWAP*,A,A,target only,29703.14,hold,5,3,2,0,62.63999999999942,0.0,-49.38999999999942
1787893239000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,first target / breakdown trigger,29624.65,ambiguous_horizon,20,7,7,6,15.849999999998545,9.650000000001455,-5.099999999998545
1787893239000,ASIA,2026-08-27,nPOC·2026-08-26,nPOC,A,A,discount support,29581.88,hold,6,4,2,0,58.61999999999898,4.130000000001019,-24.36999999999898
1787895883000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,fade,29623.66,hold,20,9,7,4,16.409999999999854,0.0,-22.909999999999854
1787895883000,ASIA,2026-08-27,PDC,PDC,A,A,pivot,29642.0,hold,10,2,8,0,34.75,11.25,-17.75
1787895883000,ASIA,2026-08-27,VWAP,VWAP*,A,A,reject,29649.68,hold,10,2,6,2,42.43000000000029,0.0,-25.43000000000029
1787895883000,ASIA,2026-08-27,RTH-H,RTH-H,A,A,react,29678.25,hold,9,5,4,0,71.0,4.0,-22.0
1787895883000,ASIA,2026-08-27,PDH,PDH,A,A,react,29707.5,hold,4,2,2,0,100.25,0.0,-66.25
1787895883000,ASIA,2026-08-27,OB(bear)·1h,OB,C,C,confluence,29619.5,hold,25,10,7,8,12.25,2.25,-22.75
1787895883000,ASIA,2026-08-27,Supply·1h,SUPPLY,C,C,flip_ref,29539.38,break,4,2,2,0,67.86999999999898,33.88000000000102,-18.11999999999898
1787895883000,ASIA,2026-08-27,OB(bull)·1h (HTF),OB,A,A,target_only,29432.25,untouched,0,0,0,0,175.0,0,0
1787895883000,ASIA,2026-08-27,RTH-L,RTH-L,A,A,reclaim,29424.0,untouched,0,0,0,0,183.25,0,0
1787895883000,ASIA,2026-08-27,PDL,PDL,A,A,react,29402.25,untouched,0,0,0,0,205.0,0,0
1787896964000,ASIA,2026-08-27,Demand·1h (HTF),DEMAND,A,A,target_only,29316.38,untouched,0,0,0,0,289.619999999999,0,0
1787896964000,ASIA,2026-08-27,OB(bull)·1h,OB,C,C,watch_confluence,29611.0,ambiguous_horizon,30,6,8,16,5.0,7.0,-9.75
1787896964000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,fade_shorts,29621.01,hold,21,7,6,8,15.0099999999984,0.7400000000016007,-20.2599999999984
1787896964000,ASIA,2026-08-27,VWAP,VWAP*,A,A,invalidate_here,29647.73,hold,10,2,6,2,41.72999999999956,0.0,-23.479999999999563
1787899390000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,fade,29673.24,hold,9,5,4,0,51.2400000000016,9.0099999999984,-21.9900000000016
1787899390000,ASIA,2026-08-27,VWAP,VWAP*,A,A,fade,29645.86,hold,12,3,9,0,23.860000000000582,7.389999999999418,-18.610000000000582
1787899390000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,fade,29618.47,hold,24,9,6,9,3.529999999998836,1.2200000000011642,-17.529999999998836
1787901224000,LONDON,2026-08-28,VWAP−2σ,VWAP*,A,A,first support/target below onl,29588.43,ambiguous_horizon,6,4,1,1,23.56999999999971,10.680000000000291,-17.81999999999971
1787901224000,LONDON,2026-08-28,VWAP+1σ,VWAP*,A,A,fade target / flip reference,29671.88,hold,9,5,4,0,59.88000000000102,10.369999999998981,-20.63000000000102
1787917001000,LONDON,2026-08-28,ONL,ONL,A,A,liquidity_break,29577.75,hold,6,3,3,0,40.0,15.25,-28.25
1787917001000,LONDON,2026-08-28,VWAP−1σ,VWAP*,A,A,magnet_meanrevert,29606.02,ambiguous_horizon,10,3,6,1,11.729999999999563,8.770000000000437,-8.729999999999563
1787917001000,LONDON,2026-08-28,iFVG(bear)·1h (HTF),IFVG,A,A,target_only,29620.0,ambiguous_horizon,11,4,6,1,2.25,4.0,-17.0
1787917001000,LONDON,2026-08-28,OB(bear)·1h,OB,C,A,confluence,29644.38,break,11,3,8,0,26.63000000000102,20.36999999999898,-7.380000000001019
1787917001000,LONDON,2026-08-28,OB(bear)·4h (HTF),OB,A,A,target_only,29664.25,hold,10,4,5,1,46.5,0.0,-20.5
1787920012000,LONDON,2026-08-28,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29662.13,hold,11,3,6,2,12.380000000001019,0.0,-18.38000000000102
1787920012000,LONDON,2026-08-28,OB(bull)·1h (HTF),OB,A,A,target_only,29490.88,hold,19,11,3,5,158.86999999999898,26.38000000000102,-35.11999999999898
1787920521000,LONDON,2026-08-28,OB(bull)·1h (HTF),OB,A,A,target_only,29715.75,break,2,0,2,0,91.0,28.25,-11.5
1787920521000,LONDON,2026-08-28,Demand·1h (HTF),DEMAND,A,,react_zone,29722.62,break,2,0,2,0,97.86999999999898,23.38000000000102,0.0
1787920521000,LONDON,2026-08-28,SWG-H·15m,SWG-H,A,A,react_zone,29653.25,ambiguous_horizon,10,4,4,2,28.5,10.75,-4.5
1787921308000,LONDON,2026-08-28,eVWAP,eVWAP,A,A,magnet_meanrevert: fade extension only,29637.04,break,8,2,6,0,22.709999999999127,40.29000000000087,-9.209999999999127
1787921308000,LONDON,2026-08-28,SWG-H·15m,SWG-H,A,A,react_zone: first support / break reference,29633.5,break,8,2,6,0,26.25,36.75,-12.75
1787921308000,LONDON,2026-08-28,OB(bear)·15m,OB,C,C,htf confluence only — never standalone trigger,29629.0,break,8,3,5,0,30.75,32.25,-17.25
1787921308000,LONDON,2026-08-28,SWG-H·5m,SWG-H,A,A,react_zone: retest as new break trigger,29623.0,hold,8,3,5,0,36.75,0.25,-22.0
1787921308000,LONDON,2026-08-28,VWAP−1σ,VWAP*,A,A,magnet_meanrevert: target / support reference,29606.4,break,8,3,5,0,53.349999999998545,34.650000000001455,-6.099999999998545
1787921308000,LONDON,2026-08-28,SWG-L·5m,SWG-L,A,A,react_zone: break target,29597.25,break,6,2,4,0,62.5,25.5,-15.25
1787922982000,LONDON,2026-08-28,VWAP+1σ,VWAP*,A,A,fade,29663.45,break,8,3,5,0,7.950000000000728,35.54999999999927,0.0
1787922982000,LONDON,2026-08-28,OB(bear)·1h (HTF),OB,A,A,target,29644.38,break,8,3,5,0,11.119999999998981,19.38000000000102,-5.869999999998981
1787924039000,NY,2026-08-28,OB(bull)·1h (HTF),OB,A,A,target_only,29514.5,hold,12,6,3,3,90.75,0.0,-27.75
1787924039000,NY,2026-08-28,VWAP,VWAP*,A,A,magnet_meanrevert,29636.13,break,7,2,5,0,30.88000000000102,58.36999999999898,-15.880000000001019
1787924039000,NY,2026-08-28,Supply·1h,SUPPLY,C,C,confluence,29848.75,untouched,0,0,0,0,243.5,0,0
1787924948000,NY,2026-08-28,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29660.45,break,4,1,3,0,7.950000000000728,47.04999999999927,-57.70000000000073
1787924948000,NY,2026-08-28,OR-H,OR-H,A,A,liquidity_break,29637.5,hold,6,2,4,0,15.0,12.0,-21.0
1787924948000,NY,2026-08-28,OR-L,OR-L,A,A,liquidity_break,29562.5,hold,6,1,5,0,90.0,0.0,-55.0
1787926849000,NY,2026-08-28,VWAP,VWAP*,A,A,magnet_meanrevert,29631.14,break,2,0,2,0,13.860000000000582,26.889999999999418,-23.360000000000582
1787926849000,NY,2026-08-28,OB(bull)·1h,OB,C,C,confluence_reference,29532.0,hold,4,2,2,0,113.0,12.0,-23.75
1787932307000,NY,2026-08-28,Supply·4h (HTF),SUPPLY,A,A,react,29767.5,untouched,0,0,0,0,176.5,0,0
1787932307000,NY,2026-08-28,OB(bull)·4h (HTF),OB,A,A,target,29697.75,untouched,0,0,0,0,106.75,0,0
1787932307000,NY,2026-08-28,VWAP,VWAP*,A,A,revert,29657.39,untouched,0,0,0,0,66.38999999999942,0,0
1787932307000,NY,2026-08-28,Demand·4h (HTF),DEMAND,A,A,target,29654.0,untouched,0,0,0,0,63.0,0,0
1787936744000,NY,2026-08-28,EQL·1h (HTF),EQL,A,A,death_line,29441.0,hold,2,2,0,0,1.25,0.0,-22.25
1787936744000,NY,2026-08-28,SWG-L·5m,SWG-L,A,A,sweep_reclaim_long,29464.5,break,8,5,3,0,22.25,20.25,-24.5
1787936744000,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,sweep_liquidity,29468.0,break,8,5,3,0,25.75,16.75,-3.75
1787936744000,NY,2026-08-28,VWAP−2σ,VWAP*,A,A,long_reject,29479.5,hold,10,6,2,2,37.25,10.5,-28.25
1787936744000,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,watch_liquidity,29488.5,hold,14,7,1,6,46.25,0.75,-19.75
1787936744000,NY,2026-08-28,OB(bear)·1h,OB,C,C,confluence,29502.88,hold,10,6,2,2,60.63000000000102,1.6199999999989814,-21.38000000000102
1787936744000,NY,2026-08-28,VWAP−1σ,VWAP*,A,A,target,29555.56,untouched,0,0,0,0,113.31000000000131,0,0
1787936744000,NY,2026-08-28,pdVWAP,pdVWAP,A,A,target,29572.69,untouched,0,0,0,0,130.4399999999987,0,0
1787936744000,NY,2026-08-28,EQL·1h (HTF),EQL,A,A,short_reject,29588.25,untouched,0,0,0,0,146.0,0,0
1787936744000,NY,2026-08-28,SWG-L·15m,SWG-L,A,A,invalidation,29592.5,untouched,0,0,0,0,150.25,0,0
1787939999000,NY,2026-08-28,EQL,EQL,A,A,liquidity pool/reclaim trigger,29464.25,break,2,0,2,0,44.0,19.0,-1.5
1787939999000,NY,2026-08-28,VWAP−2σ,VWAP*,A,A,support/reclaim reference,29453.77,ambiguous_horizon,1,0,0,1,54.47999999999956,13.270000000000437,-16.479999999999563
1787939999000,NY,2026-08-28,SWG-L·5m,SWG-L,A,A,death/stop reference,29437.0,untouched,0,0,0,0,71.25,0,0
1787939999000,NY,2026-08-28,PDL,PDL,A,A,liquidity break target,29424.0,untouched,0,0,0,0,84.25,0,0
1787939999000,NY,2026-08-28,EQH·1h (HTF),EQH,A,A,lower liquidity break confluence,29420.0,untouched,0,0,0,0,88.25,0,0
1787939999000,NY,2026-08-28,EQH·15m (HTF),EQH,A,A,lower liquidity break target,29416.0,untouched,0,0,0,0,92.25,0,0
1787939999000,NY,2026-08-28,EQL·15m (HTF),EQL,A,A,lower target,29402.25,untouched,0,0,0,0,106.0,0,0
1787939999000,NY,2026-08-28,EQH,EQH,A,A,first opposing liquidity target,29495.0,hold,8,2,2,4,13.25,0.0,-23.5
1787939999000,NY,2026-08-28,VAL,VAL,A,,value reclaim target,29532.67,untouched,0,0,0,0,24.419999999998254,0,0
1787939999000,NY,2026-08-28,SWG-H·5m,SWG-H,A,A,upper target,29549.0,untouched,0,0,0,0,40.75,0,0
1787940531000,NY,2026-08-28,VWAP−2σ,VWAP*,A,A,hold,29445.53,hold,1,1,0,0,60.470000000001164,5.029999999998836,-24.720000000001164
1787940531000,NY,2026-08-28,EQL,EQL,A,A,reclaim,29512.0,hold,5,4,0,1,6.0,6.5,-23.5
1787940531000,NY,2026-08-28,EQL·15m (HTF),EQL,A,A,break,29516.0,hold,3,2,0,1,10.0,2.5,-27.5
1787940531000,NY,2026-08-28,VWAP−1σ,VWAP*,A,A,reclaim,29531.05,untouched,0,0,0,0,25.049999999999272,0,0
1787940531000,NY,2026-08-28,pdVWAP,pdVWAP,A,A,magnet,29573.96,untouched,0,0,0,0,67.95999999999913,0,0
1788127736000,ASIA,2026-08-30,OB(bear)·1h,OB,C,C,confluence_only,29502.88,ambiguous_horizon,12,2,2,8,45.38000000000102,15.369999999998981,-2.6300000000010186
1788127736000,ASIA,2026-08-30,nPOC·2026-08-27,nPOC,A,A,reject,29494.38,hold,10,5,3,2,36.88000000000102,0.0,-18.88000000000102
1788127736000,ASIA,2026-08-30,PDL,PDL,A,A,sweep_reclaim,29437.0,ambiguous_horizon,31,16,8,7,20.5,10.0,-17.0
1788127736000,ASIA,2026-08-30,EQL·1h (HTF),EQL,A,A,target_only,29424.0,break,28,13,9,6,33.5,42.25,-9.75
1788127736000,ASIA,2026-08-30,EQH·15m (HTF),EQH,A,A,target_only,29414.75,break,25,9,11,5,42.75,33.0,-3.75
1788127736000,ASIA,2026-08-30,PDC,PDC,A,A,breakout_retest,29509.5,ambiguous_horizon,15,3,3,9,52.0,8.75,-8.5
1788127736000,ASIA,2026-08-30,EQL·15m (HTF),EQL,A,A,target_only,29514.5,ambiguous_horizon,14,2,2,10,57.0,3.75,-13.5
1788127736000,ASIA,2026-08-30,EQH,EQH,A,A,target_only,29521.5,ambiguous_horizon,8,3,0,5,64.0,3.5,-19.0
1788127736000,ASIA,2026-08-30,Supply·1h,SUPPLY,C,C,confluence_only,29539.38,untouched,0,0,0,0,81.88000000000102,0,0
1788127736000,ASIA,2026-08-30,ONH,ONH,A,A,target_only,29543.5,untouched,0,0,0,0,86.0,0,0
1788132934000,ASIA,2026-08-30,EQH·15m,EQH,A,A,target,29310.0,hold,12,7,4,1,62.0,9.0,-21.0
1788132934000,ASIA,2026-08-30,iFVG(bear)·1h,IFVG,A,A,target,29335.5,hold,12,6,6,0,36.5,0.0,-21.5
1788132934000,ASIA,2026-08-30,OB(bull)·15m,OB,C,B,confluence,29357.25,break,10,3,4,3,14.75,36.25,-9.5
1788132934000,ASIA,2026-08-30,ONL,ONL,A,A,sweep_or_break,29371.5,break,7,4,2,1,0.5,26.5,-18.25
1788132934000,ASIA,2026-08-30,VWAP−2σ,VWAP*,A,A,react,29379.45,break,11,5,5,1,7.450000000000728,18.799999999999272,-5.700000000000728
1788132934000,ASIA,2026-08-30,EQL·4h,EQL,A,A,target,29396.75,ambiguous_horizon,20,9,5,6,24.75,2.25,-18.0
1788132934000,ASIA,2026-08-30,VWAP−1σ,VWAP*,A,A,fade,29414.21,ambiguous_horizon,24,7,10,7,42.20999999999913,23.790000000000873,-7.209999999999127
1788132934000,ASIA,2026-08-30,EQH·1h,EQH,A,A,cap,29420.0,ambiguous_horizon,26,10,9,7,48.0,18.0,-13.0
1788132934000,ASIA,2026-08-30,SWG-L·5m,SWG-L,A,A,react,29427.0,ambiguous_horizon,26,14,6,6,55.0,11.0,-10.25
1788132934000,ASIA,2026-08-30,RTH-L,RTH-L,A,A,react,29437.0,hold,29,16,8,5,65.0,0.0,-19.0
1788132934000,ASIA,2026-08-30,VWAP,VWAP*,A,A,fade,29448.96,break,20,3,6,11,76.95999999999913,26.040000000000873,-6.459999999999127
1788132934000,ASIA,2026-08-30,Supply·1h,SUPPLY,C,,confluence,29465.12,ambiguous_horizon,13,6,5,2,93.11999999999898,12.130000000001019,-9.119999999998981
1788156410000,ASIA,2026-08-30,SWG-H·5m,SWG-H,A,A,monitor,29477.25,hold,7,4,3,0,3.5,0.0,-17.75
1788156410000,ASIA,2026-08-30,VWAP+2σ,VWAP*,A,A,monitor,29482.48,break,8,3,2,3,1.7299999999995634,21.020000000000437,0.0
1788156410000,ASIA,2026-08-30,VWAP+1σ,VWAP*,A,A,monitor,29424.83,hold,27,15,8,4,55.919999999998254,0.0,-32.169999999998254
1788156410000,ASIA,2026-08-30,VWAP,VWAP*,A,A,monitor,29367.17,hold,2,2,0,0,113.58000000000175,13.169999999998254,-36.830000000001746
1788156410000,ASIA,2026-08-30,SWG-H·15m,SWG-H,A,A,monitor,29363.0,hold,1,1,0,0,117.75,7.5,-24.5
1788156410000,ASIA,2026-08-30,SWG-H·5m,SWG-H,A,A,monitor,29356.0,hold,1,1,0,0,124.75,0.5,-31.5
1788156410000,ASIA,2026-08-30,SWG-L·5m,SWG-L,A,A,monitor,29341.0,untouched,0,0,0,0,139.75,0,0
1788156410000,ASIA,2026-08-30,VWAP−1σ,VWAP*,A,A,monitor,29309.51,untouched,0,0,0,0,171.2400000000016,0,0
1788156410000,ASIA,2026-08-30,ONL,ONL,A,A,monitor,29273.5,untouched,0,0,0,0,207.25,0,0
1788177050000,LONDON,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29443.0,break,17,7,7,3,4.0,23.75,-13.5
1788177050000,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29460.0,hold,10,7,3,0,21.0,7.0,-60.0
1788177050000,LONDON,2026-08-31,VWAP,VWAP*,A,A,monitor,29397.01,ambiguous_horizon,18,9,4,5,41.9900000000016,7.509999999998399,-11.2400000000016
1788177050000,LONDON,2026-08-31,VWAP+1σ,VWAP*,A,A,monitor,29469.55,hold,6,3,3,0,30.549999999999272,13.450000000000728,-22.299999999999272
1788177050000,LONDON,2026-08-31,SWG-H·15m,SWG-H,A,A,monitor,29368.25,hold,2,2,0,0,70.75,14.25,-35.75
1788177050000,LONDON,2026-08-31,SWG-L·15m,SWG-L,A,A,monitor,29329.5,untouched,0,0,0,0,109.5,0,0
1788177050000,LONDON,2026-08-31,VWAP−1σ,VWAP*,A,A,monitor,29324.46,untouched,0,0,0,0,114.54000000000087,0,0
1788177050000,LONDON,2026-08-31,SWG-H·15m,SWG-H,A,A,monitor,29538.75,untouched,0,0,0,0,99.75,0,0
1788180035000,LONDON,2026-08-31,OB(bull)·1h,OB,C,C,confluence,29432.25,break,19,10,6,3,36.0,49.0,-15.25
1788180035000,LONDON,2026-08-31,VWAP,VWAP*,A,A,fade-long,29398.52,ambiguous_horizon,19,11,4,4,2.2700000000004366,19.729999999999563,-14.270000000000437
1788180035000,LONDON,2026-08-31,Demand·1h (HTF),DEMAND,A,A,target,29316.38,untouched,0,0,0,0,79.86999999999898,0,0
1788180035000,LONDON,2026-08-31,OB(bear)·1h (HTF),OB,A,A,target,29498.5,hold,3,2,1,0,102.25,16.25,-33.25
1788180035000,LONDON,2026-08-31,OB(bull)·1h (HTF),OB,A,A,target,29574.38,untouched,0,0,0,0,178.13000000000102,0,0
1788180035000,LONDON,2026-08-31,OB(bull)·1h (HTF),OB,A,A,target,29633.25,untouched,0,0,0,0,237.0,0,0
1788180035000,LONDON,2026-08-31,PDH,PDH,A,A,reject-short,29811.75,untouched,0,0,0,0,415.5,0,0
1788183234000,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29470.0,hold,3,2,1,0,4.75,6.75,-49.75
1788183234000,LONDON,2026-08-31,VWAP+1σ,VWAP*,A,A,monitor,29473.06,hold,3,2,1,0,7.81000000000131,3.6899999999986903,-52.81000000000131
1788183234000,LONDON,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29483.0,hold,2,1,1,0,17.75,3.0,-22.0
1788183234000,LONDON,2026-08-31,OR-H,OR-H,A,A,monitor,29517.0,ambiguous_horizon,4,0,0,4,51.75,21.0,-18.75
1788183234000,LONDON,2026-08-31,OR-L,OR-L,A,A,monitor,29417.0,break,21,9,10,2,48.25,25.0,-21.75
1788183234000,LONDON,2026-08-31,VWAP,VWAP*,A,A,monitor,29404.31,hold,19,11,3,5,60.93999999999869,0.0,-32.43999999999869
1788183234000,LONDON,2026-08-31,VWAP−1σ,VWAP*,A,A,monitor,29335.56,untouched,0,0,0,0,129.6899999999987,0,0
1788184039000,NY,2026-08-31,VWAP,VWAP*,A,A,monitor,29407.03,break,21,9,11,1,50.970000000001164,30.279999999998836,-16.470000000001164
1788184039000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29400.0,break,14,6,5,3,58.0,23.25,-23.5
1788184039000,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29443.0,hold,10,5,2,3,15.0,30.25,-21.75
1788184039000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29374.25,hold,3,3,0,0,83.75,3.75,-31.0
1788184039000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,monitor,29343.13,untouched,0,0,0,0,114.86999999999898,0,0
1788186798000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29386.75,hold,6,3,2,1,10.25,1.5,-27.25
1788186798000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29398.5,break,10,5,2,3,22.0,19.75,0.0
1788186798000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,monitor,29350.96,untouched,0,0,0,0,25.540000000000873,0,0
1788186798000,NY,2026-08-31,VWAP,VWAP*,A,A,monitor,29408.71,break,16,4,10,2,32.20999999999913,28.790000000000873,-7.959999999999127
1788186798000,NY,2026-08-31,VWAP+1σ,VWAP*,A,A,monitor,29466.47,break,1,0,1,0,89.97000000000116,63.029999999998836,-7.970000000001164
1788187946000,NY,2026-08-31,Supply·1h,SUPPLY,C,C,confluence reference only,29209.25,untouched,0,0,0,0,179.75,0,0
1788187946000,NY,2026-08-31,iFVG(bear)·4h (HTF),IFVG,A,A,target only,29280.88,untouched,0,0,0,0,108.11999999999898,0,0
1788187946000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,magnet / breakdown trigger,29351.47,untouched,0,0,0,0,37.529999999998836,0,0
1788187946000,NY,2026-08-31,VWAP,VWAP*,A,A,reclaim pivot / short trigger on close back below,29408.52,break,14,4,8,2,19.520000000000437,24.979999999999563,-1.2700000000004366
