plan_id,version,trade_date,session,trigger_reason,trigger_class,created_ct,degraded,scenario_id,side,entry,stop,target,condition_text,condition_ever_true,first_true_ct,followed_by_arm,bias_ai,bias_tree,bias_regime,session_direction
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,ASIA,level_event  [seated iFVG(bear)·4h (HTF) invalidated: close 29185.50 above 29004.50 (noise 5.28) on ASIA 2026-09-02],wake+change,2026-09-02 17:18:29,0,S1,short,,,,[sweep_reclaim] Price sweeps above 29189.25 ONH (the draw) and delivers a 1m_mss close back below 29189.25; premium short allowed by branch 5. | confirm: touch ref=29189.25 side=above | confirm2: 1m_mss ref=29189.25 side=below,YES,2026-09-02 17:20:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,ASIA,level_event  [seated iFVG(bear)·4h (HTF) invalidated: close 29185.50 above 29004.50 (noise 5.28) on ASIA 2026-09-02],wake+change,2026-09-02 17:18:29,0,S2,long,,,,[sweep_reclaim] Price sweeps below 29149.00 ONL and reclaims with a 1m_mss close back above 29149.00; discount long only per branch 5. | confirm: touch ref=29149 side=below | confirm2: 1m_mss ref=29149 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29195.50 below 29324.50 (noise 4.95) on ASIA 2026-09-02],wake+change,2026-09-02 17:50:56,0,S1,short,,,,"[sweep_reclaim] Sweep of ONH 29208.75 / Supply 29209.25 (wick above 29208.75), then 5m close back below 29208.75 | confirm: touch ref=29208.75 side=above | confirm2: 1x5m_close ref=29208.75 side=below",NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29195.50 below 29324.50 (noise 4.95) on ASIA 2026-09-02],wake+change,2026-09-02 17:50:56,0,S2,long,,,,"[sweep_reclaim] Sweep below ONL 29149.00, then 5m close back above 29149.00 | confirm: touch ref=29149 side=below | confirm2: 1x5m_close ref=29149 side=above",NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29195.50 below 29324.50 (noise 4.95) on ASIA 2026-09-02],wake+change,2026-09-02 17:50:56,0,S3,short,29199.68,29216.25,29149,[reject] Touch of VWAP+1σ 29199.68 rejects and rotates back below 29199.68 | confirm: touch ref=29199.68 side=below,NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29195.50 below 29212.50 (noise 5.12) on ASIA 2026-09-02],wake+change,2026-09-02 18:04:42,0,S1,short,29208.75,29228.75,29149,"[reject] After the 16:00 1h sweep-up, a retest of ONH 29208.75 into Supply·1h 29209.25 that wicks and rejects on touch is a short. | confirm: touch ref=29208.75 side=below",NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29195.50 below 29212.50 (noise 5.12) on ASIA 2026-09-02],wake+change,2026-09-02 18:04:42,0,S2,long,,,,"[sweep_reclaim] A sweep below 29149.00 ONL into/near 29136.25 Demand·4h, then a 5m close back above 29149.00, confirms the reclaim and starts a long. | confirm: touch ref=29149 side=below | confirm2: 1x5m_close ref=29149 side=above",NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29195.50 below 29212.50 (noise 5.12) on ASIA 2026-09-02],wake+change,2026-09-02 18:04:42,0,S3,short,29149,29170,29058.75,"[reject] A retest of 29149.00 ONL from below that wicks and rejects on touch is a short; the close back above 29149.00 voided the prior break attempt, so this is a fresh reject rather than a continuation. | confirm: touch ref=29149 side=below",NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02],wake+change,2026-09-02 18:21:05,0,S1,short,29197.57,29212.5,29149,[reject] Touch of 29197.57 VWAP+1σ in the thin Asia tape; first-touch fade from the top of value. | confirm: touch ref=29197.57 side=below,NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02],wake+change,2026-09-02 18:21:05,0,S2,long,,,,[sweep_reclaim] Sweep below 29149.00 ONL followed by a 5m close back above 29149.00. | confirm: touch ref=29149 side=above | confirm2: 1x5m_close ref=29149 side=above,NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02],wake+change,2026-09-02 18:21:05,0,S3,long,,,,[breakout_retest] Break and 5m close above 29208.75 ONH; retest of 29208.75 holds as support. | confirm: 1x5m_close ref=29208.75 side=above | confirm2: touch ref=29208.75 side=above,NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02],wake+change,2026-09-02 18:21:05,0,S4,short,,,,[reject] Touch of 29149.00 ONL from below after the close back across the level; rejection back down triggers the short instead of a breakdown continuation. | confirm: touch ref=29149 side=below,NO,,none,doc.bias=neutral/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.76) on ASIA 2026-09-02],wake+change,2026-09-02 18:43:33,0,S1,long,,,,[sweep_reclaim] Sweep of 29149.00 ONL wicks below; a 1m MSS or close back above 29149.00 invites a long on the reclaim. | confirm: 1m_mss ref=29149 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.76) on ASIA 2026-09-02],wake+change,2026-09-02 18:43:33,0,S2,short,29209.25,29223,29181.64,"[reject] Rally into the 29208.75 ONH liquidity pool, which coincides with 29209.25 Supply·1h; first-touch sell at 29209.25 with stop beyond 29212.50/29223.00 structure. | confirm: touch ref=29209.25 side=below",YES,2026-09-02 18:46:00,decision open_short @2026-09-02 18:48:49 BLOCKED:entry_gate: entry_gate: stop 29231.00 too close (25.25 < 450 ; decision open_short @2026-09-02 18:50:36 BLOCKED:entry_gate: entry_gate: stop 29226.50 too close (21.00 < 450 ; decision open_short @2026-09-02 18:52:33 BLOCKED:entry_gate: entry_gate: stop 29230.00 too close (22.00 < 450 ; decision open_short @2026-09-02 19:00:23 BLOCKED:entry_gate: entry_gate: R:R 1.42 below floor 2.00 at executi,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,level_event  [seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.76) on ASIA 2026-09-02],wake+change,2026-09-02 18:43:33,0,S3,short,,,,[reject] Rally stalls at the 29317.25 PDH react zone; first-touch sell at 29317.25 with stop beyond 29324.50. | confirm: touch ref=29317.25 side=below,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.41) on ASIA 2026-09-02],wake+change,2026-09-02 19:02:39,0,S1,short,29218.25,29232,29149,[reject] Price retests 29218.25 ONH after the 18:45 sweep-reclaim and rejects; enter short on touch at 29218.25. | confirm: touch ref=29218.25 side=above,NO,,none,doc.bias=short/medium | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.41) on ASIA 2026-09-02],wake+change,2026-09-02 19:02:39,0,S2,long,,,,"[sweep_reclaim] Price sweeps 29149.00 ONL, then closes back above it; on the 1m MSS above 29149.00, enter long with stop below the sweep extreme. | confirm: touch ref=29149 side=below | confirm2: 1m_mss ref=29149 side=above",YES,2026-09-02 19:16:00,none,doc.bias=short/medium | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-08-31:WEEKLY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-31,WEEKLY,weekly_boot_backfill,boot-backfill,2026-09-02 19:06:24,0,,,,,,(no scenarios),,,,doc.bias=neutral/ | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)",n/a
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,"dormant:flip:flip-condition: 2x5m close above 29175.66 (buffer 0.5×ATR14, 2× 5m closes) → bias long",flip(lifecycle-marker overwrote authoring trigger),2026-09-02 20:05:55,0,S1,short,29157.03,29175.66,29102,[reject] price touches 29157.03 VWAP−1σ and rejects | confirm: touch ref=29157.03 side=below,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,"dormant:flip:flip-condition: 2x5m close above 29175.66 (buffer 0.5×ATR14, 2× 5m closes) → bias long",flip(lifecycle-marker overwrote authoring trigger),2026-09-02 20:05:55,0,S2,short,29141.25,29157.03,29102,[reject] price touches 29141.25 ONL and rejects | confirm: touch ref=29141.25 side=below,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,"dormant:flip:flip-condition: 2x5m close above 29175.66 (buffer 0.5×ATR14, 2× 5m closes) → bias long",flip(lifecycle-marker overwrote authoring trigger),2026-09-02 20:05:55,0,S3,short,29175.66,29194.3,29136.25,[reject] price touches 29175.66 VWAP and rejects | confirm: touch ref=29175.66 side=below,YES,2026-09-02 20:06:00,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29176.00 below 29324.50 (noise 4.51) on ASIA 2026-09-02],wake+change,2026-09-02 20:38:20,0,S1,short,,,,[reject] Price touches 29200.50 SWG-H·5m and rejects with an upper shadow or 1m MSS down | confirm: touch ref=29200.5 side=below,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29176.00 below 29324.50 (noise 4.51) on ASIA 2026-09-02],wake+change,2026-09-02 20:38:20,0,S2,short,,,,[reject] Price retests 29176.29 VWAP from below and rejects with an upper shadow or 1m MSS down | confirm: touch ref=29176.29 side=below,YES,2026-09-02 20:39:00,decision open_short @2026-09-02 20:53:52 BLOCKED:entry_gate: entry_gate: R:R 1.73 below floor 2.00 at executi,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02],wake+change,2026-09-02 21:03:03,0,S1,short,29200.5,29228,29141.25,"[reject] Rally back to 29200.50 SWG-H·5m and stall/reject — the 20:15 retest already stalled at 29200.25, so a re-touch is a fresh upper-shelf fade. | confirm: touch ref=29200.5 side=below",NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02],wake+change,2026-09-02 21:03:03,0,S2,short,,,,"[reject] The close back across 29141.25 ONL voids the breakdown. If 29141.25 is retested from below and rejects, that voided-level retest is the short fade; continue toward pdVWAP and OR-H. | confirm: touch ref=29141.25 side=below",NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02],wake+change,2026-09-02 21:03:03,0,S3,long,,,,"[reclaim] Short continuation exhausts at 29113.90 pdVWAP and price prints a 5m close back above it — the first legal branch-5 long, below the 50% mark. | confirm: 1x5m_close ref=29113.9 side=above",YES,2026-09-02 21:00:00,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA 2026-09-02],wake+change,2026-09-02 21:31:58,0,S1,short,29199.5,29227.9,29141.25,[reject] Rally into the premium cluster touches SWG-H·5m 29199.50 and is rejected — no 5m hold above it. | confirm: touch ref=29199.5 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA 2026-09-02],wake+change,2026-09-02 21:31:58,0,S2,short,,,,"[sweep_reclaim] Price sweeps above ONH 29218.25, then the 5m bar closes back inside below 29199.50 SWG-H·5m — failed high sweep (PDH-mirror branch 2). | confirm: touch ref=29218.25 side=above | confirm2: 1m_mss ref=29199.5 side=below",NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA 2026-09-02],wake+change,2026-09-02 21:31:58,0,S3,long,,,,[sweep_reclaim] Price re-sweeps below ONL 29132.50 and the 5m bar closes back above 29141.25 SWG-L·5m — low-side sweep-reclaim (long only below the 29138.50 50% line). | confirm: touch ref=29132.5 side=below | confirm2: 1m_mss ref=29141.25 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA 2026-09-02],wake+change,2026-09-02 21:31:58,0,S4,short,,,,[reject] Price retests ONL 29132.50 from below and is rejected — the voided breakdown becomes a lower-high rejection and opens the waterfall path. | confirm: touch ref=29132.5 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.67) on ASIA 2026-09-02],wake+change,2026-09-02 21:49:57,0,S1,short,29208.69,29237.75,29141.25,[reject] price prints 29208.69 (VWAP+2σ) and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme | confirm: touch ref=29208.69 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.67) on ASIA 2026-09-02],wake+change,2026-09-02 21:49:57,0,S2,short,29132.5,29161.5,29042.75,[reject] price comes back above 29132.50 ONL and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme | confirm: touch ref=29132.5 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,level_event  [seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.67) on ASIA 2026-09-02],wake+change,2026-09-02 21:49:57,0,S3,long,,,,"[sweep_reclaim] price sweeps below 29132.50 ONL and reclaims with a 5m close above 29132.50; long with stop beyond the sweep extreme, targeting the value mean | confirm: touch ref=29132.5 side=below | confirm2: 1x5m_close ref=29132.5 side=above",NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,"rearmed:5m_close close back below 29211.00 (buffer 0.5×ATR14, 2× 5m closes)",rearm(lifecycle-marker overwrote authoring trigger),2026-09-02 22:12:42,0,S1,short,29199.5,29226,29132.5,[reject] Price touches 29199.50 SWG-H·5m and rejects lower; no 5m close above the level. | confirm: touch ref=29199.5 side=below,YES,2026-09-02 22:13:00,"arm#34 cancelled @2026-09-02 22:15:01 (level accepted through — marketable, never placed)",doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,"rearmed:5m_close close back below 29211.00 (buffer 0.5×ATR14, 2× 5m closes)",rearm(lifecycle-marker overwrote authoring trigger),2026-09-02 22:12:42,0,S2,short,,,,[sweep_reclaim] Wick above 29218.25 ONH sweeps buy stops; a 1x5m close back below 29218.25 confirms the reclaim. | confirm: touch ref=29218.25 side=above | confirm2: 1x5m_close ref=29218.25 side=below,YES,2026-09-02 22:18:00,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,"rearmed:5m_close close back below 29211.00 (buffer 0.5×ATR14, 2× 5m closes)",rearm(lifecycle-marker overwrote authoring trigger),2026-09-02 22:12:42,0,S3,long,,,,[sweep_reclaim] Wick below 29132.50 ONL sweeps sell stops; a 1x5m close back above 29132.50 confirms the reclaim. | confirm: touch ref=29132.5 side=below | confirm2: 1x5m_close ref=29132.5 side=above,NO,,none,doc.bias=short/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
